year,state_name,state_abbr,adm_type,m,f
1984,District of Columbia,DC,adm_total,2426,197
1984,District of Columbia,DC,adm_new_commit,1278,127
1984,District of Columbia,DC,adm_viol_new,270,11
1984,District of Columbia,DC,adm_viol_tech,78,0
1984,District of Columbia,DC,adm_oth,800,59
1985,District of Columbia,DC,adm_total,3263,187
1985,District of Columbia,DC,adm_new_commit,1554,108
1985,District of Columbia,DC,adm_viol_new,420,16
1985,District of Columbia,DC,adm_viol_tech,143,0
1985,District of Columbia,DC,adm_oth,1146,63
1986,District of Columbia,DC,adm_total,3144,161
1986,District of Columbia,DC,adm_new_commit,1410,91
1986,District of Columbia,DC,adm_viol_new,440,15
1986,District of Columbia,DC,adm_viol_tech,177,0
1986,District of Columbia,DC,adm_oth,1117,55
1987,District of Columbia,DC,adm_total,3835,261
1987,District of Columbia,DC,adm_new_commit,1818,160
1987,District of Columbia,DC,adm_viol_new,600,24
1987,District of Columbia,DC,adm_viol_tech,233,0
1987,District of Columbia,DC,adm_oth,1184,77
1988,District of Columbia,DC,adm_total,5227,251
1988,District of Columbia,DC,adm_new_commit,1749,127
1988,District of Columbia,DC,adm_viol_new,1231,71
1988,District of Columbia,DC,adm_viol_tech,478,0
1988,District of Columbia,DC,adm_oth,1769,53
1989,District of Columbia,DC,adm_total,5271,267
1989,District of Columbia,DC,adm_new_commit,1565,136
1989,District of Columbia,DC,adm_viol_new,1280,74
1989,District of Columbia,DC,adm_viol_tech,507,0
1989,District of Columbia,DC,adm_oth,1919,57
1990,District of Columbia,DC,adm_total,5848,258
1990,District of Columbia,DC,adm_new_commit,1046,91
1990,District of Columbia,DC,adm_viol_new,1622,99
1990,District of Columbia,DC,adm_viol_tech,647,0
1990,District of Columbia,DC,adm_oth,2533,68
1991,District of Columbia,DC,adm_total,6214,261
1991,District of Columbia,DC,adm_new_commit,976,85
1991,District of Columbia,DC,adm_viol_new,1601,98
1991,District of Columbia,DC,adm_viol_tech,638,0
1991,District of Columbia,DC,adm_oth,2999,78
1992,District of Columbia,DC,adm_total,7279,303
1992,District of Columbia,DC,adm_new_commit,828,72
1992,District of Columbia,DC,adm_viol_new,1602,100
1992,District of Columbia,DC,adm_viol_tech,643,0
1992,District of Columbia,DC,adm_oth,4206,131
1993,District of Columbia,DC,adm_total,7176,283
1993,District of Columbia,DC,adm_new_commit,581,70
1993,District of Columbia,DC,adm_viol_new,1170,93
1993,District of Columbia,DC,adm_viol_tech,482,0
1993,District of Columbia,DC,adm_oth,4943,120
1994,District of Columbia,DC,adm_total,8341,305
1994,District of Columbia,DC,adm_new_commit,803,60
1994,District of Columbia,DC,adm_viol_new,1616,85
1994,District of Columbia,DC,adm_viol_tech,669,0
1994,District of Columbia,DC,adm_oth,5253,160
1995,District of Columbia,DC,adm_total,4436,277
1995,District of Columbia,DC,adm_new_commit,3143,237
1995,District of Columbia,DC,adm_viol_new,676,16
1995,District of Columbia,DC,adm_viol_tech,0,0
1995,District of Columbia,DC,adm_oth,625,24
1996,District of Columbia,DC,adm_total,6223,483
1996,District of Columbia,DC,adm_new_commit,3021,283
1996,District of Columbia,DC,adm_viol_new,1776,106
1996,District of Columbia,DC,adm_viol_tech,62,5
1996,District of Columbia,DC,adm_oth,1364,89
1997,District of Columbia,DC,adm_total,6455,571
1997,District of Columbia,DC,adm_new_commit,3097,332
1997,District of Columbia,DC,adm_viol_new,1928,138
1997,District of Columbia,DC,adm_viol_tech,60,8
1997,District of Columbia,DC,adm_oth,1370,93
1998,District of Columbia,DC,adm_total,7306,307
1998,District of Columbia,DC,adm_new_commit,2961,138
1998,District of Columbia,DC,adm_viol_new,2074,47
1998,District of Columbia,DC,adm_viol_tech,110,54
1998,District of Columbia,DC,adm_oth,2161,68
1999,District of Columbia,DC,adm_total,5774,194
1999,District of Columbia,DC,adm_new_commit,926,89
1999,District of Columbia,DC,adm_viol_new,970,63
1999,District of Columbia,DC,adm_viol_tech,0,0
1999,District of Columbia,DC,adm_oth,3669,42
2000,District of Columbia,DC,adm_total,3079,219
2000,District of Columbia,DC,adm_new_commit,782,86
2000,District of Columbia,DC,adm_viol_new,558,77
2000,District of Columbia,DC,adm_viol_tech,0,0
2000,District of Columbia,DC,adm_oth,1619,56
2001,District of Columbia,DC,adm_total,NA,NA
2001,District of Columbia,DC,adm_new_commit,NA,NA
2001,District of Columbia,DC,adm_viol_new,0,0
2001,District of Columbia,DC,adm_viol_tech,0,0
2001,District of Columbia,DC,adm_oth,0,0
2002,District of Columbia,DC,adm_total,NA,NA
2002,District of Columbia,DC,adm_new_commit,NA,NA
2002,District of Columbia,DC,adm_viol_new,0,0
2002,District of Columbia,DC,adm_viol_tech,0,0
2002,District of Columbia,DC,adm_oth,0,0
2003,District of Columbia,DC,adm_total,NA,NA
2003,District of Columbia,DC,adm_new_commit,NA,NA
2003,District of Columbia,DC,adm_viol_new,0,0
2003,District of Columbia,DC,adm_viol_tech,0,0
2003,District of Columbia,DC,adm_oth,0,0
2004,District of Columbia,DC,adm_total,NA,NA
2004,District of Columbia,DC,adm_new_commit,NA,NA
2004,District of Columbia,DC,adm_viol_new,0,0
2004,District of Columbia,DC,adm_viol_tech,0,0
2004,District of Columbia,DC,adm_oth,0,0
2005,District of Columbia,DC,adm_total,NA,NA
2005,District of Columbia,DC,adm_new_commit,NA,NA
2005,District of Columbia,DC,adm_viol_new,0,0
2005,District of Columbia,DC,adm_viol_tech,0,0
2005,District of Columbia,DC,adm_oth,0,0
2006,District of Columbia,DC,adm_total,NA,NA
2006,District of Columbia,DC,adm_new_commit,NA,NA
2006,District of Columbia,DC,adm_viol_new,0,0
2006,District of Columbia,DC,adm_viol_tech,0,0
2006,District of Columbia,DC,adm_oth,0,0
2007,District of Columbia,DC,adm_total,NA,NA
2007,District of Columbia,DC,adm_new_commit,NA,NA
2007,District of Columbia,DC,adm_viol_new,0,0
2007,District of Columbia,DC,adm_viol_tech,0,0
2007,District of Columbia,DC,adm_oth,0,0
2008,District of Columbia,DC,adm_total,NA,NA
2008,District of Columbia,DC,adm_new_commit,NA,NA
2008,District of Columbia,DC,adm_viol_new,0,0
2008,District of Columbia,DC,adm_viol_tech,0,0
2008,District of Columbia,DC,adm_oth,0,0
2009,District of Columbia,DC,adm_total,NA,NA
2009,District of Columbia,DC,adm_new_commit,NA,NA
2009,District of Columbia,DC,adm_viol_new,0,0
2009,District of Columbia,DC,adm_viol_tech,0,0
2009,District of Columbia,DC,adm_oth,0,0
2010,District of Columbia,DC,adm_total,NA,NA
2010,District of Columbia,DC,adm_new_commit,NA,NA
2010,District of Columbia,DC,adm_viol_new,0,0
2010,District of Columbia,DC,adm_viol_tech,0,0
2010,District of Columbia,DC,adm_oth,0,0
2011,District of Columbia,DC,adm_total,NA,NA
2011,District of Columbia,DC,adm_new_commit,NA,NA
2011,District of Columbia,DC,adm_viol_new,0,0
2011,District of Columbia,DC,adm_viol_tech,0,0
2011,District of Columbia,DC,adm_oth,0,0
2012,District of Columbia,DC,adm_total,NA,NA
2012,District of Columbia,DC,adm_new_commit,NA,NA
2012,District of Columbia,DC,adm_viol_new,0,0
2012,District of Columbia,DC,adm_viol_tech,0,0
2012,District of Columbia,DC,adm_oth,0,0
2013,District of Columbia,DC,adm_total,NA,NA
2013,District of Columbia,DC,adm_new_commit,NA,NA
2013,District of Columbia,DC,adm_viol_new,0,0
2013,District of Columbia,DC,adm_viol_tech,0,0
2013,District of Columbia,DC,adm_oth,0,0
2014,District of Columbia,DC,adm_total,NA,NA
2014,District of Columbia,DC,adm_new_commit,NA,NA
2014,District of Columbia,DC,adm_viol_new,0,0
2014,District of Columbia,DC,adm_viol_tech,0,0
2014,District of Columbia,DC,adm_oth,0,0
2015,District of Columbia,DC,adm_total,NA,NA
2015,District of Columbia,DC,adm_new_commit,NA,NA
2015,District of Columbia,DC,adm_viol_new,0,0
2015,District of Columbia,DC,adm_viol_tech,0,0
2015,District of Columbia,DC,adm_oth,0,0
2016,District of Columbia,DC,adm_total,NA,NA
2016,District of Columbia,DC,adm_new_commit,NA,NA
2016,District of Columbia,DC,adm_viol_new,0,0
2016,District of Columbia,DC,adm_viol_tech,0,0
2016,District of Columbia,DC,adm_oth,0,0
2017,District of Columbia,DC,adm_total,NA,NA
2017,District of Columbia,DC,adm_new_commit,NA,NA
2017,District of Columbia,DC,adm_viol_new,0,0
2017,District of Columbia,DC,adm_viol_tech,0,0
2017,District of Columbia,DC,adm_oth,0,0
2018,District of Columbia,DC,adm_total,NA,NA
2018,District of Columbia,DC,adm_new_commit,NA,NA
2018,District of Columbia,DC,adm_viol_new,0,0
2018,District of Columbia,DC,adm_viol_tech,0,0
2018,District of Columbia,DC,adm_oth,0,0
2019,District of Columbia,DC,adm_total,NA,NA
2019,District of Columbia,DC,adm_new_commit,NA,NA
2019,District of Columbia,DC,adm_viol_new,0,0
2019,District of Columbia,DC,adm_viol_tech,0,0
2019,District of Columbia,DC,adm_oth,0,0
2020,District of Columbia,DC,adm_total,NA,NA
2020,District of Columbia,DC,adm_new_commit,NA,NA
2020,District of Columbia,DC,adm_viol_new,0,0
2020,District of Columbia,DC,adm_viol_tech,0,0
2020,District of Columbia,DC,adm_oth,0,0
2021,District of Columbia,DC,adm_total,NA,NA
2021,District of Columbia,DC,adm_new_commit,NA,NA
2021,District of Columbia,DC,adm_viol_new,0,0
2021,District of Columbia,DC,adm_viol_tech,0,0
2021,District of Columbia,DC,adm_oth,0,0
2022,District of Columbia,DC,adm_total,NA,NA
2022,District of Columbia,DC,adm_new_commit,NA,NA
2022,District of Columbia,DC,adm_viol_new,0,0
2022,District of Columbia,DC,adm_viol_tech,0,0
2022,District of Columbia,DC,adm_oth,0,0
1978,Florida,FL,adm_total,8479,409
1978,Florida,FL,adm_new_commit,6078,293
1978,Florida,FL,adm_viol_new,473,23
1978,Florida,FL,adm_viol_tech,734,35
1978,Florida,FL,adm_oth,725,58
1979,Florida,FL,adm_total,8502,509
1979,Florida,FL,adm_new_commit,6814,408
1979,Florida,FL,adm_viol_new,477,28
1979,Florida,FL,adm_viol_tech,753,46
1979,Florida,FL,adm_oth,458,27
1980,Florida,FL,adm_total,9770,465
1980,Florida,FL,adm_new_commit,7655,414
1980,Florida,FL,adm_viol_new,693,18
1980,Florida,FL,adm_viol_tech,912,19
1980,Florida,FL,adm_oth,510,14
1981,Florida,FL,adm_total,12909,670
1981,Florida,FL,adm_new_commit,9348,529
1981,Florida,FL,adm_viol_new,835,22
1981,Florida,FL,adm_viol_tech,1268,34
1981,Florida,FL,adm_oth,1458,85
1982,Florida,FL,adm_total,13996,904
1982,Florida,FL,adm_new_commit,11122,766
1982,Florida,FL,adm_viol_new,607,15
1982,Florida,FL,adm_viol_tech,881,23
1982,Florida,FL,adm_oth,1386,100
1983,Florida,FL,adm_total,16848,988
1983,Florida,FL,adm_new_commit,10873,730
1983,Florida,FL,adm_viol_new,522,7
1983,Florida,FL,adm_viol_tech,847,20
1983,Florida,FL,adm_oth,4606,231
1984,Florida,FL,adm_total,12981,758
1984,Florida,FL,adm_new_commit,10482,695
1984,Florida,FL,adm_viol_new,501,18
1984,Florida,FL,adm_viol_tech,778,24
1984,Florida,FL,adm_oth,1220,21
1985,Florida,FL,adm_total,15249,1167
1985,Florida,FL,adm_new_commit,13491,1034
1985,Florida,FL,adm_viol_new,441,9
1985,Florida,FL,adm_viol_tech,594,14
1985,Florida,FL,adm_oth,723,110
1986,Florida,FL,adm_total,19474,1405
1986,Florida,FL,adm_new_commit,17420,1334
1986,Florida,FL,adm_viol_new,350,10
1986,Florida,FL,adm_viol_tech,563,22
1986,Florida,FL,adm_oth,1141,39
1987,Florida,FL,adm_total,25553,2037
1987,Florida,FL,adm_new_commit,23446,1969
1987,Florida,FL,adm_viol_new,305,6
1987,Florida,FL,adm_viol_tech,577,18
1987,Florida,FL,adm_oth,1225,44
1988,Florida,FL,adm_total,33571,3085
1988,Florida,FL,adm_new_commit,31008,2933
1988,Florida,FL,adm_viol_new,213,6
1988,Florida,FL,adm_viol_tech,661,41
1988,Florida,FL,adm_oth,1689,105
1989,Florida,FL,adm_total,41377,4234
1989,Florida,FL,adm_new_commit,38356,3981
1989,Florida,FL,adm_viol_new,283,21
1989,Florida,FL,adm_viol_tech,553,43
1989,Florida,FL,adm_oth,2185,189
1990,Florida,FL,adm_total,39351,4218
1990,Florida,FL,adm_new_commit,36280,3856
1990,Florida,FL,adm_viol_new,435,34
1990,Florida,FL,adm_viol_tech,1580,213
1990,Florida,FL,adm_oth,1056,115
1991,Florida,FL,adm_total,33792,3648
1991,Florida,FL,adm_new_commit,29863,3231
1991,Florida,FL,adm_viol_new,837,73
1991,Florida,FL,adm_viol_tech,1817,254
1991,Florida,FL,adm_oth,1275,90
1992,Florida,FL,adm_total,31237,3389
1992,Florida,FL,adm_new_commit,27122,2854
1992,Florida,FL,adm_viol_new,1558,144
1992,Florida,FL,adm_viol_tech,2348,349
1992,Florida,FL,adm_oth,209,42
1993,Florida,FL,adm_total,29117,3152
1993,Florida,FL,adm_new_commit,22766,2530
1993,Florida,FL,adm_viol_new,2238,220
1993,Florida,FL,adm_viol_tech,3615,397
1993,Florida,FL,adm_oth,498,5
1994,Florida,FL,adm_total,27066,2831
1994,Florida,FL,adm_new_commit,19174,2014
1994,Florida,FL,adm_viol_new,2160,160
1994,Florida,FL,adm_viol_tech,4763,340
1994,Florida,FL,adm_oth,969,317
1995,Florida,FL,adm_total,23974,2361
1995,Florida,FL,adm_new_commit,16951,1625
1995,Florida,FL,adm_viol_new,1640,124
1995,Florida,FL,adm_viol_tech,4673,348
1995,Florida,FL,adm_oth,710,264
1996,Florida,FL,adm_total,22355,1854
1996,Florida,FL,adm_new_commit,18422,1550
1996,Florida,FL,adm_viol_new,743,53
1996,Florida,FL,adm_viol_tech,2741,185
1996,Florida,FL,adm_oth,449,66
1997,Florida,FL,adm_total,23667,2021
1997,Florida,FL,adm_new_commit,19789,1791
1997,Florida,FL,adm_viol_new,445,9
1997,Florida,FL,adm_viol_tech,2520,167
1997,Florida,FL,adm_oth,913,54
1998,Florida,FL,adm_total,23557,1967
1998,Florida,FL,adm_new_commit,20164,1773
1998,Florida,FL,adm_viol_new,517,24
1998,Florida,FL,adm_viol_tech,1755,66
1998,Florida,FL,adm_oth,1121,104
1999,Florida,FL,adm_total,29820,2623
1999,Florida,FL,adm_new_commit,21747,2062
1999,Florida,FL,adm_viol_new,411,8
1999,Florida,FL,adm_viol_tech,1749,69
1999,Florida,FL,adm_oth,5797,484
2000,Florida,FL,adm_total,32692,3157
2000,Florida,FL,adm_new_commit,22772,2354
2000,Florida,FL,adm_viol_new,356,10
2000,Florida,FL,adm_viol_tech,1780,66
2000,Florida,FL,adm_oth,7708,727
2001,Florida,FL,adm_total,31966,3239
2001,Florida,FL,adm_new_commit,22513,2405
2001,Florida,FL,adm_viol_new,334,7
2001,Florida,FL,adm_viol_tech,1688,73
2001,Florida,FL,adm_oth,7361,754
2002,Florida,FL,adm_total,33230,3408
2002,Florida,FL,adm_new_commit,23925,2632
2002,Florida,FL,adm_viol_new,275,4
2002,Florida,FL,adm_viol_tech,1728,65
2002,Florida,FL,adm_oth,7244,707
2003,Florida,FL,adm_total,35846,3803
2003,Florida,FL,adm_new_commit,26648,3048
2003,Florida,FL,adm_viol_new,217,3
2003,Florida,FL,adm_viol_tech,1761,65
2003,Florida,FL,adm_oth,7155,687
2004,Florida,FL,adm_total,36371,4200
2004,Florida,FL,adm_new_commit,27003,3296
2004,Florida,FL,adm_viol_new,191,5
2004,Florida,FL,adm_viol_tech,2090,87
2004,Florida,FL,adm_oth,6992,812
2005,Florida,FL,adm_total,41852,4789
2005,Florida,FL,adm_new_commit,29362,3745
2005,Florida,FL,adm_viol_new,321,30
2005,Florida,FL,adm_viol_tech,140,5
2005,Florida,FL,adm_oth,11952,1009
2006,Florida,FL,adm_total,32194,4141
2006,Florida,FL,adm_new_commit,32025,4130
2006,Florida,FL,adm_viol_new,127,6
2006,Florida,FL,adm_viol_tech,1,0
2006,Florida,FL,adm_oth,24,5
2007,Florida,FL,adm_total,30012,3583
2007,Florida,FL,adm_new_commit,28714,3539
2007,Florida,FL,adm_viol_new,65,0
2007,Florida,FL,adm_viol_tech,176,5
2007,Florida,FL,adm_oth,1049,39
2008,Florida,FL,adm_total,36214,4662
2008,Florida,FL,adm_new_commit,35439,4558
2008,Florida,FL,adm_viol_new,112,4
2008,Florida,FL,adm_viol_tech,0,0
2008,Florida,FL,adm_oth,653,100
2009,Florida,FL,adm_total,33906,4157
2009,Florida,FL,adm_new_commit,33100,4051
2009,Florida,FL,adm_viol_new,119,2
2009,Florida,FL,adm_viol_tech,0,0
2009,Florida,FL,adm_oth,678,104
2010,Florida,FL,adm_total,28988,3828
2010,Florida,FL,adm_new_commit,28247,3739
2010,Florida,FL,adm_viol_new,89,1
2010,Florida,FL,adm_viol_tech,0,0
2010,Florida,FL,adm_oth,638,87
2011,Florida,FL,adm_total,29666,3756
2011,Florida,FL,adm_new_commit,28699,3659
2011,Florida,FL,adm_viol_new,100,1
2011,Florida,FL,adm_viol_tech,0,0
2011,Florida,FL,adm_oth,859,96
2012,Florida,FL,adm_total,28586,3702
2012,Florida,FL,adm_new_commit,27551,3578
2012,Florida,FL,adm_viol_new,119,0
2012,Florida,FL,adm_viol_tech,0,0
2012,Florida,FL,adm_oth,907,124
2013,Florida,FL,adm_total,29582,4059
2013,Florida,FL,adm_new_commit,28475,3898
2013,Florida,FL,adm_viol_new,105,0
2013,Florida,FL,adm_viol_tech,0,0
2013,Florida,FL,adm_oth,993,161
2014,Florida,FL,adm_total,28107,3934
2014,Florida,FL,adm_new_commit,27151,3833
2014,Florida,FL,adm_viol_new,111,3
2014,Florida,FL,adm_viol_tech,0,0
2014,Florida,FL,adm_oth,834,98
2015,Florida,FL,adm_total,26857,3594
2015,Florida,FL,adm_new_commit,26137,3530
2015,Florida,FL,adm_viol_new,104,2
2015,Florida,FL,adm_viol_tech,0,0
2015,Florida,FL,adm_oth,609,62
2016,Florida,FL,adm_total,25517,3536
2016,Florida,FL,adm_new_commit,24776,3460
2016,Florida,FL,adm_viol_new,97,2
2016,Florida,FL,adm_viol_tech,0,0
2016,Florida,FL,adm_oth,643,74
2017,Florida,FL,adm_total,24689,3521
2017,Florida,FL,adm_new_commit,23968,3455
2017,Florida,FL,adm_viol_new,81,3
2017,Florida,FL,adm_viol_tech,1,0
2017,Florida,FL,adm_oth,632,63
2018,Florida,FL,adm_total,24983,3544
2018,Florida,FL,adm_new_commit,24223,3464
2018,Florida,FL,adm_viol_new,76,1
2018,Florida,FL,adm_viol_tech,0,0
2018,Florida,FL,adm_oth,678,79
2019,Florida,FL,adm_total,24431,3569
2019,Florida,FL,adm_new_commit,23638,3480
2019,Florida,FL,adm_viol_new,86,0
2019,Florida,FL,adm_viol_tech,0,0
2019,Florida,FL,adm_oth,701,89
2020,Florida,FL,adm_total,11362,1800
2020,Florida,FL,adm_new_commit,11020,1769
2020,Florida,FL,adm_viol_new,29,0
2020,Florida,FL,adm_viol_tech,0,0
2020,Florida,FL,adm_oth,310,31
2021,Florida,FL,adm_total,20656,2525
2021,Florida,FL,adm_new_commit,20217,2458
2021,Florida,FL,adm_viol_new,64,0
2021,Florida,FL,adm_viol_tech,0,0
2021,Florida,FL,adm_oth,372,67
2022,Florida,FL,adm_total,25153,3103
2022,Florida,FL,adm_new_commit,24626,3049
2022,Florida,FL,adm_viol_new,85,1
2022,Florida,FL,adm_viol_tech,0,0
2022,Florida,FL,adm_oth,438,53
1978,Georgia,GA,adm_total,5393,349
1978,Georgia,GA,adm_new_commit,4688,315
1978,Georgia,GA,adm_viol_new,348,11
1978,Georgia,GA,adm_viol_tech,0,0
1978,Georgia,GA,adm_oth,34,23
1979,Georgia,GA,adm_total,5546,373
1979,Georgia,GA,adm_new_commit,4791,326
1979,Georgia,GA,adm_viol_new,362,8
1979,Georgia,GA,adm_viol_tech,0,0
1979,Georgia,GA,adm_oth,393,39
1980,Georgia,GA,adm_total,6468,425
1980,Georgia,GA,adm_new_commit,5583,368
1980,Georgia,GA,adm_viol_new,553,15
1980,Georgia,GA,adm_viol_tech,0,0
1980,Georgia,GA,adm_oth,332,42
1981,Georgia,GA,adm_total,7312,514
1981,Georgia,GA,adm_new_commit,6318,452
1981,Georgia,GA,adm_viol_new,639,19
1981,Georgia,GA,adm_viol_tech,0,0
1981,Georgia,GA,adm_oth,355,43
1982,Georgia,GA,adm_total,9170,598
1982,Georgia,GA,adm_new_commit,8185,534
1982,Georgia,GA,adm_viol_new,690,21
1982,Georgia,GA,adm_viol_tech,0,0
1982,Georgia,GA,adm_oth,295,43
1983,Georgia,GA,adm_total,9324,697
1983,Georgia,GA,adm_new_commit,7861,624
1983,Georgia,GA,adm_viol_new,1214,44
1983,Georgia,GA,adm_viol_tech,0,0
1983,Georgia,GA,adm_oth,249,29
1984,Georgia,GA,adm_total,9116,625
1984,Georgia,GA,adm_new_commit,7244,532
1984,Georgia,GA,adm_viol_new,1671,70
1984,Georgia,GA,adm_viol_tech,0,0
1984,Georgia,GA,adm_oth,201,23
1985,Georgia,GA,adm_total,9225,672
1985,Georgia,GA,adm_new_commit,7283,575
1985,Georgia,GA,adm_viol_new,1743,73
1985,Georgia,GA,adm_viol_tech,0,0
1985,Georgia,GA,adm_oth,199,24
1986,Georgia,GA,adm_total,9829,743
1986,Georgia,GA,adm_new_commit,7818,627
1986,Georgia,GA,adm_viol_new,1886,99
1986,Georgia,GA,adm_viol_tech,0,0
1986,Georgia,GA,adm_oth,125,17
1987,Georgia,GA,adm_total,11833,932
1987,Georgia,GA,adm_new_commit,9416,782
1987,Georgia,GA,adm_viol_new,2244,125
1987,Georgia,GA,adm_viol_tech,0,0
1987,Georgia,GA,adm_oth,173,25
1988,Georgia,GA,adm_total,9866,769
1988,Georgia,GA,adm_new_commit,7497,632
1988,Georgia,GA,adm_viol_new,1848,82
1988,Georgia,GA,adm_viol_tech,371,27
1988,Georgia,GA,adm_oth,150,28
1989,Georgia,GA,adm_total,13970,1100
1989,Georgia,GA,adm_new_commit,10696,933
1989,Georgia,GA,adm_viol_new,2692,118
1989,Georgia,GA,adm_viol_tech,475,33
1989,Georgia,GA,adm_oth,107,16
1990,Georgia,GA,adm_total,15730,1425
1990,Georgia,GA,adm_new_commit,12233,1227
1990,Georgia,GA,adm_viol_new,3098,151
1990,Georgia,GA,adm_viol_tech,311,36
1990,Georgia,GA,adm_oth,88,11
1991,Georgia,GA,adm_total,14469,1343
1991,Georgia,GA,adm_new_commit,11080,1109
1991,Georgia,GA,adm_viol_new,3064,185
1991,Georgia,GA,adm_viol_tech,246,36
1991,Georgia,GA,adm_oth,79,13
1992,Georgia,GA,adm_total,14989,1434
1992,Georgia,GA,adm_new_commit,10961,1160
1992,Georgia,GA,adm_viol_new,3680,222
1992,Georgia,GA,adm_viol_tech,250,37
1992,Georgia,GA,adm_oth,98,15
1993,Georgia,GA,adm_total,13945,1319
1993,Georgia,GA,adm_new_commit,9846,1059
1993,Georgia,GA,adm_viol_new,3710,207
1993,Georgia,GA,adm_viol_tech,199,45
1993,Georgia,GA,adm_oth,190,8
1994,Georgia,GA,adm_total,14317,1057
1994,Georgia,GA,adm_new_commit,10468,854
1994,Georgia,GA,adm_viol_new,3392,162
1994,Georgia,GA,adm_viol_tech,267,30
1994,Georgia,GA,adm_oth,190,11
1995,Georgia,GA,adm_total,14016,1391
1995,Georgia,GA,adm_new_commit,10600,1169
1995,Georgia,GA,adm_viol_new,2252,159
1995,Georgia,GA,adm_viol_tech,997,49
1995,Georgia,GA,adm_oth,167,14
1996,Georgia,GA,adm_total,14118,1596
1996,Georgia,GA,adm_new_commit,11160,1373
1996,Georgia,GA,adm_viol_new,2449,142
1996,Georgia,GA,adm_viol_tech,377,74
1996,Georgia,GA,adm_oth,132,7
1997,Georgia,GA,adm_total,13940,1439
1997,Georgia,GA,adm_new_commit,10506,1211
1997,Georgia,GA,adm_viol_new,2723,145
1997,Georgia,GA,adm_viol_tech,609,75
1997,Georgia,GA,adm_oth,102,8
1998,Georgia,GA,adm_total,13894,1577
1998,Georgia,GA,adm_new_commit,10100,1229
1998,Georgia,GA,adm_viol_new,2891,218
1998,Georgia,GA,adm_viol_tech,842,127
1998,Georgia,GA,adm_oth,61,3
1999,Georgia,GA,adm_total,17982,1979
1999,Georgia,GA,adm_new_commit,14566,1210
1999,Georgia,GA,adm_viol_new,2450,642
1999,Georgia,GA,adm_viol_tech,876,127
1999,Georgia,GA,adm_oth,0,0
2000,Georgia,GA,adm_total,15495,1878
2000,Georgia,GA,adm_new_commit,12370,1350
2000,Georgia,GA,adm_viol_new,2143,329
2000,Georgia,GA,adm_viol_tech,982,199
2000,Georgia,GA,adm_oth,0,0
2001,Georgia,GA,adm_total,15578,1764
2001,Georgia,GA,adm_new_commit,12751,1505
2001,Georgia,GA,adm_viol_new,2130,161
2001,Georgia,GA,adm_viol_tech,697,98
2001,Georgia,GA,adm_oth,0,0
2002,Georgia,GA,adm_total,15958,2120
2002,Georgia,GA,adm_new_commit,13714,1860
2002,Georgia,GA,adm_viol_new,1654,178
2002,Georgia,GA,adm_viol_tech,590,82
2002,Georgia,GA,adm_oth,0,0
2003,Georgia,GA,adm_total,15615,1960
2003,Georgia,GA,adm_new_commit,13190,1742
2003,Georgia,GA,adm_viol_new,1569,133
2003,Georgia,GA,adm_viol_tech,856,85
2003,Georgia,GA,adm_oth,0,0
2004,Georgia,GA,adm_total,18147,2053
2004,Georgia,GA,adm_new_commit,10394,1095
2004,Georgia,GA,adm_viol_new,2971,290
2004,Georgia,GA,adm_viol_tech,4727,660
2004,Georgia,GA,adm_oth,55,8
2005,Georgia,GA,adm_total,17430,1846
2005,Georgia,GA,adm_new_commit,9970,1039
2005,Georgia,GA,adm_viol_new,2152,173
2005,Georgia,GA,adm_viol_tech,5262,631
2005,Georgia,GA,adm_oth,46,3
2006,Georgia,GA,adm_total,19650,2741
2006,Georgia,GA,adm_new_commit,15871,2354
2006,Georgia,GA,adm_viol_new,3737,385
2006,Georgia,GA,adm_viol_tech,0,0
2006,Georgia,GA,adm_oth,42,2
2007,Georgia,GA,adm_total,19018,2153
2007,Georgia,GA,adm_new_commit,10934,1222
2007,Georgia,GA,adm_viol_new,3902,483
2007,Georgia,GA,adm_viol_tech,4075,436
2007,Georgia,GA,adm_oth,107,12
2008,Georgia,GA,adm_total,16307,2334
2008,Georgia,GA,adm_new_commit,9417,1314
2008,Georgia,GA,adm_viol_new,3471,453
2008,Georgia,GA,adm_viol_tech,3369,561
2008,Georgia,GA,adm_oth,50,6
2009,Georgia,GA,adm_total,15739,1871
2009,Georgia,GA,adm_new_commit,9007,1023
2009,Georgia,GA,adm_viol_new,2998,349
2009,Georgia,GA,adm_viol_tech,3711,497
2009,Georgia,GA,adm_oth,23,2
2010,Georgia,GA,adm_total,15031,1697
2010,Georgia,GA,adm_new_commit,8601,928
2010,Georgia,GA,adm_viol_new,2863,316
2010,Georgia,GA,adm_viol_tech,3544,451
2010,Georgia,GA,adm_oth,23,2
2011,Georgia,GA,adm_total,13519,1358
2011,Georgia,GA,adm_new_commit,11989,1265
2011,Georgia,GA,adm_viol_new,984,55
2011,Georgia,GA,adm_viol_tech,546,38
2011,Georgia,GA,adm_oth,0,0
2012,Georgia,GA,adm_total,14369,1374
2012,Georgia,GA,adm_new_commit,12649,1291
2012,Georgia,GA,adm_viol_new,1108,61
2012,Georgia,GA,adm_viol_tech,603,22
2012,Georgia,GA,adm_oth,9,0
2013,Georgia,GA,adm_total,17367,2111
2013,Georgia,GA,adm_new_commit,15578,2016
2013,Georgia,GA,adm_viol_new,1130,60
2013,Georgia,GA,adm_viol_tech,653,35
