"person_id","sex","race","start_year","end_year","start_date","end_date","supervision_type","end_reason","offense_category"
"10132345","Male","White, non-Hispanic",2018,2020,2018-03-12,2020-10-13,"Probation","Completed","Property"
"10132377","Male","White, non-Hispanic",2018,2019,2018-10-17,2019-11-13,"Probation","Completed","Other"
"10132377","Male","White, non-Hispanic",2019,2019,2019-09-13,2019-10-04,"Parole","Completed","Other"
"10132386","Male","White, non-Hispanic",2018,2022,2018-03-10,2022-09-22,"Probation","Revoked","Drugs"
"10132388","Male","White, non-Hispanic",2019,2020,2019-04-09,2020-07-16,"Parole","Completed","Drugs"
"10132461","Male","Other, non-Hispanic",2019,2022,2019-02-21,2022-04-01,"Probation","Completed","Other"
"10132466","Male","Black, non-Hispanic",2020,2020,2020-07-23,2020-08-29,"Parole","Other","Drugs"
"10132484","Male","Black, non-Hispanic",2020,2021,2020-02-05,2021-10-14,"Probation","Revoked","Drugs"
"10132508","Male","Missing",2022,2022,2022-06-10,2022-06-14,"Probation","Revoked","Drugs"
"10132525","Male","Hispanic, any race",2011,2021,2011-01-15,2021-06-23,"Probation","Completed","Violent"
"10132529","Male","White, non-Hispanic",2023,NA,2023-10-07,NA,"Parole",NA,"Other"
"10132532","Male","White, non-Hispanic",2016,2019,2016-03-21,2019-05-16,"Parole","Completed","Drugs"
"10132544","Female","Black, non-Hispanic",2023,NA,2023-04-09,NA,"Probation",NA,"Other"
"10132555","Male","Black, non-Hispanic",2015,2023,2015-02-19,2023-06-06,"Probation","Revoked","Violent"
"10132593","Male","Hispanic, any race",2019,2020,2019-01-26,2020-07-30,"Parole","Completed","Other"
"10132593","Male","Hispanic, any race",2021,2023,2021-12-17,2023-08-11,"Parole","Completed","Property"
"10132595","Male","White, non-Hispanic",2018,2021,2018-12-06,2021-08-25,"Probation","Revoked","Drugs"
"10132608","Male","White, non-Hispanic",2019,2021,2019-11-22,2021-04-20,"Probation","Completed","Drugs"
"10132612","Male","White, non-Hispanic",2020,NA,2020-03-27,NA,"Parole",NA,"Violent"
"10132636","Male","White, non-Hispanic",2021,NA,2021-02-26,NA,"Probation",NA,"Other"
"10132650","Male","Hispanic, any race",2013,2019,2013-03-03,2019-12-29,"Probation","Revoked","Drugs"
"10132655","Male","Other, non-Hispanic",2018,2020,2018-12-16,2020-12-11,"Parole","Revoked","Drugs"
"10132669","Male","White, non-Hispanic",2017,2022,2017-08-26,2022-07-04,"Parole","Revoked","Other"
"10132684","Male","White, non-Hispanic",2023,2023,2023-04-21,2023-07-10,"Probation","Completed","Violent"
"10132690","Male","White, non-Hispanic",2014,2021,2014-11-23,2021-06-10,"Probation","Completed","Violent"
"10132720","Male","White, non-Hispanic",2020,2023,2020-07-31,2023-04-25,"Probation","Revoked","Property"
"10132722","Female","Missing",2017,2020,2017-05-09,2020-12-16,"Parole","Completed","Drugs"
"10132727","Female","Black, non-Hispanic",2018,2020,2018-03-04,2020-09-25,"Probation","Other","Other"
"10132734","Female","White, non-Hispanic",2022,2023,2022-07-17,2023-11-05,"Probation","Other","Other"
"10132754","Male","White, non-Hispanic",2013,2020,2013-10-16,2020-11-14,"Probation","Completed","Drugs"
"10132762","Male","Black, non-Hispanic",2020,2020,2020-06-06,2020-09-11,"Parole","Completed","Drugs"
"10132784","Male","Black, non-Hispanic",2018,2020,2018-12-24,2020-01-16,"Probation","Completed","Violent"
"10132824","Male","Black, non-Hispanic",2019,2021,2019-04-04,2021-06-11,"Probation","Revoked","Violent"
"10132837","Male","Other, non-Hispanic",2019,2019,2019-09-12,2019-10-03,"Probation","Completed","Drugs"
"10132860","Male","White, non-Hispanic",2017,NA,2017-11-01,NA,"Probation",NA,"Drugs"
"10132870","Male","White, non-Hispanic",2023,2023,2023-09-11,2023-11-04,"Parole","Completed","Property"
"10132883","Male","Black, non-Hispanic",2019,NA,2019-05-16,NA,"Probation",NA,"Violent"
"10132889","Male","Hispanic, any race",2019,NA,2019-12-26,NA,"Probation",NA,"Property"
"10132894","Male","Missing",2020,2020,2020-07-07,2020-11-06,"Probation","Revoked","Drugs"
"10132894","Male","Missing",2020,2022,2020-09-18,2022-12-10,"Parole","Revoked","Property"
"10132913","Female","White, non-Hispanic",2021,2023,2021-11-19,2023-07-13,"Probation","Completed","Drugs"
"10132928","Male","Black, non-Hispanic",2022,2023,2022-04-23,2023-09-10,"Parole","Completed","Other"
"10132931","Female","Black, non-Hispanic",2018,2019,2018-02-13,2019-03-26,"Probation","Other","Violent"
"10132936","Male","Black, non-Hispanic",2020,2022,2020-09-10,2022-12-09,"Probation","Completed","Drugs"
"10132968","Female","Black, non-Hispanic",2021,2023,2021-08-08,2023-01-03,"Probation","Other","Violent"
"10132994","Male","White, non-Hispanic",2020,2021,2020-03-02,2021-11-10,"Parole","Completed","Property"
"10133011","Male","Hispanic, any race",2020,2021,2020-11-23,2021-11-27,"Probation","Revoked","Property"
"10133019","Male","Hispanic, any race",2017,2021,2017-06-16,2021-01-25,"Probation","Revoked","Property"
"10133036","Male","White, non-Hispanic",2016,2021,2016-09-22,2021-02-04,"Parole","Completed","Violent"
"10133038","Male","Black, non-Hispanic",2016,2021,2016-04-04,2021-07-11,"Probation","Other","Violent"
"10133067","Male","White, non-Hispanic",2020,2020,2020-06-28,2020-07-05,"Probation","Revoked","Drugs"
"10133102","Male","Black, non-Hispanic",2021,2023,2021-10-28,2023-03-03,"Probation","Revoked","Drugs"
"10133109","Male","Black, non-Hispanic",2022,2022,2022-02-12,2022-03-14,"Probation","Revoked","Violent"
"10133111","Male","Black, non-Hispanic",2019,2020,2019-03-22,2020-10-17,"Probation","Completed","Drugs"
"10133112","Male","White, non-Hispanic",2020,2021,2020-02-10,2021-10-04,"Probation","Completed","Drugs"
"10133116","Female","White, non-Hispanic",2023,NA,2023-06-11,NA,"Parole",NA,"Violent"
"10133121","Male","White, non-Hispanic",2008,NA,2008-04-23,NA,"Probation",NA,"Violent"
"10133138","Male","White, non-Hispanic",2016,NA,2016-07-02,NA,"Parole",NA,"Property"
"10133145","Male","White, non-Hispanic",2020,2023,2020-12-20,2023-01-23,"Probation","Completed","Drugs"
"10133156","Male","Hispanic, any race",2023,2023,2023-03-19,2023-05-31,"Probation","Completed","Violent"
"10133198","Male","Missing",2013,NA,2013-08-23,NA,"Parole",NA,"Violent"
"10133207","Male","White, non-Hispanic",2014,NA,2014-01-20,NA,"Probation",NA,"Property"
"10133210","Female","White, non-Hispanic",2022,NA,2022-04-06,NA,"Parole",NA,"Drugs"
"10133218","Male","White, non-Hispanic",2020,NA,2020-07-01,NA,"Probation",NA,"Violent"
"10133223","Male","White, non-Hispanic",2023,2023,2023-01-04,2023-05-01,"Parole","Completed","Other"
"10133231","Female","White, non-Hispanic",2019,2020,2019-08-19,2020-11-08,"Parole","Revoked","Drugs"
"10133239","Male","White, non-Hispanic",2023,2023,2023-03-29,2023-11-18,"Probation","Completed","Drugs"
"10133256","Male","Black, non-Hispanic",2020,2021,2020-02-28,2021-10-18,"Parole","Revoked","Property"
"10133264","Male","Black, non-Hispanic",2013,NA,2013-08-09,NA,"Probation",NA,"Property"
"10133288","Male","Black, non-Hispanic",2019,2021,2019-08-26,2021-11-02,"Probation","Completed","Violent"
"10133304","Male","Black, non-Hispanic",2018,2020,2018-10-28,2020-05-15,"Parole","Revoked","Property"
"10133312","Male","White, non-Hispanic",2021,2022,2021-10-20,2022-11-16,"Parole","Completed","Drugs"
"10133314","Male","Hispanic, any race",2018,2021,2018-10-28,2021-09-11,"Probation","Completed","Violent"
"10133342","Male","Hispanic, any race",2020,2021,2020-05-29,2021-12-03,"Probation","Completed","Property"
"10133352","Male","White, non-Hispanic",2021,2023,2021-12-06,2023-11-06,"Parole","Completed","Property"
"10133367","Male","Black, non-Hispanic",2020,2020,2020-02-24,2020-05-31,"Parole","Completed","Other"
"10133413","Male","Missing",2020,NA,2020-08-16,NA,"Probation",NA,"Drugs"
"10133436","Male","White, non-Hispanic",2009,NA,2009-09-25,NA,"Probation",NA,"Violent"
"10133436","Male","White, non-Hispanic",2020,2021,2020-05-15,2021-06-20,"Parole","Completed","Drugs"
"10133473","Male","White, non-Hispanic",2021,2023,2021-06-12,2023-08-29,"Probation","Completed","Violent"
"10133474","Male","Black, non-Hispanic",2021,2022,2021-05-03,2022-10-24,"Parole","Revoked","Violent"
"10133488","Male","White, non-Hispanic",2019,2021,2019-10-13,2021-01-14,"Probation","Completed","Drugs"
"10133516","Male","White, non-Hispanic",2018,2019,2018-05-21,2019-08-18,"Parole","Completed","Property"
"10133529","Male","Black, non-Hispanic",2019,2021,2019-02-25,2021-09-21,"Probation","Revoked","Other"
"10133543","Female","White, non-Hispanic",2020,2020,2020-03-22,2020-05-10,"Probation","Revoked","Other"
"10133643","Female","White, non-Hispanic",2020,2022,2020-08-30,2022-01-28,"Parole","Completed","Other"
"10133665","Male","White, non-Hispanic",2019,2019,2019-06-07,2019-12-31,"Probation","Completed","Drugs"
"10133700","Female","White, non-Hispanic",2016,2020,2016-08-15,2020-11-10,"Probation","Completed","Property"
"10133703","Male","Missing",2021,2023,2021-07-13,2023-01-23,"Parole","Completed","Violent"
"10133758","Female","White, non-Hispanic",2018,2019,2018-01-13,2019-03-12,"Parole","Completed","Property"
"10133766","Male","White, non-Hispanic",2020,2020,2020-05-16,2020-09-25,"Probation","Revoked","Property"
"10133767","Female","Missing",2019,2019,2019-06-09,2019-10-10,"Parole","Completed","Drugs"
"10133786","Male","White, non-Hispanic",2020,NA,2020-06-16,NA,"Parole",NA,"Violent"
"10133797","Male","White, non-Hispanic",2020,2021,2020-02-15,2021-12-01,"Parole","Completed","Violent"
"10133804","Male","White, non-Hispanic",2018,NA,2018-05-03,NA,"Probation",NA,"Violent"
"10133813","Male","Missing",2022,2023,2022-03-18,2023-10-22,"Probation","Completed","Property"
"10133836","Male","Black, non-Hispanic",2022,NA,2022-04-24,NA,"Probation",NA,"Other"
"10133840","Male","White, non-Hispanic",2019,2021,2019-05-15,2021-03-02,"Probation","Other","Drugs"
"10133856","Male","Hispanic, any race",2021,2023,2021-02-20,2023-01-16,"Probation","Revoked","Drugs"
"10133889","Male","White, non-Hispanic",2019,2022,2019-07-14,2022-01-22,"Parole","Revoked","Violent"
"10133893","Female","White, non-Hispanic",2020,2021,2020-07-10,2021-12-20,"Probation","Completed","Other"
"10133903","Female","White, non-Hispanic",2014,2023,2014-08-12,2023-03-20,"Probation","Completed","Violent"
"10133913","Male","White, non-Hispanic",2021,2022,2021-05-22,2022-07-04,"Probation","Revoked","Other"
"10133939","Male","Missing",2021,NA,2021-07-10,NA,"Probation",NA,"Drugs"
"10133941","Male","Black, non-Hispanic",2021,2022,2021-02-06,2022-05-01,"Probation","Revoked","Violent"
"10133946","Male","Black, non-Hispanic",2019,2019,2019-09-25,2019-10-17,"Parole","Completed","Violent"
"10133955","Male","White, non-Hispanic",2021,2022,2021-04-15,2022-10-22,"Parole","Revoked","Other"
"10133958","Male","White, non-Hispanic",2020,NA,2020-07-04,NA,"Probation",NA,"Violent"
"10133975","Male","White, non-Hispanic",2013,NA,2013-05-30,NA,"Probation",NA,"Violent"
"10134010","Male","Other, non-Hispanic",2020,2021,2020-04-11,2021-06-10,"Probation","Other","Drugs"
"10134013","Male","Black, non-Hispanic",2019,2019,2019-05-25,2019-08-23,"Parole","Revoked","Other"
"10134018","Male","White, non-Hispanic",2016,2022,2016-02-22,2022-03-07,"Probation","Completed","Property"
"10134020","Female","Missing",2021,2021,2021-02-24,2021-05-19,"Probation","Completed","Drugs"
"10134048","Male","Black, non-Hispanic",2020,2020,2020-02-01,2020-06-06,"Probation","Other","Drugs"
"10134064","Female","White, non-Hispanic",2021,2023,2021-09-24,2023-06-16,"Probation","Revoked","Property"
"10134105","Male","White, non-Hispanic",2017,2020,2017-05-17,2020-08-21,"Probation","Other","Drugs"
"10134163","Male","Black, non-Hispanic",2021,NA,2021-03-13,NA,"Probation",NA,"Violent"
"10134166","Male","Missing",2019,2019,2019-11-16,2019-12-06,"Probation","Completed","Violent"
"10134212","Male","Black, non-Hispanic",2019,2021,2019-08-20,2021-03-01,"Probation","Completed","Drugs"
"10134225","Male","White, non-Hispanic",2010,NA,2010-05-28,NA,"Probation",NA,"Violent"
"10134227","Male","Black, non-Hispanic",2019,2020,2019-06-22,2020-12-31,"Probation","Completed","Drugs"
"10134239","Male","White, non-Hispanic",2021,2021,2021-01-16,2021-02-02,"Parole","Completed","Other"
"10134250","Male","White, non-Hispanic",2020,2020,2020-06-28,2020-10-28,"Probation","Revoked","Other"
"10134268","Male","Hispanic, any race",2021,2021,2021-09-04,2021-10-03,"Probation","Completed","Property"
"10134277","Male","White, non-Hispanic",2013,2020,2013-01-29,2020-09-05,"Parole","Completed","Violent"
"10134289","Male","White, non-Hispanic",2019,2019,2019-08-18,2019-10-20,"Probation","Completed","Property"
"10134333","Male","Black, non-Hispanic",2001,NA,2001-07-23,NA,"Parole",NA,"Violent"
"10134354","Male","White, non-Hispanic",2018,2020,2018-04-16,2020-01-13,"Parole","Completed","Drugs"
"10134358","Male","Black, non-Hispanic",2019,2021,2019-06-30,2021-06-14,"Probation","Completed","Drugs"
"10134395","Female","White, non-Hispanic",2023,2023,2023-06-09,2023-10-18,"Probation","Other","Property"
"10134397","Male","Other, non-Hispanic",2019,2021,2019-01-31,2021-08-31,"Probation","Revoked","Other"
"10134429","Male","Missing",2015,NA,2015-10-26,NA,"Probation",NA,"Violent"
"10134442","Male","White, non-Hispanic",2013,2023,2013-12-07,2023-07-17,"Probation","Completed","Violent"
"10134506","Male","Black, non-Hispanic",2016,2020,2016-08-02,2020-04-06,"Probation","Completed","Drugs"
"10134526","Male","White, non-Hispanic",2018,2020,2018-05-03,2020-03-13,"Probation","Completed","Violent"
"10134526","Male","White, non-Hispanic",2020,2020,2020-02-02,2020-08-25,"Probation","Revoked","Other"
"10134530","Male","Black, non-Hispanic",2018,2020,2018-10-22,2020-01-10,"Probation","Completed","Drugs"
"10134539","Male","Black, non-Hispanic",2013,NA,2013-02-22,NA,"Probation",NA,"Drugs"
"10134567","Male","Black, non-Hispanic",2017,NA,2017-10-02,NA,"Parole",NA,"Violent"
"10134583","Female","White, non-Hispanic",2018,2020,2018-10-30,2020-07-22,"Probation","Completed","Drugs"
"10134588","Female","White, non-Hispanic",2019,2019,2019-02-16,2019-07-26,"Probation","Completed","Drugs"
"10134600","Male","Black, non-Hispanic",2019,NA,2019-11-01,NA,"Probation",NA,"Other"
"10134625","Male","White, non-Hispanic",2018,NA,2018-09-10,NA,"Parole",NA,"Other"
"10134629","Male","Hispanic, any race",2022,NA,2022-11-12,NA,"Parole",NA,"Violent"
"10134644","Male","Black, non-Hispanic",2019,NA,2019-08-12,NA,"Probation",NA,"Drugs"
"10134645","Male","Missing",2019,2022,2019-09-06,2022-11-26,"Probation","Other","Other"
"10134646","Male","Hispanic, any race",2017,NA,2017-04-09,NA,"Probation",NA,"Violent"
"10134646","Male","Hispanic, any race",2019,2019,2019-05-14,2019-10-26,"Probation","Revoked","Other"
"10134658","Female","White, non-Hispanic",2019,2022,2019-02-07,2022-10-22,"Probation","Revoked","Property"
"10134694","Male","White, non-Hispanic",2019,2020,2019-07-22,2020-09-03,"Parole","Completed","Property"
"10134717","Female","White, non-Hispanic",2022,NA,2022-07-15,NA,"Probation",NA,"Other"
"10134732","Male","White, non-Hispanic",2020,2022,2020-12-22,2022-03-20,"Parole","Completed","Drugs"
"10134749","Male","Missing",2019,2021,2019-07-17,2021-04-20,"Probation","Completed","Violent"
"10134772","Male","Black, non-Hispanic",2018,2020,2018-08-16,2020-01-16,"Parole","Revoked","Violent"
"10134794","Male","White, non-Hispanic",2019,NA,2019-01-19,NA,"Probation",NA,"Drugs"
"10134824","Female","Hispanic, any race",2018,2019,2018-02-06,2019-10-18,"Probation","Completed","Drugs"
"10134826","Female","White, non-Hispanic",2020,2020,2020-12-21,2020-12-31,"Parole","Revoked","Drugs"
"10134834","Male","Black, non-Hispanic",2017,2019,2017-08-11,2019-12-19,"Parole","Completed","Property"
"10134879","Male","White, non-Hispanic",2020,2020,2020-09-17,2020-10-13,"Probation","Completed","Drugs"
"10134889","Male","Other, non-Hispanic",2021,2023,2021-08-19,2023-07-16,"Probation","Completed","Other"
"10134908","Male","Other, non-Hispanic",2006,NA,2006-08-03,NA,"Probation",NA,"Violent"
"10134916","Female","White, non-Hispanic",2020,2022,2020-11-16,2022-03-11,"Parole","Other","Property"
"10134927","Male","White, non-Hispanic",2020,2022,2020-10-15,2022-07-12,"Parole","Other","Drugs"
"10134930","Male","Black, non-Hispanic",2010,NA,2010-08-31,NA,"Probation",NA,"Violent"
"10134933","Male","Black, non-Hispanic",2023,NA,2023-04-06,NA,"Probation",NA,"Violent"
"10134950","Male","Black, non-Hispanic",2023,NA,2023-11-05,NA,"Probation",NA,"Violent"
"10134954","Male","White, non-Hispanic",2019,2020,2019-04-05,2020-10-06,"Probation","Completed","Property"
"10134988","Male","White, non-Hispanic",2016,2021,2016-05-23,2021-04-18,"Parole","Revoked","Other"
"10134991","Male","White, non-Hispanic",2019,2023,2019-10-07,2023-04-13,"Parole","Revoked","Violent"
"10135017","Male","Other, non-Hispanic",2021,NA,2021-08-25,NA,"Probation",NA,"Violent"
"10135018","Male","White, non-Hispanic",2018,2020,2018-04-24,2020-10-21,"Probation","Completed","Violent"
"10135021","Male","White, non-Hispanic",2021,2021,2021-02-05,2021-05-07,"Parole","Completed","Property"
"10135026","Male","White, non-Hispanic",2020,NA,2020-06-29,NA,"Probation",NA,"Violent"
"10135031","Male","Missing",2021,2021,2021-03-16,2021-07-29,"Parole","Completed","Violent"
"10135032","Male","White, non-Hispanic",2023,NA,2023-07-28,NA,"Probation",NA,"Violent"
"10135038","Male","Hispanic, any race",2020,2020,2020-06-07,2020-12-07,"Probation","Other","Violent"
"10135040","Male","White, non-Hispanic",2021,NA,2021-02-19,NA,"Parole",NA,"Violent"
"10135051","Male","White, non-Hispanic",2021,2023,2021-07-14,2023-12-09,"Probation","Revoked","Property"
"10135053","Male","White, non-Hispanic",2020,2022,2020-12-15,2022-03-29,"Probation","Completed","Property"
"10135064","Male","White, non-Hispanic",2018,2019,2018-02-01,2019-09-07,"Parole","Completed","Drugs"
"10135075","Male","Black, non-Hispanic",2022,2023,2022-07-16,2023-12-01,"Parole","Completed","Other"
"10135076","Female","White, non-Hispanic",2023,NA,2023-05-19,NA,"Parole",NA,"Drugs"
"10135089","Male","Hispanic, any race",2021,NA,2021-12-19,NA,"Probation",NA,"Violent"
"10135099","Male","Hispanic, any race",2018,2019,2018-01-19,2019-02-06,"Parole","Completed","Violent"
"10135121","Male","Black, non-Hispanic",2019,2019,2019-01-18,2019-12-13,"Probation","Completed","Drugs"
"10135125","Male","White, non-Hispanic",2015,NA,2015-05-16,NA,"Parole",NA,"Violent"
"10135133","Male","White, non-Hispanic",2020,2021,2020-05-25,2021-06-14,"Probation","Completed","Property"
"10135143","Male","White, non-Hispanic",2018,2020,2018-04-05,2020-06-19,"Probation","Completed","Other"
"10135156","Male","Hispanic, any race",2017,2019,2017-05-29,2019-12-11,"Probation","Other","Drugs"
"10135187","Male","White, non-Hispanic",2016,NA,2016-02-24,NA,"Parole",NA,"Violent"
"10135190","Male","Black, non-Hispanic",2020,2022,2020-09-03,2022-08-25,"Probation","Completed","Other"
"10135215","Male","Hispanic, any race",2023,NA,2023-11-23,NA,"Parole",NA,"Violent"
"10135217","Male","Black, non-Hispanic",2020,2021,2020-10-08,2021-12-23,"Probation","Revoked","Property"
"10135225","Male","White, non-Hispanic",2018,2019,2018-11-28,2019-12-18,"Parole","Revoked","Drugs"
"10135228","Male","White, non-Hispanic",2021,2022,2021-08-18,2022-10-30,"Parole","Revoked","Other"
"10135233","Male","Missing",2020,2020,2020-05-05,2020-12-03,"Probation","Completed","Drugs"
"10135239","Male","Black, non-Hispanic",2020,2020,2020-09-14,2020-09-16,"Parole","Completed","Property"
"10135263","Male","Missing",2019,2021,2019-08-10,2021-08-01,"Parole","Revoked","Drugs"
"10135273","Male","Black, non-Hispanic",2020,2020,2020-04-18,2020-06-23,"Parole","Completed","Drugs"
"10135286","Male","White, non-Hispanic",2021,2022,2021-02-16,2022-06-11,"Probation","Revoked","Drugs"
"10135299","Male","Missing",2019,2023,2019-08-16,2023-05-21,"Probation","Completed","Property"
"10135309","Male","Missing",2021,2021,2021-09-22,2021-11-21,"Probation","Completed","Property"
"10135317","Male","White, non-Hispanic",2019,2021,2019-05-19,2021-07-04,"Probation","Revoked","Drugs"
"10135329","Male","White, non-Hispanic",2019,NA,2019-11-29,NA,"Parole",NA,"Other"
"10135331","Female","Missing",2019,NA,2019-02-11,NA,"Parole",NA,"Violent"
"10135338","Female","White, non-Hispanic",2020,2020,2020-08-26,2020-11-19,"Probation","Completed","Drugs"
"10135394","Male","Black, non-Hispanic",2016,NA,2016-09-11,NA,"Probation",NA,"Drugs"
"10135416","Female","White, non-Hispanic",2016,NA,2016-01-05,NA,"Probation",NA,"Drugs"
"10135417","Male","White, non-Hispanic",2019,2020,2019-06-18,2020-11-14,"Probation","Revoked","Property"
"10135431","Male","White, non-Hispanic",2016,NA,2016-11-01,NA,"Probation",NA,"Violent"
"10135474","Male","White, non-Hispanic",2017,2020,2017-02-26,2020-04-13,"Probation","Revoked","Drugs"
"10135478","Male","White, non-Hispanic",2021,2022,2021-06-21,2022-11-28,"Parole","Completed","Violent"
"10135486","Male","White, non-Hispanic",2016,2020,2016-10-18,2020-01-28,"Probation","Completed","Property"
"10135497","Male","Missing",2023,NA,2023-10-11,NA,"Probation",NA,"Drugs"
"10135503","Male","White, non-Hispanic",2019,2019,2019-06-02,2019-10-11,"Probation","Completed","Drugs"
"10135506","Male","White, non-Hispanic",2019,2020,2019-01-08,2020-07-07,"Probation","Completed","Drugs"
"10135510","Female","White, non-Hispanic",2022,2022,2022-09-14,2022-11-09,"Probation","Completed","Drugs"
"10135529","Male","White, non-Hispanic",2023,2023,2023-06-08,2023-11-26,"Probation","Completed","Violent"
"10135537","Male","Missing",2022,2022,2022-11-22,2022-11-28,"Probation","Completed","Violent"
"10135550","Male","Missing",2020,2023,2020-09-28,2023-10-29,"Probation","Completed","Other"
"10135558","Male","White, non-Hispanic",2016,NA,2016-03-22,NA,"Probation",NA,"Violent"
"10135570","Male","White, non-Hispanic",2023,NA,2023-09-23,NA,"Probation",NA,"Other"
"10135593","Male","White, non-Hispanic",2020,NA,2020-08-02,NA,"Probation",NA,"Violent"
"10135596","Male","Black, non-Hispanic",2020,2020,2020-06-17,2020-08-14,"Probation","Completed","Other"
"10135601","Male","White, non-Hispanic",2021,2022,2021-03-05,2022-05-23,"Probation","Other","Other"
"10135611","Male","White, non-Hispanic",2018,2020,2018-11-09,2020-06-22,"Probation","Completed","Property"
"10135630","Male","Black, non-Hispanic",2019,2021,2019-12-13,2021-09-13,"Probation","Revoked","Violent"
"10135644","Male","White, non-Hispanic",2019,2023,2019-09-01,2023-08-18,"Probation","Completed","Other"
"10135654","Male","White, non-Hispanic",2019,2019,2019-10-24,2019-12-11,"Probation","Completed","Drugs"
"10135667","Male","White, non-Hispanic",2020,2022,2020-07-07,2022-02-05,"Probation","Completed","Drugs"
"10135673","Male","Black, non-Hispanic",2019,2019,2019-08-23,2019-09-03,"Parole","Completed","Violent"
"10135673","Male","Black, non-Hispanic",2021,2021,2021-07-16,2021-12-01,"Probation","Revoked","Other"
"10135711","Male","White, non-Hispanic",2019,2019,2019-03-14,2019-10-19,"Probation","Completed","Other"
"10135726","Male","White, non-Hispanic",2013,2020,2013-12-04,2020-04-14,"Parole","Completed","Property"
"10135739","Male","Hispanic, any race",2022,2023,2022-05-22,2023-07-01,"Probation","Completed","Property"
"10135743","Male","White, non-Hispanic",2005,2021,2005-02-23,2021-03-02,"Probation","Revoked","Violent"
"10135758","Male","White, non-Hispanic",2018,NA,2018-02-26,NA,"Probation",NA,"Violent"
"10135761","Male","Missing",2018,NA,2018-08-21,NA,"Probation",NA,"Violent"
"10135763","Male","Missing",2020,2022,2020-07-31,2022-02-05,"Parole","Other","Other"
"10135775","Male","Missing",2018,2020,2018-06-19,2020-06-20,"Parole","Completed","Drugs"
"10135803","Male","White, non-Hispanic",2015,2021,2015-08-12,2021-02-02,"Probation","Completed","Property"
"10135839","Female","White, non-Hispanic",2017,2020,2017-06-17,2020-05-27,"Probation","Completed","Violent"
"10135844","Male","Black, non-Hispanic",2019,2019,2019-03-25,2019-10-03,"Parole","Completed","Property"
"10135847","Male","Missing",2022,NA,2022-07-26,NA,"Probation",NA,"Drugs"
"10135861","Female","White, non-Hispanic",2019,2020,2019-01-17,2020-02-27,"Parole","Completed","Property"
"10135866","Male","Black, non-Hispanic",2020,2021,2020-01-29,2021-03-05,"Parole","Completed","Other"
"10135882","Male","Other, non-Hispanic",2023,2023,2023-06-28,2023-10-20,"Probation","Completed","Drugs"
"10135909","Female","Missing",2021,2023,2021-10-28,2023-07-02,"Parole","Other","Violent"
"10135910","Male","Missing",2019,2019,2019-08-07,2019-12-27,"Parole","Other","Property"
"10135929","Male","White, non-Hispanic",2020,2021,2020-03-06,2021-07-01,"Probation","Other","Drugs"
"10135935","Male","Black, non-Hispanic",2019,NA,2019-03-26,NA,"Probation",NA,"Drugs"
"10135965","Male","White, non-Hispanic",2021,2022,2021-06-09,2022-06-17,"Probation","Completed","Other"
"10135996","Male","White, non-Hispanic",2012,2021,2012-05-22,2021-01-26,"Probation","Completed","Violent"
"10136020","Male","Black, non-Hispanic",2020,2020,2020-09-02,2020-12-13,"Probation","Completed","Other"
"10136033","Male","Missing",2021,2022,2021-10-21,2022-10-26,"Probation","Completed","Property"
"10136044","Male","White, non-Hispanic",2021,NA,2021-06-11,NA,"Probation",NA,"Violent"
"10136070","Male","Other, non-Hispanic",2020,2021,2020-08-12,2021-09-25,"Parole","Completed","Drugs"
"10136071","Male","Black, non-Hispanic",2018,2021,2018-08-21,2021-10-27,"Probation","Completed","Other"
"10136100","Male","White, non-Hispanic",2016,2019,2016-05-23,2019-11-10,"Probation","Completed","Violent"
"10136101","Male","Missing",2018,2019,2018-02-09,2019-04-20,"Parole","Completed","Other"
"10136138","Male","Black, non-Hispanic",2022,2022,2022-01-23,2022-11-21,"Parole","Other","Drugs"
"10136152","Male","Black, non-Hispanic",2020,2021,2020-01-05,2021-07-04,"Probation","Completed","Violent"
"10136152","Male","Black, non-Hispanic",2021,2021,2021-04-16,2021-07-13,"Probation","Completed","Property"
"10136162","Male","Missing",2018,2021,2018-11-11,2021-05-02,"Probation","Completed","Violent"
"10136186","Male","Missing",2009,2019,2009-01-08,2019-12-08,"Probation","Other","Violent"
"10136194","Male","Black, non-Hispanic",2016,NA,2016-12-06,NA,"Probation",NA,"Violent"
"10136198","Male","White, non-Hispanic",2018,2021,2018-08-07,2021-03-21,"Probation","Revoked","Violent"
"10136200","Male","Black, non-Hispanic",2019,2019,2019-12-10,2019-12-30,"Parole","Other","Drugs"
"10136200","Male","Black, non-Hispanic",2020,NA,2020-09-22,NA,"Probation",NA,"Violent"
"10136228","Female","Missing",2019,2019,2019-07-10,2019-10-06,"Probation","Completed","Drugs"
"10136238","Male","Black, non-Hispanic",2014,2021,2014-12-27,2021-07-16,"Parole","Completed","Drugs"
"10136255","Female","Missing",2020,2022,2020-06-05,2022-03-29,"Probation","Completed","Drugs"
"10136256","Male","Hispanic, any race",2019,NA,2019-04-01,NA,"Parole",NA,"Violent"
"10136300","Male","Black, non-Hispanic",2021,2022,2021-01-27,2022-12-11,"Probation","Completed","Violent"
"10136317","Male","Black, non-Hispanic",2022,2022,2022-03-31,2022-09-26,"Parole","Completed","Other"
"10136344","Male","White, non-Hispanic",2022,NA,2022-12-16,NA,"Probation",NA,"Violent"
