person_id,start_date,end_date,offense_category,sex,race,start_year,end_year,supervision_type,end_reason
10143256,2018-05-14,2019-09-04,Public order,Male,"Black, non-Hispanic",2018,2019,Probation,Completed
10143271,2021-05-13,2022-01-03,Drugs,Male,Missing,2021,2022,Probation,Completed
10143280,2021-10-04,2023-03-31,Property,Male,"Black, non-Hispanic",2021,2023,Parole,Completed
10143329,2021-04-30,,Drugs,Female,"White, non-Hispanic",2021,,Probation,
10143360,2017-09-07,,Violent,Male,"White, non-Hispanic",2017,,Parole,
10143360,2020-02-04,2020-07-26,Public order,Male,"White, non-Hispanic",2020,2020,Probation,Other
10143382,2023-07-22,,Public order,Male,"Black, non-Hispanic",2023,,Probation,
10143395,2021-10-19,2021-11-13,Violent,Male,"White, non-Hispanic",2021,2021,Probation,Revoked
10143423,2021-12-14,2022-11-29,Property,Male,"Black, non-Hispanic",2021,2022,Probation,Completed
10143429,2021-01-10,2022-09-11,Public order,Male,"Black, non-Hispanic",2021,2022,Parole,Other
10143432,2018-02-08,2020-07-11,Property,Male,"White, non-Hispanic",2018,2020,Parole,Other
10143444,2021-08-01,2021-09-04,Property,Male,Missing,2021,2021,Probation,Revoked
10143474,2020-12-13,2021-02-26,Property,Male,"White, non-Hispanic",2020,2021,Parole,Completed
10143483,2010-11-25,2019-01-13,Violent,Male,Missing,2010,2019,Probation,Completed
10143484,2019-09-16,2020-07-20,Drugs,Male,Missing,2019,2020,Parole,Revoked
10143500,2021-12-31,,Property,Male,"White, non-Hispanic",2021,,Probation,
10143521,2021-01-17,,Violent,Male,"White, non-Hispanic",2021,,Probation,
10143527,2023-01-19,,Property,Male,"White, non-Hispanic",2023,,Parole,
10143537,2017-04-15,2020-11-15,Drugs,Male,"White, non-Hispanic",2017,2020,Probation,Revoked
10143543,2018-10-30,,Public order,Male,"Hispanic, any race",2018,,Probation,
10143548,2020-08-23,2020-12-22,Public order,Male,"Black, non-Hispanic",2020,2020,Parole,Completed
10143565,2018-12-31,2019-01-18,Public order,Male,"White, non-Hispanic",2018,2019,Probation,Other
10143576,2023-10-01,,Violent,Male,"White, non-Hispanic",2023,,Probation,
10143580,2016-09-20,,Violent,Female,"White, non-Hispanic",2016,,Probation,
10143581,2022-04-29,2023-08-01,Violent,Male,"White, non-Hispanic",2022,2023,Probation,Completed
10143591,2020-06-27,2021-06-10,Missing,Male,"White, non-Hispanic",2020,2021,Parole,Other
10143600,2022-08-27,2022-09-15,Property,Male,"White, non-Hispanic",2022,2022,Parole,Other
10143612,2022-06-22,2023-08-16,Public order,Male,"White, non-Hispanic",2022,2023,Probation,Revoked
10143645,2023-09-06,2023-11-04,Property,Male,Missing,2023,2023,Probation,Completed
10143652,2022-07-04,2023-08-29,Public order,Male,"Black, non-Hispanic",2022,2023,Probation,Completed
10143653,2016-12-27,2022-02-28,Property,Male,"White, non-Hispanic",2016,2022,Parole,Completed
10143657,2019-02-27,2020-03-27,Violent,Male,"Black, non-Hispanic",2019,2020,Parole,Completed
10143669,2022-04-17,2023-12-11,Public order,Female,"Black, non-Hispanic",2022,2023,Probation,Completed
10143703,2023-08-29,,Public order,Male,"White, non-Hispanic",2023,,Parole,
10143730,2016-12-28,2019-03-07,Violent,Male,"Black, non-Hispanic",2016,2019,Probation,Completed
10143733,1999-01-07,,Violent,Male,"Black, non-Hispanic",1999,,Probation,
10143742,2023-05-09,,Drugs,Male,"White, non-Hispanic",2023,,Probation,
10143752,2022-01-07,2023-01-04,Public order,Male,"White, non-Hispanic",2022,2023,Probation,Other
10143793,2020-03-08,2020-09-03,Drugs,Male,"White, non-Hispanic",2020,2020,Probation,Completed
10143826,2019-05-01,2019-10-14,Violent,Female,Missing,2019,2019,Parole,Other
10143847,2022-02-28,,Drugs,Male,"Hispanic, any race",2022,,Parole,
10143850,2016-05-30,2023-06-24,Violent,Male,"Black, non-Hispanic",2016,2023,Probation,Completed
10143864,2023-06-04,,Drugs,Male,"White, non-Hispanic",2023,,Parole,
10143865,2020-03-09,2020-10-28,Property,Male,"White, non-Hispanic",2020,2020,Probation,Completed
10143874,2019-11-09,2020-05-30,Drugs,Male,"Black, non-Hispanic",2019,2020,Probation,Completed
10143900,2018-01-24,2020-11-22,Property,Male,"White, non-Hispanic",2018,2020,Probation,Completed
10143956,2022-09-28,2022-10-23,Violent,Male,"Black, non-Hispanic",2022,2022,Probation,Completed
10143959,2019-08-19,2019-10-22,Public order,Male,"White, non-Hispanic",2019,2019,Probation,Completed
10143966,2018-05-16,2020-01-13,Property,Male,"Hispanic, any race",2018,2020,Probation,Revoked
10144000,2017-09-16,2019-05-14,Violent,Male,"White, non-Hispanic",2017,2019,Probation,Completed
10144008,2009-02-14,,Violent,Male,Missing,2009,,Probation,
10144010,2019-11-12,,Violent,Male,"Black, non-Hispanic",2019,,Probation,
10144013,2019-09-25,2019-11-26,Drugs,Female,"White, non-Hispanic",2019,2019,Probation,Completed
10144058,2020-06-10,,Violent,Male,"White, non-Hispanic",2020,,Probation,
10144066,2023-08-31,,Public order,Male,"Black, non-Hispanic",2023,,Parole,
10144067,2004-10-15,,Property,Male,"White, non-Hispanic",2004,,Probation,
10144068,2021-07-13,2022-05-16,Property,Male,"White, non-Hispanic",2021,2022,Probation,Revoked
10144073,2018-04-14,2023-06-29,Public order,Male,"White, non-Hispanic",2018,2023,Probation,Completed
10144080,2019-03-03,2020-12-10,Drugs,Male,"White, non-Hispanic",2019,2020,Probation,Other
10144097,2020-06-26,,Violent,Male,"Black, non-Hispanic",2020,,Parole,
10144101,2021-01-24,2023-06-09,Violent,Male,"Black, non-Hispanic",2021,2023,Parole,Completed
10144106,2022-12-11,2022-12-15,Violent,Male,"Black, non-Hispanic",2022,2022,Probation,Completed
10144113,2023-03-28,,Property,Male,"White, non-Hispanic",2023,,Probation,
10144136,2015-08-30,2023-01-29,Missing,Male,"White, non-Hispanic",2015,2023,Probation,Completed
10144185,1995-02-12,,Violent,Male,"Black, non-Hispanic",1995,,Probation,
10144186,2019-07-05,2020-08-20,Public order,Female,Missing,2019,2020,Probation,Completed
10144186,2020-10-27,2023-06-19,Public order,Female,Missing,2020,2023,Parole,Other
10144206,2022-07-12,,Violent,Male,"Black, non-Hispanic",2022,,Parole,
10144239,2018-03-21,2020-12-15,Drugs,Male,"White, non-Hispanic",2018,2020,Probation,Other
10144247,2018-03-06,2022-10-11,Property,Male,"Black, non-Hispanic",2018,2022,Probation,Completed
10144277,2021-04-23,2021-07-27,Drugs,Male,"Black, non-Hispanic",2021,2021,Probation,Completed
10144285,2022-01-07,2022-06-05,Violent,Female,"Other race(s), non-Hispanic",2022,2022,Probation,Revoked
10144297,2020-03-07,,Violent,Male,"Other race(s), non-Hispanic",2020,,Probation,
10144347,2022-01-22,,Drugs,Male,"White, non-Hispanic",2022,,Probation,
10144357,2019-07-06,2022-01-01,Violent,Male,"White, non-Hispanic",2019,2022,Probation,Completed
10144395,2020-04-05,2022-09-28,Drugs,Male,"Black, non-Hispanic",2020,2022,Probation,Completed
10144406,2010-07-22,,Violent,Male,"White, non-Hispanic",2010,,Probation,
10144418,2016-05-12,2019-06-24,Property,Male,"White, non-Hispanic",2016,2019,Probation,Completed
10144418,2019-01-25,2020-08-19,Property,Male,"White, non-Hispanic",2019,2020,Probation,Completed
10144424,2023-07-23,2023-12-30,Property,Male,"Black, non-Hispanic",2023,2023,Probation,Completed
10144432,2022-05-31,2023-04-14,Violent,Female,"Black, non-Hispanic",2022,2023,Probation,Completed
10144437,2014-01-21,2019-12-19,Public order,Male,"Black, non-Hispanic",2014,2019,Probation,Completed
10144460,2022-02-05,2022-10-02,Property,Male,"Black, non-Hispanic",2022,2022,Parole,Completed
10144488,2014-01-31,2021-05-10,Violent,Female,"Black, non-Hispanic",2014,2021,Probation,Completed
10144496,2020-03-14,2020-12-31,Property,Male,"White, non-Hispanic",2020,2020,Probation,Completed
10144534,2019-08-01,2019-12-27,Violent,Male,"White, non-Hispanic",2019,2019,Parole,Other
10144573,2019-09-22,2019-12-07,Drugs,Male,"Black, non-Hispanic",2019,2019,Probation,Completed
10144580,2023-06-26,2023-11-26,Violent,Male,"White, non-Hispanic",2023,2023,Probation,Revoked
10144581,2023-03-27,,Public order,Male,"Hispanic, any race",2023,,Probation,
10144583,2017-07-06,,Violent,Male,"White, non-Hispanic",2017,,Parole,
10144597,2017-07-04,,Property,Male,Missing,2017,,Probation,
10144602,2020-02-20,,Violent,Male,"Black, non-Hispanic",2020,,Probation,
10144614,2020-12-05,2021-05-11,Violent,Male,"Black, non-Hispanic",2020,2021,Parole,Revoked
10144646,2019-01-10,2022-05-01,Violent,Male,"Hispanic, any race",2019,2022,Parole,Completed
10144648,2020-03-10,2020-04-21,Property,Female,"White, non-Hispanic",2020,2020,Probation,Completed
10144659,2020-04-15,2021-06-29,Property,Male,"White, non-Hispanic",2020,2021,Parole,Revoked
10144666,2015-07-16,2021-01-10,Violent,Male,"White, non-Hispanic",2015,2021,Parole,Completed
10144697,2017-05-09,,Property,Male,"White, non-Hispanic",2017,,Probation,
10144711,2014-08-11,2020-10-24,Property,Male,"Other race(s), non-Hispanic",2014,2020,Parole,Completed
10144728,2021-11-27,2021-12-23,Public order,Male,"Black, non-Hispanic",2021,2021,Probation,Completed
10144751,2021-03-03,2022-04-17,Violent,Male,"White, non-Hispanic",2021,2022,Probation,Completed
10144783,2020-06-26,,Violent,Male,"Black, non-Hispanic",2020,,Probation,
10144790,2022-07-14,2022-11-15,Violent,Male,"White, non-Hispanic",2022,2022,Probation,Completed
10144805,2016-10-12,2019-09-20,Property,Male,Missing,2016,2019,Probation,Other
10144821,2017-12-21,2022-04-25,Public order,Male,"White, non-Hispanic",2017,2022,Probation,Completed
10144825,2023-05-14,,Drugs,Male,"Black, non-Hispanic",2023,,Probation,
10144874,2021-11-26,2022-03-20,Drugs,Male,"Black, non-Hispanic",2021,2022,Probation,Completed
10144884,2020-08-13,,Drugs,Male,"Black, non-Hispanic",2020,,Parole,
10144944,2018-01-11,2020-10-15,Violent,Male,"White, non-Hispanic",2018,2020,Probation,Completed
10144946,2020-04-09,2020-11-14,Property,Female,"White, non-Hispanic",2020,2020,Parole,Revoked
10144956,2014-06-17,2019-07-11,Violent,Male,"Black, non-Hispanic",2014,2019,Parole,Completed
10144959,2019-08-17,2021-08-15,Public order,Male,"White, non-Hispanic",2019,2021,Probation,Revoked
10144975,2020-05-26,2021-06-24,Drugs,Male,"White, non-Hispanic",2020,2021,Probation,Completed
10144992,2018-08-06,2019-08-30,Public order,Male,"White, non-Hispanic",2018,2019,Parole,Completed
10145010,2020-03-06,2021-03-14,Violent,Male,"White, non-Hispanic",2020,2021,Probation,Revoked
10145027,2023-05-11,,Drugs,Male,"White, non-Hispanic",2023,,Probation,
10145028,2021-05-31,2021-12-31,Drugs,Male,"White, non-Hispanic",2021,2021,Parole,Revoked
10145030,2000-11-29,,Violent,Male,Missing,2000,,Probation,
10145031,2022-07-13,2023-08-13,Missing,Male,"Other race(s), non-Hispanic",2022,2023,Probation,Revoked
10145063,2012-05-04,,Violent,Male,"Hispanic, any race",2012,,Probation,
10145089,2016-06-30,2022-06-25,Public order,Male,"Hispanic, any race",2016,2022,Probation,Completed
10145094,2017-04-14,2019-02-28,Property,Female,"White, non-Hispanic",2017,2019,Probation,Revoked
10145118,2015-07-03,2019-09-15,Violent,Male,"White, non-Hispanic",2015,2019,Parole,Other
10145119,2021-10-23,2022-10-10,Drugs,Male,Missing,2021,2022,Probation,Completed
10145125,2022-10-10,2022-10-20,Public order,Male,"White, non-Hispanic",2022,2022,Probation,Completed
10145140,2018-07-04,2021-08-14,Property,Male,Missing,2018,2021,Probation,Completed
10145141,2019-04-06,2019-07-18,Property,Male,"White, non-Hispanic",2019,2019,Parole,Completed
10145169,2018-02-28,2021-06-17,Property,Male,"White, non-Hispanic",2018,2021,Probation,Completed
10145183,2018-07-20,2019-04-24,Public order,Male,"Hispanic, any race",2018,2019,Probation,Completed
10145189,2016-09-03,2020-01-19,Public order,Male,Missing,2016,2020,Probation,Completed
10145190,2023-08-10,2023-10-29,Drugs,Male,"White, non-Hispanic",2023,2023,Parole,Completed
10145192,2020-05-07,2022-06-08,Property,Male,Missing,2020,2022,Parole,Completed
10145224,2020-09-08,2022-10-22,Violent,Male,"White, non-Hispanic",2020,2022,Probation,Revoked
10145230,2017-02-03,2020-08-07,Violent,Male,"White, non-Hispanic",2017,2020,Parole,Completed
10145231,2017-05-29,2019-07-23,Drugs,Male,"White, non-Hispanic",2017,2019,Probation,Revoked
10145241,2000-02-18,,Violent,Male,"Black, non-Hispanic",2000,,Parole,
10145259,2019-12-16,2019-12-31,Property,Male,"Black, non-Hispanic",2019,2019,Probation,Revoked
10145308,2020-06-22,2020-11-27,Property,Female,"White, non-Hispanic",2020,2020,Probation,Completed
10145327,2020-04-24,,Drugs,Female,"White, non-Hispanic",2020,,Probation,
10145336,2018-08-18,2019-12-17,Violent,Male,Missing,2018,2019,Probation,Completed
10145346,2020-08-22,,Violent,Male,"White, non-Hispanic",2020,,Parole,
10145355,2014-11-13,,Property,Female,"White, non-Hispanic",2014,,Probation,
10145356,2019-01-27,2022-04-10,Violent,Male,"White, non-Hispanic",2019,2022,Probation,Completed
10145366,2020-09-01,2023-08-16,Drugs,Male,"White, non-Hispanic",2020,2023,Parole,Other
10145375,2014-08-10,,Violent,Male,"Hispanic, any race",2014,,Probation,
10145388,2019-03-03,2020-02-06,Violent,Male,"Hispanic, any race",2019,2020,Probation,Other
10145389,2014-09-22,2019-04-10,Public order,Male,"White, non-Hispanic",2014,2019,Parole,Completed
10145397,2019-04-09,2019-10-11,Public order,Male,"Hispanic, any race",2019,2019,Parole,Completed
10145409,2018-06-24,2020-05-23,Property,Male,"Black, non-Hispanic",2018,2020,Probation,Completed
10145429,2018-01-26,2019-02-02,Public order,Male,"White, non-Hispanic",2018,2019,Probation,Completed
10145434,2016-06-21,2021-01-08,Property,Male,Missing,2016,2021,Probation,Completed
10145439,2020-02-16,,Drugs,Male,"White, non-Hispanic",2020,,Probation,
10145461,2023-04-19,,Violent,Female,"White, non-Hispanic",2023,,Probation,
10145471,2017-08-21,2019-08-22,Drugs,Male,"Black, non-Hispanic",2017,2019,Probation,Completed
10145475,2019-09-08,2020-01-23,Public order,Male,"Black, non-Hispanic",2019,2020,Probation,Completed
10145477,2019-07-28,2020-09-14,Drugs,Male,"White, non-Hispanic",2019,2020,Probation,Completed
10145477,2021-07-25,2021-08-13,Property,Male,"White, non-Hispanic",2021,2021,Probation,Completed
10145490,2022-06-23,2022-11-17,Property,Female,"Black, non-Hispanic",2022,2022,Probation,Other
10145506,2023-08-31,,Drugs,Male,"White, non-Hispanic",2023,,Probation,
10145518,2017-07-15,2022-01-09,Public order,Male,"Black, non-Hispanic",2017,2022,Parole,Completed
10145534,2023-03-22,,Drugs,Female,"White, non-Hispanic",2023,,Parole,
10145591,2020-06-03,2020-07-26,Violent,Male,"White, non-Hispanic",2020,2020,Probation,Other
10145594,2017-05-28,2020-05-31,Violent,Male,Missing,2017,2020,Parole,Completed
10145626,2019-12-18,2021-11-06,Property,Male,"White, non-Hispanic",2019,2021,Probation,Other
10145634,2023-09-13,2023-10-20,Violent,Male,Missing,2023,2023,Parole,Completed
10145640,2023-05-09,2023-07-17,Drugs,Male,"Black, non-Hispanic",2023,2023,Parole,Completed
10145654,2020-04-05,2020-07-15,Property,Male,Missing,2020,2020,Probation,Completed
10145684,2019-11-27,2020-10-07,Violent,Female,"White, non-Hispanic",2019,2020,Probation,Completed
10145703,2022-04-05,2023-10-19,Drugs,Male,"Black, non-Hispanic",2022,2023,Parole,Completed
10145726,2017-06-18,2019-10-20,Drugs,Male,"Black, non-Hispanic",2017,2019,Probation,Completed
10145741,2021-06-26,2022-11-14,Violent,Male,Missing,2021,2022,Probation,Completed
10145753,2023-05-16,2023-12-20,Drugs,Male,Missing,2023,2023,Probation,Completed
10145758,2023-06-08,,Public order,Male,"White, non-Hispanic",2023,,Parole,
10145769,2014-12-16,,Violent,Male,"White, non-Hispanic",2014,,Parole,
10145804,2022-01-15,2023-01-09,Public order,Male,"Black, non-Hispanic",2022,2023,Probation,Completed
10145817,2017-03-02,2020-11-08,Violent,Male,"White, non-Hispanic",2017,2020,Probation,Completed
10145831,2019-01-08,,Missing,Male,"White, non-Hispanic",2019,,Parole,
10145835,2008-02-17,,Violent,Male,"Hispanic, any race",2008,,Parole,
10145837,2023-06-15,2023-09-13,Drugs,Male,"White, non-Hispanic",2023,2023,Parole,Completed
10145891,2020-08-13,2020-08-18,Public order,Male,"Black, non-Hispanic",2020,2020,Probation,Revoked
10145903,2016-01-03,,Drugs,Male,"Black, non-Hispanic",2016,,Parole,
10145922,2021-11-02,,Drugs,Male,"Black, non-Hispanic",2021,,Probation,
10145931,2020-12-02,2021-04-04,Drugs,Male,"White, non-Hispanic",2020,2021,Probation,Completed
10145935,2021-05-23,2021-09-08,Drugs,Male,"White, non-Hispanic",2021,2021,Parole,Completed
10145946,2023-05-06,,Property,Male,"Black, non-Hispanic",2023,,Parole,
10145963,2020-11-30,2021-12-10,Drugs,Male,Missing,2020,2021,Probation,Completed
10145965,2021-05-22,2021-07-01,Public order,Male,"Black, non-Hispanic",2021,2021,Parole,Revoked
10145969,2021-05-31,2022-05-20,Public order,Male,Missing,2021,2022,Probation,Other
10146009,2019-04-03,2019-10-14,Public order,Male,"Black, non-Hispanic",2019,2019,Probation,Completed
10146043,2011-05-07,2022-09-14,Violent,Male,"White, non-Hispanic",2011,2022,Parole,Completed
10146043,2023-05-15,2023-05-26,Property,Male,"White, non-Hispanic",2023,2023,Probation,Completed
10146056,2016-12-22,2019-03-07,Property,Male,"White, non-Hispanic",2016,2019,Parole,Revoked
10146057,2020-02-24,2020-09-15,Property,Male,"Black, non-Hispanic",2020,2020,Probation,Revoked
10146070,2020-02-22,2021-05-04,Violent,Male,Missing,2020,2021,Probation,Other
10146077,2005-02-16,2022-05-06,Property,Male,Missing,2005,2022,Parole,Revoked
10146112,2018-12-27,2019-11-30,Public order,Male,"White, non-Hispanic",2018,2019,Parole,Completed
10146130,2023-09-27,,Public order,Male,Missing,2023,,Probation,
10146135,2020-09-09,2020-12-26,Public order,Male,"White, non-Hispanic",2020,2020,Parole,Completed
10146140,2017-09-12,2019-12-13,Property,Male,Missing,2017,2019,Probation,Completed
10146171,2019-06-01,2020-03-27,Violent,Male,"Black, non-Hispanic",2019,2020,Probation,Revoked
10146175,2021-02-16,2023-05-31,Public order,Male,"White, non-Hispanic",2021,2023,Parole,Completed
10146184,2018-05-03,2019-02-27,Violent,Male,"White, non-Hispanic",2018,2019,Probation,Completed
10146190,2019-03-01,2020-12-12,Property,Male,"White, non-Hispanic",2019,2020,Probation,Other
10146195,2007-06-01,,Violent,Male,"White, non-Hispanic",2007,,Probation,
10146211,2007-07-20,,Violent,Male,"White, non-Hispanic",2007,,Probation,
10146230,2017-07-18,,Public order,Male,"Hispanic, any race",2017,,Probation,
10146230,2020-01-21,2020-07-24,Drugs,Male,"Hispanic, any race",2020,2020,Probation,Revoked
10146242,2021-07-13,2022-04-25,Violent,Male,"Black, non-Hispanic",2021,2022,Parole,Completed
10146252,2018-01-30,,Violent,Male,"Other race(s), non-Hispanic",2018,,Probation,
10146256,2023-02-01,2023-07-07,Drugs,Female,"White, non-Hispanic",2023,2023,Parole,Completed
10146281,2016-08-12,2019-10-30,Property,Male,"White, non-Hispanic",2016,2019,Probation,Revoked
10146312,2018-07-04,2023-04-12,Public order,Male,"White, non-Hispanic",2018,2023,Parole,Other
10146320,2019-10-11,2019-10-29,Public order,Male,"White, non-Hispanic",2019,2019,Parole,Completed
10146330,2017-07-19,2019-07-07,Property,Female,"White, non-Hispanic",2017,2019,Probation,Completed
10146357,2020-07-29,,Violent,Male,"White, non-Hispanic",2020,,Probation,
10146379,2018-11-28,2019-02-17,Violent,Male,"White, non-Hispanic",2018,2019,Probation,Completed
10146389,2020-01-18,2022-10-10,Violent,Male,"White, non-Hispanic",2020,2022,Probation,Completed
10146397,2020-03-21,2021-10-01,Public order,Male,"White, non-Hispanic",2020,2021,Parole,Completed
10146415,2017-11-15,2021-11-11,Violent,Female,"Black, non-Hispanic",2017,2021,Probation,Completed
10146431,2021-09-03,2021-11-13,Property,Male,"White, non-Hispanic",2021,2021,Probation,Completed
10146440,2019-07-02,2021-03-04,Violent,Male,"Black, non-Hispanic",2019,2021,Parole,Other
10146448,2020-10-18,,Drugs,Male,"Black, non-Hispanic",2020,,Probation,
10146455,2021-03-23,2023-04-01,Violent,Male,"Black, non-Hispanic",2021,2023,Probation,Completed
10146488,2016-08-27,,Drugs,Male,"White, non-Hispanic",2016,,Parole,
10146492,2018-07-14,2019-02-07,Violent,Female,"White, non-Hispanic",2018,2019,Probation,Completed
10146510,2018-03-27,2019-09-21,Drugs,Male,"White, non-Hispanic",2018,2019,Probation,Revoked
10146550,2017-08-01,2019-03-29,Property,Male,"Black, non-Hispanic",2017,2019,Parole,Completed
10146559,2012-05-01,,Violent,Male,"White, non-Hispanic",2012,,Parole,
10146561,2021-01-31,2022-06-28,Violent,Male,"White, non-Hispanic",2021,2022,Parole,Revoked
10146599,1994-11-02,,Violent,Male,"Black, non-Hispanic",1994,,Probation,
10146644,2020-06-19,2020-09-20,Property,Male,"White, non-Hispanic",2020,2020,Probation,Revoked
10146680,2017-11-27,,Violent,Male,"White, non-Hispanic",2017,,Probation,
10146680,2019-09-05,,Violent,Male,"White, non-Hispanic",2019,,Parole,
10146723,2020-10-23,,Drugs,Male,"White, non-Hispanic",2020,,Probation,
10146732,2019-05-01,2020-05-12,Property,Male,"Black, non-Hispanic",2019,2020,Probation,Revoked
10146736,2023-10-28,,Violent,Male,"Hispanic, any race",2023,,Probation,
10146754,2017-07-22,2019-09-13,Drugs,Male,"Hispanic, any race",2017,2019,Probation,Completed
10146754,2021-09-24,2021-11-11,Public order,Male,"Hispanic, any race",2021,2021,Probation,Revoked
10146757,2020-11-09,2022-05-04,Drugs,Male,"White, non-Hispanic",2020,2022,Probation,Completed
10146793,2021-02-16,2023-05-02,Property,Male,"Hispanic, any race",2021,2023,Probation,Completed
10146793,2023-05-26,,Property,Male,"Hispanic, any race",2023,,Probation,
10146798,2014-05-27,2020-09-12,Public order,Male,Missing,2014,2020,Probation,Revoked
10146803,2021-02-05,,Violent,Male,"White, non-Hispanic",2021,,Parole,
10146809,2018-10-27,2019-11-10,Property,Male,"Hispanic, any race",2018,2019,Probation,Completed
10146831,2021-02-08,2023-06-06,Public order,Male,"White, non-Hispanic",2021,2023,Probation,Completed
10146834,2017-04-04,2019-12-03,Violent,Male,"Black, non-Hispanic",2017,2019,Probation,Completed
10146897,2021-09-12,2022-01-20,Property,Male,"White, non-Hispanic",2021,2022,Parole,Revoked
10146905,2021-05-15,2022-07-14,Public order,Male,"Hispanic, any race",2021,2022,Probation,Completed
10146932,2019-06-20,2020-08-12,Property,Male,"White, non-Hispanic",2019,2020,Probation,Completed
10146945,2020-06-28,2020-08-13,Public order,Male,"White, non-Hispanic",2020,2020,Probation,Revoked
10146969,2019-12-03,2020-06-24,Property,Male,"White, non-Hispanic",2019,2020,Probation,Completed
10147004,2021-08-09,2022-03-25,Property,Female,"Black, non-Hispanic",2021,2022,Probation,Completed
10147016,2019-08-16,2020-04-05,Public order,Male,"White, non-Hispanic",2019,2020,Probation,Other
10147057,2018-03-27,,Violent,Male,"Black, non-Hispanic",2018,,Probation,
10147062,2020-09-08,2020-12-20,Property,Male,"White, non-Hispanic",2020,2020,Probation,Other
10147066,2023-11-18,,Drugs,Male,"Black, non-Hispanic",2023,,Probation,
10147083,2020-08-31,2023-10-15,Violent,Male,"Hispanic, any race",2020,2023,Probation,Other
10147098,2021-07-20,2021-11-27,Property,Male,"White, non-Hispanic",2021,2021,Parole,Completed
10147113,2021-02-28,2021-09-02,Public order,Male,"Black, non-Hispanic",2021,2021,Probation,Revoked
10147126,2018-02-22,,Violent,Male,"Other race(s), non-Hispanic",2018,,Probation,
10147134,2015-05-06,2022-07-02,Violent,Male,"White, non-Hispanic",2015,2022,Parole,Completed
10147152,2016-06-21,2023-02-05,Violent,Male,"White, non-Hispanic",2016,2023,Probation,Other
10147170,2022-07-15,2022-10-19,Drugs,Male,"Hispanic, any race",2022,2022,Parole,Completed
10147191,2019-09-12,2019-12-29,Violent,Male,"Hispanic, any race",2019,2019,Probation,Revoked
10147218,2019-10-02,2020-12-31,Property,Male,"White, non-Hispanic",2019,2020,Probation,Completed
10147227,2016-10-20,,Public order,Male,Missing,2016,,Probation,
10147248,2020-12-27,2023-11-29,Violent,Male,Missing,2020,2023,Probation,Completed
10147260,2017-03-21,,Property,Male,"White, non-Hispanic",2017,,Probation,
10147271,2019-01-14,2019-08-15,Public order,Female,"White, non-Hispanic",2019,2019,Probation,Completed
10147277,2019-02-17,2019-09-27,Drugs,Male,"Other race(s), non-Hispanic",2019,2019,Probation,Completed
10147300,2020-09-25,2020-12-30,Public order,Male,"Black, non-Hispanic",2020,2020,Probation,Revoked
10147310,2021-07-16,2022-05-29,Property,Male,"Black, non-Hispanic",2021,2022,Probation,Revoked
10147314,1991-08-05,2019-10-17,Violent,Male,"Black, non-Hispanic",1991,2019,Parole,Completed
10147329,2018-06-17,2021-05-25,Violent,Male,"White, non-Hispanic",2018,2021,Probation,Completed
10147329,2018-09-01,2020-11-16,Drugs,Male,"White, non-Hispanic",2018,2020,Probation,Revoked
10147335,2022-08-30,2022-11-11,Drugs,Female,"White, non-Hispanic",2022,2022,Probation,Completed
10147380,2021-07-21,2023-03-22,Property,Male,"White, non-Hispanic",2021,2023,Probation,Completed
10147388,2021-05-01,2021-05-16,Drugs,Male,"Other race(s), non-Hispanic",2021,2021,Probation,Completed
10147389,2019-03-01,2021-11-28,Public order,Male,"Black, non-Hispanic",2019,2021,Probation,Completed
10147396,2021-12-21,2023-10-14,Public order,Male,"White, non-Hispanic",2021,2023,Probation,Other
10147432,2022-04-05,2022-07-26,Property,Male,"White, non-Hispanic",2022,2022,Probation,Revoked
10147445,2016-08-20,,Property,Male,"Black, non-Hispanic",2016,,Parole,
10147472,2017-10-20,2019-06-26,Violent,Male,"White, non-Hispanic",2017,2019,Probation,Revoked
10147493,2019-02-22,2021-10-08,Public order,Male,"White, non-Hispanic",2019,2021,Parole,Completed
10147509,2017-10-09,,Violent,Male,Missing,2017,,Parole,
10147512,2019-12-25,2020-06-29,Public order,Male,"Black, non-Hispanic",2019,2020,Probation,Revoked
10147524,2022-06-12,2023-09-25,Property,Male,"White, non-Hispanic",2022,2023,Probation,Other
10147524,2023-07-21,,Public order,Male,"White, non-Hispanic",2023,,Probation,
10147549,2019-04-05,2019-11-24,Drugs,Female,"White, non-Hispanic",2019,2019,Probation,Other
10147557,2020-04-25,2021-10-29,Property,Male,"Other race(s), non-Hispanic",2020,2021,Parole,Completed
10147560,2015-04-18,2019-06-14,Violent,Male,"Hispanic, any race",2015,2019,Probation,Completed
10147574,2019-07-22,2021-12-27,Property,Male,"Hispanic, any race",2019,2021,Parole,Completed
10147631,2017-04-16,2019-04-05,Drugs,Male,"Other race(s), non-Hispanic",2017,2019,Probation,Completed
10147680,2020-04-15,,Drugs,Male,"Black, non-Hispanic",2020,,Probation,
10147688,2022-05-02,2022-10-16,Violent,Male,"Black, non-Hispanic",2022,2022,Probation,Completed
10147710,2021-09-03,2022-12-27,Violent,Female,"White, non-Hispanic",2021,2022,Parole,Completed
10147736,2021-08-23,2021-11-27,Violent,Male,"White, non-Hispanic",2021,2021,Probation,Completed
10147741,2016-12-24,2022-03-19,Property,Female,"White, non-Hispanic",2016,2022,Probation,Completed
10147774,2019-06-01,2020-12-09,Property,Male,"White, non-Hispanic",2019,2020,Probation,Completed
