"id","gender","race","hearing_year","hearing_type","risk_level"
1493,"Male","White",2018,NA,"High"
1494,"Male","White",2017,"Regular","Medium"
1495,NA,"White",2021,"Regular","Low"
1496,"Male","White",2018,NA,"High"
1497,"Male","White",2021,"Regular","Medium"
1498,"Male","White",2023,"Revocation","Medium"
1499,"Male","White",2017,"Regular","High"
1500,"Male","White",2023,"Revocation","High"
1501,"Male","White",2020,"Regular","High"
1502,"Male","Asian or Pacific Islander",2019,"Regular","High"
1503,"Male","Asian or Pacific Islander",2017,"Regular",NA
1504,"Female","White",2022,"Revocation","Medium"
1505,"Male","White",2016,"Other","High"
1506,"Male","White",2016,"Other","High"
1507,"Female","White",2020,"Regular","Low"
1508,"Male","White",2020,"Regular",NA
1509,"Female","Black",2023,"Revocation","Medium"
1510,"Male","White",2022,"Revocation","Medium"
1511,"Male","White",2023,"Revocation",NA
1512,"Male","White",2023,"Revocation","Medium"
1513,"Male","White",2019,"Regular","High"
1514,"Female","White",2023,"Revocation","Low"
1515,"Male",NA,2023,"Revocation","High"
1516,"Male","White",2018,NA,"Medium"
1517,"Male","White",2018,NA,"High"
1518,"Male","White",2023,"Revocation","High"
1519,NA,"American Indian or Alaskan Native",2018,NA,"Low"
1520,"Male","White",2018,NA,"Medium"
1521,"Male","White",2018,NA,"Medium"
1522,"Male","White",2021,"Regular","Medium"
1523,"Male","Unknown",2019,"Regular","High"
1524,"Male","White",2017,"Regular","High"
1525,"Male","American Indian or Alaskan Native",2016,"Other","Medium"
1526,"Male",NA,2017,"Regular","Medium"
1527,"Male","White",2019,"Regular","High"
1528,"Male","White",2018,NA,"High"
1529,"Male","White",2021,"Regular","High"
1530,"Male","White",2016,"Disciplinary","Medium"
1531,"Female","White",2018,NA,"Medium"
1532,"Male","White",2021,"Regular",NA
1533,"Male","White",2023,"Revocation","Medium"
1534,"Male","White",2021,"Regular","Medium"
1535,"Male","White",2020,"Regular","High"
1536,"Male","White",2021,"Regular",NA
1537,"Male","White",2018,NA,"Medium"
1538,"Female","White",2022,"Revocation","Low"
1539,"Male","White",2018,NA,"High"
1540,"Male","White",2018,NA,"High"
1541,"Male","White",2023,"Revocation","High"
1542,NA,"White",2017,"Regular","Medium"
1543,"Male","White",2022,"Revocation","Medium"
1544,"Male","White",2018,NA,"Medium"
1545,NA,"White",2016,"Other","Low"
1546,"Male","White",2020,"Regular","High"
1547,"Male",NA,2023,"Revocation","Medium"
1548,"Male","White",2022,"Revocation","Medium"
1549,"Male","White",2021,"Regular","High"
1550,"Male","White",2021,"Regular",NA
1551,"Male","White",2016,"Other","Medium"
1552,"Male","Black",2016,"Other","Medium"
1553,"Male","White",2023,"Revocation","High"
1554,"Male","White",2023,"Revocation","High"
1555,"Male","White",2017,"Regular","High"
1556,"Female","White",2021,"Regular","Medium"
1557,"Male","Black",2020,"Regular","High"
1558,"Male","Unknown",2021,"Regular","High"
1559,"Female","White",2018,NA,"Medium"
1560,"Male","American Indian or Alaskan Native",2018,NA,"High"
1561,"Female","White",2019,"Regular","Medium"
1562,"Male","White",2016,"Other","Medium"
1563,"Male","Black",2020,"Regular","Medium"
1564,"Male","White",2021,"Regular","Medium"
1565,"Male","White",2016,"Other","High"
1566,"Female","White",2018,NA,"Low"
1567,"Male","White",2022,"Revocation",NA
1568,"Female","White",2018,NA,"Medium"
1569,NA,"White",2019,"Regular","Low"
1570,"Male",NA,2021,"Regular","Medium"
1571,"Female","White",2023,"Revocation","Low"
1572,"Male","Black",2021,"Regular","Medium"
1573,"Male","White",2016,"Other","Medium"
1574,"Male","White",2018,NA,"High"
1575,"Male","White",2022,"Revocation","Medium"
1576,"Female","Asian or Pacific Islander",2019,"Regular","Medium"
1577,"Female","White",2020,"Regular","Medium"
1578,"Male","White",2021,"Regular","Medium"
1579,"Male","White",2020,"Regular","Medium"
1580,"Female","American Indian or Alaskan Native",2017,"Regular","Medium"
1581,"Male","White",2022,"Revocation","Medium"
1582,"Female","White",2019,"Regular","Medium"
1583,"Male","White",2023,"Revocation","High"
1584,"Male","White",2018,NA,"High"
1585,"Male","Asian or Pacific Islander",2018,NA,"Medium"
1586,"Female","White",2023,"Revocation","Medium"
1587,"Male","White",2021,"Regular","Medium"
1588,"Female","Asian or Pacific Islander",2016,"Disciplinary","Low"
1589,"Male","American Indian or Alaskan Native",2017,"Regular","High"
1590,"Female","White",2018,NA,"Medium"
1591,"Male","Asian or Pacific Islander",2022,"Revocation","High"
1592,"Male","White",2019,"Regular","High"
1593,"Male","White",2020,"Regular","High"
1594,"Male","White",2017,"Other","High"
1595,"Male","White",2023,"Revocation","Medium"
1596,"Male","Black",2022,"Revocation","Medium"
1597,"Male","White",2023,"Revocation","High"
1598,"Male","Black",2023,"Revocation","Medium"
1599,"Male","Black",2023,"Revocation","High"
1600,"Male","Black",2020,"Regular","Medium"
1601,"Male","White",2022,"Revocation","High"
1602,"Male","White",2021,"Regular","Medium"
1603,"Male","White",2020,"Regular","High"
1604,"Male","White",2023,"Revocation","High"
1605,NA,"White",2023,"Revocation","Low"
1606,NA,"White",2022,"Revocation","Low"
1607,"Female","White",2021,"Regular","Low"
1608,"Male","White",2020,"Regular","High"
1609,"Female","White",2018,NA,"Medium"
1610,"Male","White",2019,"Regular","High"
1611,"Male","White",2018,NA,"High"
1612,"Male","Unknown",2018,NA,"Medium"
1613,"Male","White",2017,"Regular","High"
1614,"Male","White",2019,"Regular","Medium"
1615,"Male","White",2019,"Regular","High"
1616,"Female","White",2020,"Regular","Medium"
1617,"Male","White",2018,NA,"Medium"
1618,"Male","White",2019,"Regular","High"
1619,"Male","White",2018,NA,"Medium"
1620,"Female","White",2019,"Regular","Low"
1621,"Male","American Indian or Alaskan Native",2016,"Other","High"
1622,"Male","White",2017,"Regular","Medium"
1623,"Female","White",2021,"Regular","Low"
1624,"Male","White",2023,"Revocation","High"
1625,"Female","American Indian or Alaskan Native",2016,"Other","Medium"
1626,"Male","White",2018,NA,"Medium"
1627,"Male","White",2022,"Revocation","Medium"
1628,"Male","Unknown",2022,"Revocation",NA
1629,"Male","White",2018,NA,"High"
1630,"Male","Black",2018,NA,"Medium"
1631,"Male","White",2022,"Revocation","High"
1632,"Male","White",2022,"Revocation","Medium"
1633,"Male","White",2023,"Revocation","High"
1634,NA,"White",2023,"Revocation","Low"
1635,"Male","White",2023,"Revocation","High"
1636,"Male","White",2020,"Regular","Medium"
1637,"Male","American Indian or Alaskan Native",2017,"Regular","Medium"
1638,NA,"White",2023,"Revocation","Low"
1639,"Male","White",2019,"Regular","Medium"
1640,"Male","White",2022,"Revocation","Medium"
1641,"Female","Black",2021,"Regular","Medium"
1642,"Male","White",2018,NA,"Medium"
1643,"Male","White",2019,"Regular","Medium"
1644,NA,"White",2023,"Revocation","Low"
1645,"Female","White",2023,"Revocation","Low"
1646,"Male","White",2018,NA,"High"
1647,NA,"White",2018,NA,"Low"
1648,"Male","White",2020,"Regular","Medium"
1649,"Male","Unknown",2021,"Regular","Medium"
1650,"Male","Black",2020,"Regular","Medium"
1651,"Male","White",2020,"Regular","High"
1652,"Male","White",2021,"Regular","Medium"
1653,"Male","White",2019,"Regular","Medium"
1654,"Male","White",2017,"Regular","High"
1655,"Male","White",2023,"Revocation","Medium"
1656,"Male","Asian or Pacific Islander",2022,"Revocation",NA
1657,"Male","White",2019,"Regular","Medium"
1658,"Male","White",2017,"Regular","High"
1659,"Male","White",2020,"Regular","Medium"
1660,"Male","White",2023,"Revocation","Medium"
1661,"Male","White",2019,"Regular","Medium"
1662,"Male","White",2020,"Regular","High"
1663,"Male","White",2022,"Revocation","Medium"
1664,"Male","White",2023,"Revocation","High"
1665,"Male","White",2021,"Regular","High"
1666,"Male","White",2016,"Disciplinary","High"
1667,"Male","White",2018,NA,"Medium"
1668,"Male","White",2021,"Regular","High"
1669,"Male","Unknown",2021,"Regular","High"
1670,"Male","White",2019,"Regular","High"
1671,"Male","American Indian or Alaskan Native",2022,"Revocation","High"
1672,"Male","White",2022,"Revocation","High"
1673,"Female","White",2018,NA,"Medium"
1674,"Male",NA,2016,"Other","High"
1675,NA,"White",2022,"Revocation","Low"
1676,"Male","White",2020,"Regular","Medium"
1677,"Male","White",2022,"Revocation","High"
1678,"Female","White",2020,"Regular","Medium"
1679,"Male","White",2022,"Revocation","High"
1680,"Male","White",2018,NA,"Medium"
1681,NA,"White",2019,"Regular","High"
1682,"Male","White",2022,"Revocation","High"
1683,"Female","White",2022,"Revocation","Low"
1684,"Male","White",2016,"Other","High"
1685,"Male","White",2019,"Regular","High"
1686,"Female","White",2021,"Regular","Medium"
1687,"Male","White",2022,"Revocation","High"
1688,"Male","White",2017,"Regular","Medium"
1689,"Female","Unknown",2018,NA,"Medium"
1690,NA,"White",2023,"Revocation","Low"
1691,"Female","White",2022,"Revocation","Medium"
1692,"Male",NA,2019,"Regular","Medium"
1693,"Male","White",2021,"Regular","Medium"
1694,"Female","White",2018,NA,"Medium"
1695,"Male","White",2016,"Other",NA
1696,"Male","White",2023,"Revocation","High"
1697,"Female","White",2020,"Regular","Low"
1698,"Male","White",2023,"Revocation","High"
1699,"Female","White",2016,"Other","Medium"
1700,"Male","White",2021,"Regular","Medium"
1701,"Male","White",2017,"Regular","Medium"
1702,"Male","White",2018,NA,"High"
1703,"Male","White",2017,"Regular","High"
1704,"Male","White",2022,"Revocation","High"
1705,"Male","White",2023,"Revocation","High"
1706,"Male","White",2018,NA,"High"
1707,"Male","White",2016,"Other","Medium"
1708,"Male","White",2018,NA,"High"
1709,"Male","White",2016,"Disciplinary","High"
1710,"Male","White",2022,"Regular","High"
1711,"Male","White",2023,"Revocation","Medium"
1712,"Male","White",2020,"Regular","Medium"
1713,"Male","White",2018,NA,"High"
1714,"Male","White",2021,"Regular",NA
1715,"Male","White",2017,"Regular","High"
1716,"Male","White",2021,"Regular","High"
1717,"Male","White",2021,"Regular","Medium"
1718,"Male","White",2023,"Revocation","High"
1719,"Male","White",2019,"Regular",NA
1720,"Female","White",2019,"Regular","Medium"
1721,"Male","White",2023,"Revocation","High"
1722,"Male","White",2016,"Other",NA
1723,"Male","Black",2018,NA,"High"
1724,"Male","White",2022,"Revocation","High"
1725,"Male","White",2017,"Regular",NA
1726,"Female","Black",2017,"Regular","Medium"
1727,"Male","White",2017,"Regular","High"
1728,"Male","White",2020,"Regular","High"
1729,NA,"White",2019,"Regular","High"
1730,"Male","Black",2022,"Revocation","High"
1731,"Male","White",2016,"Other",NA
1732,"Male","White",2023,"Revocation","Medium"
1733,"Male","White",2022,"Regular","High"
1734,"Male","Asian or Pacific Islander",2019,"Regular","High"
1735,"Male","White",2018,NA,"High"
1736,"Male","White",2022,"Revocation","High"
1737,"Male","White",2017,"Regular","High"
1738,"Female","White",2019,"Regular","Medium"
1739,"Male","White",2020,"Regular","Medium"
1740,NA,"White",2021,"Regular","Medium"
1741,"Male","American Indian or Alaskan Native",2023,"Revocation","High"
1742,"Male","White",2021,"Regular","Medium"
1743,"Male","White",2023,"Revocation","Medium"
1744,"Female","White",2016,"Other","Medium"
1745,"Male","White",2016,"Disciplinary","High"
1746,"Male",NA,2016,"Disciplinary","Medium"
1747,"Male","White",2017,"Regular","High"
1748,"Male","White",2017,"Regular","Medium"
1749,"Male","White",2022,"Revocation","High"
1750,"Male","White",2020,"Regular","Medium"
1751,"Male","White",2023,"Revocation","Medium"
1752,"Male",NA,2019,"Regular","Medium"
1753,"Male","White",2019,"Regular","High"
1754,"Male","American Indian or Alaskan Native",2017,"Regular","High"
1755,"Male","White",2017,"Regular","High"
1756,"Female","Black",2017,"Regular","Medium"
1757,"Male","White",2018,NA,"Medium"
1758,NA,"White",2021,"Regular","Medium"
1759,"Male","White",2020,"Regular","Medium"
1760,"Male","White",2018,NA,"High"
1761,"Male","White",2023,"Revocation","Medium"
1762,"Male","White",2016,"Other","High"
1763,"Male","White",2017,"Regular","High"
1764,"Female","White",2017,"Regular","Medium"
1765,"Male","White",2020,"Regular","High"
1766,"Male","White",2018,NA,NA
1767,"Male","White",2021,"Regular","Medium"
1768,"Male","White",2021,"Regular","High"
1769,"Male","White",2017,"Regular","High"
1770,"Male","White",2020,"Regular","High"
1771,NA,"White",2019,"Regular","Low"
1772,"Male","White",2019,"Regular","Medium"
1773,"Male","White",2018,NA,"Medium"
1774,"Male","White",2022,"Revocation","High"
1775,"Male","White",2021,"Regular","High"
1776,"Female","White",2018,NA,"Medium"
1777,"Male","White",2018,NA,"High"
1778,"Male","Unknown",2018,NA,NA
1779,"Male","White",2023,"Revocation","Medium"
1780,"Male","Black",2016,"Other","High"
1781,NA,"White",2023,"Revocation","Medium"
1782,"Male","White",2016,"Other","High"
1783,"Male",NA,2021,"Regular","High"
1784,NA,"White",2022,"Regular","Low"
1785,"Male","White",2021,"Regular","High"
1786,"Male","White",2019,"Regular","Medium"
1787,"Female","White",2017,"Regular","Low"
1788,"Male","Black",2022,"Revocation","Medium"
1789,"Male","White",2022,"Revocation","Medium"
1790,"Male","White",2019,"Regular","High"
1791,"Male","White",2019,"Regular","High"
1792,"Male","American Indian or Alaskan Native",2022,"Revocation","Medium"
1793,"Male","White",2022,"Regular","High"
1794,"Male","White",2017,"Regular","Medium"
1795,"Male","White",2016,"Disciplinary","High"
1796,"Male","White",2021,"Regular","High"
1797,"Male","White",2018,NA,"High"
1798,"Male","White",2022,"Revocation","Medium"
1799,"Male","White",2019,"Regular","Medium"
1800,"Male","White",2020,"Regular","High"
1801,NA,"White",2018,NA,"Low"
1802,"Male","White",2017,"Regular","High"
1803,"Male","White",2017,"Regular","Medium"
1804,"Male","White",2022,"Revocation","High"
1805,"Male","White",2023,"Revocation","High"
1806,"Male","White",2023,"Revocation","Medium"
1807,"Female","White",2023,"Revocation","Medium"
1808,"Male",NA,2019,"Regular","High"
1809,"Male","White",2021,"Regular","High"
1810,"Male","White",2017,"Regular","Medium"
1811,"Male","White",2017,"Regular","Medium"
1812,"Female","White",2018,NA,"Medium"
1813,"Male",NA,2018,NA,"High"
1814,"Male","White",2021,"Regular","High"
1815,"Male","White",2018,NA,"High"
1816,"Male","White",2022,"Revocation","High"
1817,"Male","White",2017,"Regular","Medium"
1818,"Male","Black",2023,"Revocation","High"
1819,"Male","Black",2019,"Regular","Medium"
1820,"Female","White",2023,"Revocation","Low"
1821,"Male","Unknown",2020,"Regular","Medium"
1822,"Male","White",2016,"Other","Medium"
1823,"Female","American Indian or Alaskan Native",2020,"Regular","Medium"
1824,"Male","White",2020,"Regular","Medium"
1825,"Male","White",2020,"Regular","High"
1826,"Male","Unknown",2023,"Revocation","High"
1827,"Male","White",2017,"Other","Medium"
1828,"Male","White",2017,"Regular","Medium"
1829,"Male","White",2020,"Regular","High"
1830,"Female","White",2022,"Revocation","Low"
1831,"Male","White",2020,"Regular","Medium"
1832,"Male","White",2016,"Other","Medium"
1833,"Male","White",2019,"Regular","High"
1834,"Female","White",2023,"Revocation","Medium"
1835,"Male","White",2019,"Regular","High"
1836,"Male","Black",2019,"Regular","High"
1837,"Male","White",2016,"Disciplinary","High"
1838,"Male","White",2020,"Regular","High"
1839,"Male","White",2021,"Regular","High"
1840,"Male","White",2021,"Regular","Medium"
1841,"Female","White",2018,NA,"Medium"
1842,"Male","White",2021,"Regular","Medium"
1843,"Male","White",2023,"Revocation","High"
1844,"Male","White",2016,"Other","High"
1845,"Male","White",2018,NA,"High"
1846,"Male","Unknown",2023,"Revocation","High"
1847,"Male","White",2021,"Regular","Medium"
1848,"Male","White",2016,"Other","High"
1849,"Male","White",2023,"Revocation","Medium"
1850,"Male","White",2018,NA,NA
1851,"Male","White",2022,"Revocation","Medium"
1852,"Female",NA,2018,NA,"Medium"
1853,"Male","Asian or Pacific Islander",2022,"Revocation","High"
1854,"Male","White",2017,"Regular","Medium"
1855,"Male","White",2018,NA,"High"
1856,"Male","White",2021,"Regular","Medium"
1857,"Male","Black",2019,"Regular","Medium"
1858,"Male","White",2016,"Other","High"
1859,"Female","White",2019,"Regular","Medium"
1860,"Male","White",2017,"Regular","Medium"
1861,NA,"White",2022,"Revocation","Low"
1862,"Male","White",2021,"Regular","High"
1863,"Male","White",2017,"Regular","Medium"
1864,"Male","White",2020,"Regular","High"
1865,"Female","White",2018,NA,"Medium"
1866,"Male",NA,2020,"Regular","High"
1867,"Male","White",2023,"Revocation","High"
1868,"Male","White",2016,"Other","High"
1869,"Male","White",2020,"Regular","High"
1870,"Female","White",2023,"Revocation","Medium"
1871,"Male","White",2019,"Regular",NA
1872,"Male","White",2017,"Regular","High"
1873,"Male","White",2016,"Other","Medium"
1874,"Female","White",2019,"Regular","Medium"
1875,NA,NA,2017,"Regular","Medium"
1876,"Male","White",2021,"Regular","High"
1877,"Male","White",2021,"Regular",NA
1878,"Female","White",2021,"Regular","Medium"
1879,"Male","White",2017,"Regular","High"
1880,"Male","White",2021,"Regular","High"
1881,"Male","White",2019,"Regular","High"
1882,"Male",NA,2022,"Revocation","High"
1883,"Male","White",2020,"Regular","High"
1884,"Male","White",2023,"Revocation","Medium"
1885,"Male","White",2017,"Regular",NA
1886,"Male","White",2018,NA,"High"
1887,NA,"White",2016,"Other","High"
1888,"Male","White",2023,"Revocation","High"
1889,"Male","White",2020,"Regular","High"
1890,"Female","White",2018,NA,"Medium"
1891,"Male","White",2019,"Regular","Medium"
1892,"Male",NA,2017,"Regular",NA
1893,"Male","White",2019,"Regular","Medium"
1894,"Male","White",2020,"Regular","High"
1895,"Male","White",2016,"Other","Medium"
1896,"Male","White",2022,"Regular","Medium"
1897,"Male","White",2018,NA,"High"
1898,"Male","White",2020,"Regular","High"
1899,"Male","White",2016,"Other","High"
1900,NA,"White",2023,"Revocation","Low"
1901,"Male","White",2017,"Regular","High"
1902,"Male","White",2021,"Regular","Medium"
1903,"Male","White",2016,"Other","High"
1904,"Male","White",2022,"Revocation","High"
1905,"Male","White",2019,"Regular","Medium"
1906,"Male","White",2018,NA,"Medium"
1907,"Female","White",2022,"Revocation","Medium"
1908,"Male","White",2016,"Other","High"
1909,"Male","White",2023,"Revocation","High"
1910,"Male","White",2019,"Regular","High"
1911,"Male","White",2018,NA,"Medium"
1912,"Male","White",2019,"Regular","Medium"
1913,"Male","White",2023,"Revocation","High"
1914,"Male","White",2019,"Regular","High"
1915,"Female","White",2016,"Other","Low"
1916,"Male","White",2022,"Revocation","High"
1917,"Male",NA,2022,"Revocation","Medium"
1918,"Male","White",2022,"Revocation","Medium"
1919,"Male","White",2018,NA,"High"
1920,"Male","White",2022,"Revocation","Medium"
1921,"Female","White",2020,"Regular","Low"
1922,"Male","White",2021,"Regular","High"
1923,"Male","White",2018,NA,"Medium"
1924,"Male","White",2016,"Other","High"
1925,"Male","White",2021,"Regular","Medium"
1926,"Male","White",2016,"Disciplinary","Medium"
1927,NA,"White",2019,"Regular","High"
1928,"Male","White",2023,"Revocation","High"
1929,"Female","White",2021,"Regular","Medium"
1930,"Male","White",2023,"Revocation","Medium"
1931,NA,"White",2021,"Regular","High"
1932,"Male","White",2018,NA,"High"
1933,"Male","White",2017,"Regular","Medium"
1934,"Male","White",2018,NA,"Medium"
1935,"Male","White",2019,"Regular","High"
1936,"Male","White",2021,"Regular","Medium"
1937,"Female","White",2023,"Revocation","Medium"
1938,"Male","White",2018,NA,"High"
1939,"Male","White",2018,NA,"Medium"
1940,"Male","White",2017,"Regular","High"
1941,"Female","White",2016,"Disciplinary","Medium"
1942,"Male","White",2018,NA,"High"
1943,"Female","White",2021,"Regular","Medium"
1944,"Male","White",2018,NA,"High"
1945,"Male","White",2017,"Regular","Medium"
1946,"Male","White",2019,"Regular",NA
1947,"Male","White",2021,"Regular","High"
1948,"Male","White",2021,"Regular","Medium"
1949,"Male","White",2023,"Revocation","High"
1950,"Male","White",2016,"Disciplinary","Medium"
1951,"Male",NA,2016,"Disciplinary","High"
1952,"Male","White",2022,"Revocation","Medium"
1953,"Male","White",2021,"Regular","High"
1954,"Male","White",2020,"Regular","High"
1955,"Male","American Indian or Alaskan Native",2018,NA,"Medium"
1956,"Male","White",2022,"Revocation","Medium"
1957,"Male","White",2022,"Revocation","High"
1958,"Male","White",2017,"Regular","High"
1959,"Male","White",2020,"Regular","Medium"
1960,NA,"White",2022,"Revocation","Low"
1961,"Male","White",2020,"Regular","Medium"
1962,"Male","White",2019,"Regular","High"
1963,"Male","White",2020,"Regular","Medium"
1964,"Male","White",2020,"Regular","Medium"
1965,"Male","White",2017,"Regular","High"
1966,"Male",NA,2023,"Revocation","High"
1967,"Male","White",2021,"Regular","Medium"
1968,"Male","White",2017,"Regular","Medium"
1969,"Male","White",2017,"Regular","High"
1970,"Male","Black",2022,"Revocation","High"
1971,"Male","White",2021,"Regular","Medium"
1972,"Male","White",2021,"Regular","High"
1973,NA,"White",2021,"Regular","Low"
1974,"Male","White",2017,"Regular","High"
1975,"Male","White",2023,"Revocation","Medium"
1976,"Male","White",2017,"Regular","Medium"
1977,"Male","White",2020,"Regular","High"
1978,"Male",NA,2017,"Regular","High"
1979,NA,"White",2021,"Regular","Low"
1980,"Female","White",2019,"Regular","Medium"
1981,"Male","White",2022,"Revocation","High"
1982,"Female","White",2022,"Revocation","Medium"
1983,"Male","White",2022,"Regular","High"
1984,"Female","White",2019,"Regular","Low"
1985,NA,"White",2019,"Regular","Medium"
1986,"Male","White",2018,NA,"High"
1987,"Male","White",2018,NA,"High"
1988,"Male","White",2016,"Other","Medium"
1989,"Female","White",2022,"Revocation","Low"
1990,"Male","White",2021,"Regular","Medium"
1991,"Male","White",2019,"Regular",NA
1992,"Male","White",2019,"Regular","High"
1993,"Male","White",2018,NA,"Medium"
1994,"Male","White",2019,"Regular","Medium"
1995,"Male","White",2020,"Regular","Medium"
1996,"Male","White",2020,"Regular","Medium"
1997,NA,"White",2020,"Regular","Low"
1998,"Male","White",2022,"Regular","Medium"
1999,NA,"White",2020,"Regular","High"
2000,"Female","White",2017,"Regular","Low"
2001,"Male","White",2019,"Regular","High"
2002,"Male","White",2021,"Regular","High"
2003,"Male","White",2018,NA,"High"
2004,"Male","White",2019,"Regular","High"
2005,"Female","White",2016,"Disciplinary","Medium"
2006,"Male","White",2021,"Regular","High"
2007,"Male","White",2021,"Regular","High"
2008,"Male","White",2019,"Regular","High"
2009,"Male","White",2020,"Regular","Medium"
2010,"Female",NA,2016,"Other","Medium"
2011,"Female","American Indian or Alaskan Native",2018,NA,"Low"
2012,"Male","White",2018,NA,NA
2013,"Male","White",2022,"Revocation","Medium"
2014,"Male","White",2019,"Regular","High"
2015,"Male","White",2017,"Regular","High"
2016,"Male","White",2020,"Regular","High"
2017,"Male","White",2021,"Regular","Medium"
2018,"Male","White",2020,"Regular",NA
2019,"Female","White",2022,"Revocation","Medium"
2020,"Male","American Indian or Alaskan Native",2020,"Regular","High"
2021,"Male","White",2022,"Revocation","High"
2022,"Male",NA,2020,"Regular","High"
2023,"Male","White",2021,"Regular",NA
2024,"Male","White",2017,"Regular","Medium"
2025,"Male","American Indian or Alaskan Native",2020,"Regular","High"
2026,NA,"White",2021,"Regular","Low"
2027,"Male","American Indian or Alaskan Native",2017,"Regular","Medium"
2028,"Male","White",2020,"Regular","High"
2029,"Male","White",2019,"Regular",NA
2030,"Male","White",2018,NA,"Medium"
2031,"Female","White",2020,"Regular","Low"
2032,"Male","White",2020,"Regular","High"
2033,"Male","White",2017,"Regular","High"
2034,"Male","American Indian or Alaskan Native",2019,"Regular","High"
2035,"Male","White",2022,"Revocation","High"
2036,NA,"White",2021,"Regular","Medium"
2037,"Male","White",2021,"Regular","Medium"
2038,NA,"White",2020,"Regular","High"
2039,"Male","White",2016,"Other","Medium"
2040,"Male","White",2023,"Revocation","Medium"
2041,"Male","White",2019,"Regular",NA
2042,"Male","White",2016,"Other","Medium"
2043,"Male","White",2022,"Revocation",NA
2044,"Male","White",2017,"Regular","High"
2045,"Female","White",2016,"Other","Medium"
2046,"Male","American Indian or Alaskan Native",2016,"Other","High"
2047,"Female","White",2019,"Regular","Low"
2048,"Male","White",2019,"Regular","Medium"
2049,"Male","White",2019,"Regular","Medium"
2050,"Male","White",2021,"Regular","Medium"
2051,"Male","White",2018,NA,"Medium"
2052,"Male","White",2017,"Regular","High"
2053,"Male","White",2019,"Regular","Medium"
2054,"Male","White",2020,"Regular","High"
2055,"Male","White",2022,"Revocation",NA
2056,"Male","White",2020,"Regular","Medium"
2057,"Male","White",2017,"Regular","Medium"
2058,"Male","White",2022,"Regular","Medium"
2059,"Male","White",2021,"Regular","Medium"
2060,"Male","American Indian or Alaskan Native",2018,NA,"High"
2061,"Male","White",2020,"Regular","Medium"
2062,"Male","Black",2018,NA,"Medium"
2063,"Male",NA,2020,"Regular","High"
2064,"Female","White",2020,"Regular","Medium"
2065,"Male","White",2016,"Other",NA
2066,"Male",NA,2023,"Revocation","Medium"
2067,"Male","White",2022,"Revocation","Medium"
2068,"Male","White",2020,"Regular","High"
2069,"Female","White",2018,NA,"Low"
2070,"Male","American Indian or Alaskan Native",2023,"Revocation","High"
2071,"Male","White",2022,"Regular","Medium"
2072,"Male","White",2019,"Regular","Medium"
2073,"Male","White",2023,"Revocation","Medium"
2074,"Male","White",2018,NA,"Medium"
2075,"Female","White",2019,"Regular","Medium"
2076,"Male","Unknown",2019,"Regular","High"
2077,"Male",NA,2023,"Revocation","High"
2078,"Female","White",2022,"Revocation","Medium"
2079,"Male","White",2019,"Regular","High"
2080,"Male","White",2020,"Regular","Medium"
2081,NA,"White",2023,"Revocation","Low"
2082,"Male","White",2019,"Regular","High"
2083,"Male",NA,2017,"Regular","High"
2084,"Male","White",2016,"Medical","High"
2085,"Male","White",2023,"Revocation","Medium"
2086,"Male","White",2020,"Regular",NA
2087,"Male","American Indian or Alaskan Native",2021,"Regular","High"
2088,"Male","White",2017,"Regular","High"
2089,NA,"White",2023,"Revocation","Low"
2090,NA,"White",2020,"Regular","High"
2091,"Male","White",2020,"Regular","High"
2092,"Male","White",2021,"Regular",NA
2093,"Male","White",2018,NA,"High"
2094,"Male","White",2021,"Regular","High"
2095,"Male",NA,2016,"Disciplinary","High"
2096,NA,"Unknown",2019,"Regular","Low"
2097,"Female","White",2016,"Disciplinary","Low"
2098,"Male","White",2021,"Regular","Medium"
2099,"Female","White",2021,"Regular","Low"
2100,"Male","White",2022,"Revocation","High"
2101,"Female","White",2021,"Regular","Medium"
2102,"Male","White",2021,"Regular","Medium"
2103,"Male","White",2022,"Revocation","High"
2104,"Female","White",2023,"Revocation","Low"
2105,"Female","White",2017,"Regular","Low"
2106,"Male","White",2019,"Regular","High"
2107,"Female","White",2018,NA,"Medium"
2108,"Male",NA,2016,"Other","High"
2109,"Male","White",2022,"Revocation","High"
2110,"Male","White",2018,NA,"High"
2111,"Male","White",2016,"Other","Medium"
2112,"Male","White",2022,"Revocation","High"
2113,"Male","White",2020,"Regular","High"
2114,"Male","White",2019,"Regular","Medium"
2115,"Male","White",2016,"Other",NA
2116,"Male","White",2018,NA,"Medium"
2117,"Male","White",2018,NA,"High"
2118,"Male","White",2021,"Regular","High"
2119,"Male","White",2017,"Regular","Medium"
2120,"Male","White",2016,"Other",NA
2121,"Male","White",2023,"Revocation","Medium"
2122,"Female","White",2021,"Regular","Low"
2123,NA,"Black",2016,"Other","Low"
2124,"Male","White",2023,"Revocation","High"
2125,"Male","American Indian or Alaskan Native",2017,"Regular","High"
2126,"Female","White",2016,"Other","Medium"
2127,"Male","White",2018,NA,"Medium"
2128,"Male","White",2019,"Regular","High"
2129,"Male","White",2023,"Revocation","High"
2130,"Male","White",2023,"Revocation",NA
2131,"Male","White",2019,"Regular","High"
2132,NA,"White",2019,"Regular","Medium"
2133,"Male","White",2019,"Regular","Medium"
2134,"Male","White",2021,"Regular","High"
2135,"Male","White",2016,"Other","Medium"
2136,"Male","White",2016,"Other","High"
