person_id,year,facility_id,facility_name,facility_gender_policy,gender,race,offense_type,security_level,admission_date,parole_date
P202200309,2022.0,7,FAC007,Mixed,Male,White,Violent,Maximum,2022-11-12,2025-02-14
P202200310,2022.0,7,FAC007,Mixed,Male,White,Violent,Maximum,2022-07-24,2023-09-14
P202200311,2022.0,7,FAC007,Mixed,Male,White,Violent,Maximum,2022-06-22,
P202200312,2022.0,7,FAC007,Mixed,Male,Hispanic,PublicOrder,Minimum,2022-07-17,
P202200313,2022.0,7,FAC007,Mixed,Male,Black,Property,Medium,2022-04-22,
P202200314,2022.0,7,FAC007,Mixed,Male,Black,Property,Medium,2022-12-22,
P202200315,2022.0,7,FAC007,,Male,White,Violent,Maximum,2022-03-22,2025-07-08
P202200316,2022.0,7,FAC007,,Male,Hispanic,PublicOrder,Minimum,2022-02-08,2023-04-30
P202200317,2022.0,7,FAC007,Mixed,Male,Black,Property,Medium,2022-07-29,
P202200318,2022.0,7,FAC007,Mixed,Male,Hispanic,PublicOrder,Minimum,2022-08-15,2024-07-07
P202200319,2022.0,7,FAC007,,Male,White,Violent,Maximum,2022-06-08,
P202200320,2022.0,7,FAC007,,Male,,Property,Medium,2022-07-08,2023-02-22
P202200321,2022.0,7,FAC007,,Male,White,Violent,Medium,2022-01-24,2022-12-24
P202200322,,7,FAC007,Mixed,Male,Black,Property,Medium,2022-06-19,
P202200323,2022.0,7,,Mixed,Male,White,,Maximum,2022-03-14,
P202200324,2022.0,7,FAC007,Mixed,Male,Hispanic,PublicOrder,Minimum,,2023-02-06
P202200325,2022.0,7,FAC007,Mixed,Male,Black,Drug,,2022-12-23,2025-08-02
P202200326,2022.0,7,FAC007,Mixed,Male,Hispanic,Drug,Minimum,2022-10-30,
P202200327,2022.0,7,FAC007,Mixed,Female,White,Violent,Maximum,2022-11-20,2025-04-15
P202200328,2022.0,7,,Mixed,Male,Black,Property,Medium,2022-12-08,
P202200329,2022.0,7,FAC007,,,Black,Property,,2022-08-02,2025-02-25
P202200330,2022.0,7,FAC007,Mixed,Male,Black,Drug,Minimum,2022-02-09,2022-12-13
P202200331,,7,FAC007,Mixed,,White,Violent,Maximum,2022-05-09,2025-06-02
P202200332,,7,FAC007,Mixed,Male,White,Violent,Medium,2022-01-01,2024-02-22
P202200333,,7,FAC007,Mixed,Male,Hispanic,PublicOrder,Minimum,2022-07-07,2023-10-05
P202200334,2022.0,7,FAC007,Mixed,Male,Hispanic,PublicOrder,Minimum,2022-12-21,2024-02-03
P202200335,2022.0,7,FAC007,Mixed,Male,Hispanic,PublicOrder,,2022-09-07,2024-07-14
P202200336,2022.0,7,FAC007,Mixed,,Black,Property,Medium,2022-01-09,
P202200337,,7,FAC007,Mixed,Male,Black,,Medium,2022-01-28,2023-01-21
P202200338,2022.0,7,FAC007,Mixed,Male,White,Violent,Maximum,2022-06-09,2023-01-04
P202200339,2022.0,7,FAC007,Mixed,Male,Hispanic,,,2022-04-01,
P202200340,2022.0,7,FAC007,,Male,Black,Property,Medium,2022-02-15,2025-05-08
P202200341,2022.0,7,FAC007,,,Hispanic,PublicOrder,Minimum,2022-12-06,
P202200342,2022.0,7,FAC007,Mixed,Male,White,Violent,Medium,2022-10-29,2025-04-12
P202200343,,7,FAC007,Mixed,Male,Hispanic,PublicOrder,Minimum,2022-11-25,2024-08-28
P202200344,2022.0,7,FAC007,Mixed,Male,White,Violent,Medium,,2025-05-05
P202200345,2022.0,7,FAC007,Mixed,Male,,PublicOrder,,2022-04-08,
P202200346,2022.0,7,FAC007,Mixed,Male,Black,Drug,Minimum,2022-07-23,2023-09-26
P202200347,2022.0,7,FAC007,Mixed,Male,White,Violent,,2022-02-02,2022-04-12
P202200348,2022.0,7,,,Male,Black,Property,Medium,,2023-06-29
P202200349,2022.0,7,FAC007,Mixed,Male,Hispanic,Drug,Minimum,2022-06-09,
P202200350,2022.0,7,FAC007,Mixed,Male,Hispanic,PublicOrder,Minimum,,
P202200351,2022.0,7,FAC007,Mixed,Male,Black,Property,Medium,,2025-04-22
P202200352,2022.0,7,FAC007,Mixed,Male,Black,Property,Medium,2022-04-24,2023-11-12
P202200353,2022.0,7,FAC007,Mixed,Male,Black,Property,,2022-02-24,2023-01-26
P202200354,2022.0,7,FAC007,Mixed,Male,,Other,Minimum,2022-05-27,
P202200355,2022.0,7,FAC007,,Male,Black,,Medium,2022-07-23,2024-09-16
P202200356,2022.0,7,FAC007,Mixed,Male,White,Violent,Maximum,2022-01-15,
P202200357,2022.0,7,FAC007,Mixed,Male,Black,Property,,2022-01-19,2024-12-18
P202200358,2022.0,7,FAC007,Mixed,Male,Hispanic,PublicOrder,Minimum,,2023-10-14
P202200359,2022.0,7,FAC007,Mixed,Male,Black,Property,Medium,2022-08-28,2023-05-26
P202200360,2022.0,7,FAC007,Mixed,Male,Black,Drug,Minimum,2022-08-15,2025-05-25
P202200361,2022.0,7,FAC007,Mixed,Male,,Violent,,2022-08-13,
P202200362,2022.0,7,FAC007,Mixed,Male,Hispanic,PublicOrder,Minimum,2022-04-13,
P202200363,2022.0,7,FAC007,Mixed,Male,White,Property,,,
P202200364,2022.0,7,FAC007,Mixed,Female,Black,Property,Medium,2022-08-01,
P202200365,2022.0,7,FAC007,Mixed,Male,Hispanic,,Minimum,2022-01-11,
P202200366,2022.0,7,FAC007,Mixed,Male,Hispanic,Drug,,2022-04-15,
P202200367,2022.0,7,FAC007,Mixed,Male,Black,Property,Medium,2022-09-02,
P202200368,2022.0,7,FAC007,Mixed,Male,Black,Drug,Minimum,2022-04-28,
P202200369,2022.0,7,FAC007,Mixed,Male,,Property,,2022-10-29,
P202200370,,7,FAC007,,Male,White,Violent,,2022-06-24,2025-02-07
P202200371,2022.0,7,FAC007,Mixed,Male,White,Violent,Maximum,2022-02-28,2025-03-24
P202200372,2022.0,7,,Mixed,Male,White,,,2022-07-13,2022-12-12
P202200373,2022.0,7,FAC007,Mixed,Male,Black,Drug,Minimum,2022-08-11,
P202200374,2022.0,7,FAC007,Mixed,Male,Black,Drug,,2022-04-24,2025-04-10
P202200375,,7,FAC007,Mixed,Male,Black,Drug,Minimum,2022-09-09,2023-11-26
P202200376,2022.0,7,FAC007,Mixed,Male,Hispanic,PublicOrder,Minimum,2022-11-26,2025-01-24
P202200377,,7,FAC007,Mixed,Male,White,Property,Medium,2022-09-01,2024-03-21
P202200378,2022.0,7,FAC007,Mixed,Male,Black,Drug,Minimum,2022-05-15,2024-02-01
P202200379,2022.0,7,FAC007,Mixed,Male,Native American,,Minimum,2022-01-14,
P202200380,2022.0,7,FAC007,Mixed,Male,,,Medium,2022-08-30,2023-12-05
P202200381,2022.0,7,FAC007,Mixed,Female,White,,Maximum,2022-03-12,2023-05-25
P202200382,2022.0,7,FAC007,Mixed,Female,Black,Property,Medium,2022-10-16,2022-11-27
P202200383,2022.0,7,FAC007,Mixed,Male,White,Violent,,2022-08-21,
P202200384,2022.0,7,FAC007,Mixed,Male,White,,,2022-04-03,2023-10-19
P202200385,2022.0,7,FAC007,,Male,Hispanic,,Minimum,2022-07-25,
P202200386,2022.0,7,,Mixed,Male,Black,Drug,Minimum,2022-12-19,2024-04-15
P202200387,2022.0,7,FAC007,Mixed,Male,White,Violent,Medium,2022-08-31,2024-04-03
P202200388,,7,FAC007,Mixed,Female,White,Violent,Medium,2022-06-04,
P202200389,2022.0,7,FAC007,Mixed,Male,Hispanic,PublicOrder,Minimum,2022-03-06,
P202200390,2022.0,7,FAC007,Mixed,Male,White,Violent,Medium,2022-08-19,
P202200391,2022.0,7,FAC007,Mixed,Male,Black,Property,Medium,,2024-11-28
P202200392,2022.0,7,FAC007,Mixed,Male,White,,Maximum,2022-05-01,2025-07-10
P202200393,2022.0,7,FAC007,Mixed,Male,Black,Property,Medium,2022-05-31,
P202200394,2022.0,7,FAC007,Mixed,Male,Hispanic,PublicOrder,Minimum,2022-04-15,2023-03-17
P202200395,2022.0,7,FAC007,Mixed,Male,Hispanic,PublicOrder,Minimum,,2023-08-07
P202200396,2022.0,7,FAC007,Mixed,Male,Black,Drug,,2022-06-21,
P202200397,2022.0,7,FAC007,Mixed,Male,Hispanic,PublicOrder,Minimum,2022-06-15,2025-02-16
P202200398,,7,FAC007,Mixed,Male,Hispanic,PublicOrder,Minimum,2022-01-12,
P202200399,2022.0,7,FAC007,,Male,Hispanic,PublicOrder,Minimum,2022-03-01,2025-02-27
P202200400,2022.0,7,,Mixed,Female,Other,Other,Minimum,,
P202200401,2022.0,8,FAC008,Mixed,Male,Black,Drug,Minimum,2022-07-02,2022-11-14
P202200402,2022.0,8,FAC008,Mixed,Female,Hispanic,PublicOrder,Minimum,2022-06-29,2024-07-20
P202200403,2022.0,8,FAC008,Mixed,Male,Black,Property,Medium,2022-04-02,
P202200404,2022.0,8,,Mixed,Male,Other,Other,Minimum,2022-10-31,2025-02-08
P202200405,2022.0,8,FAC008,Mixed,Female,Black,Drug,Minimum,2022-11-28,2024-06-09
P202200406,2022.0,8,FAC008,Mixed,Male,White,Property,Medium,2022-06-12,2023-06-30
P202200407,,8,FAC008,Mixed,,White,Violent,Medium,2022-12-20,
P202200408,2022.0,8,FAC008,Mixed,Female,White,Violent,Maximum,2022-01-05,2023-10-05
P202200409,2022.0,8,FAC008,Mixed,,Black,,Minimum,2022-08-02,2025-06-03
P202200410,2022.0,8,,Mixed,,White,Violent,Maximum,2022-08-04,2024-12-27
P202200411,2022.0,8,FAC008,Mixed,Male,White,Violent,Medium,2022-10-18,
P202200412,2022.0,8,FAC008,Mixed,Male,White,Violent,Medium,2022-01-29,
P202200413,2022.0,8,FAC008,Mixed,Male,White,Violent,,2022-12-07,2025-06-08
P202200414,,8,FAC008,,Male,Black,,Minimum,2022-04-01,2022-10-25
P202200415,2022.0,8,FAC008,Mixed,Male,White,Violent,Medium,2022-10-26,
P202200416,,8,FAC008,Mixed,Female,White,Violent,Medium,2022-09-13,2024-12-21
P202200417,2022.0,8,FAC008,Mixed,Male,Black,Property,Medium,2022-09-16,
P202200418,2022.0,8,FAC008,,Male,White,Violent,Maximum,2022-04-01,2024-03-15
P202200419,,8,FAC008,Mixed,Male,,Other,Minimum,2022-01-12,
P202200420,2022.0,8,FAC008,Mixed,,Black,Property,Medium,2022-05-26,2023-04-06
P202200421,2022.0,8,,Mixed,Male,Hispanic,,Minimum,2022-11-22,2025-01-27
P202200422,,8,FAC008,Mixed,Male,Asian,Other,Minimum,2022-06-14,2022-12-17
P202200423,2022.0,8,FAC008,Mixed,Male,Black,Drug,,2022-06-23,
P202200424,2022.0,8,FAC008,,Male,White,,Medium,2022-01-19,
P202200425,2022.0,8,FAC008,Mixed,Male,Hispanic,PublicOrder,Minimum,2022-07-15,
P202200426,2022.0,8,FAC008,Mixed,Male,Hispanic,PublicOrder,Minimum,2022-04-18,
P202200427,,8,FAC008,Mixed,Male,White,Violent,Medium,2022-12-21,2025-01-12
P202200428,2022.0,8,FAC008,Mixed,Male,,Drug,Minimum,2022-05-26,
P202200429,2022.0,8,FAC008,Mixed,Male,,Other,Minimum,2022-06-12,2024-02-17
P202200430,2022.0,8,FAC008,Mixed,Male,Black,Drug,Minimum,,
P202200431,2022.0,8,FAC008,Mixed,Male,Hispanic,PublicOrder,Minimum,2022-04-27,2025-05-05
P202200432,2022.0,8,FAC008,Mixed,Male,Black,Drug,Minimum,,2025-06-18
P202200433,2022.0,8,FAC008,,Male,White,Violent,Medium,2022-02-27,
P202200434,2022.0,8,FAC008,Mixed,Female,,,Minimum,2022-01-06,
P202200435,2022.0,8,FAC008,Mixed,Male,Black,Drug,Medium,2022-02-04,2025-03-24
P202200436,2022.0,8,FAC008,,Male,White,Violent,Medium,2022-11-14,
P202200437,2022.0,8,FAC008,Mixed,Male,Hispanic,PublicOrder,Minimum,2022-02-24,2024-08-28
P202200438,2022.0,8,FAC008,Mixed,Male,Hispanic,PublicOrder,Minimum,2022-03-28,2024-03-19
P202200439,2022.0,8,,Mixed,Male,Hispanic,PublicOrder,Minimum,2022-07-23,2024-06-29
P202200440,2022.0,8,FAC008,Mixed,Male,White,Violent,Maximum,2022-08-05,
P202200441,2022.0,8,FAC008,,Male,Black,Property,Medium,2022-10-14,
P202200442,2022.0,8,FAC008,Mixed,Male,Black,Property,Medium,2022-11-22,2023-10-11
P202200443,,8,FAC008,Mixed,Male,Black,Drug,Medium,2022-10-31,
P202200444,2022.0,8,FAC008,Mixed,Male,White,Property,Medium,2022-07-02,
P202200445,,8,FAC008,Mixed,Male,Black,Drug,,2022-01-04,
P202200446,,8,FAC008,Mixed,Male,Black,Property,Medium,2022-04-20,2023-02-26
P202200447,,8,FAC008,Mixed,Male,White,Property,Medium,,
P202200448,2022.0,8,FAC008,Mixed,Male,Hispanic,Other,Minimum,2022-08-10,
P202200449,,8,FAC008,Mixed,Female,White,Violent,Maximum,2022-05-23,2025-01-20
P202200450,2022.0,8,FAC008,Mixed,Male,White,Violent,Medium,2022-07-03,2025-03-16
P202200451,2022.0,8,FAC008,Mixed,Male,White,Violent,Medium,2022-02-06,2024-03-08
P202200452,2022.0,8,FAC008,Mixed,Male,,Property,Medium,,2024-04-24
P202200453,2022.0,8,FAC008,Mixed,Male,,PublicOrder,Minimum,,
P202200454,2022.0,8,FAC008,Mixed,Male,Black,Drug,Minimum,2022-12-24,
P202200455,2022.0,8,FAC008,Mixed,,Black,Drug,Minimum,2022-08-24,
P202200456,2022.0,8,FAC008,,Male,White,Violent,Medium,2022-06-07,2025-07-17
P202200457,2022.0,8,FAC008,Mixed,Male,White,Violent,,2022-03-07,
P202200458,2022.0,8,,Mixed,Male,,Violent,Maximum,2022-12-27,2024-03-12
P202200459,2022.0,8,FAC008,Mixed,Male,Black,,Medium,2022-01-18,
P202200460,2022.0,8,FAC008,Mixed,Male,Black,Property,Medium,2022-03-16,2023-01-28
P202200461,2022.0,8,FAC008,Mixed,Male,Black,Property,Medium,2022-10-03,2023-09-14
P202200462,2022.0,8,,Mixed,Female,,Drug,,2022-07-05,2024-07-24
P202200463,2022.0,8,FAC008,Mixed,Male,Hispanic,PublicOrder,Minimum,2022-12-14,
P202200464,2022.0,8,FAC008,Mixed,,Black,Drug,Medium,2022-11-29,
P202200465,2022.0,8,FAC008,Mixed,Male,Black,Property,Medium,2022-03-26,
P202200466,2022.0,8,FAC008,Mixed,Female,White,Violent,Maximum,2022-08-03,
P202200467,2022.0,8,,,Male,Black,Property,Medium,2022-06-21,2023-09-08
P202200468,2022.0,8,,Mixed,Male,Black,,Minimum,2022-01-10,
P202200469,2022.0,8,FAC008,Mixed,Male,White,Property,Medium,2022-07-06,2023-08-15
P202200470,2022.0,8,FAC008,Mixed,Female,White,Violent,Maximum,2022-12-16,
P202200471,,8,FAC008,Mixed,Male,White,Violent,Maximum,2022-09-09,2025-02-11
P202200472,2022.0,8,FAC008,Mixed,Male,White,Violent,Maximum,2022-12-11,2025-01-08
P202200473,2022.0,8,,Mixed,Male,Hispanic,PublicOrder,Minimum,2022-06-09,2024-01-20
P202200474,2022.0,8,,Mixed,Male,,Violent,Medium,2022-06-09,
P202200475,2022.0,8,FAC008,Mixed,Male,Black,,,2022-04-17,2022-08-01
P202200476,2022.0,8,FAC008,Mixed,Male,White,Violent,Medium,2022-05-23,2023-03-14
P202200477,2022.0,8,FAC008,Mixed,Male,White,Violent,Medium,2022-04-26,2024-11-29
P202200478,2022.0,8,FAC008,Mixed,Male,Hispanic,PublicOrder,Minimum,2022-12-14,
P202200479,2022.0,8,FAC008,Mixed,Male,Hispanic,PublicOrder,Minimum,2022-06-20,
P202200480,2022.0,8,FAC008,Mixed,Male,Black,Property,Medium,2022-01-31,2023-10-03
P202200481,2022.0,8,FAC008,Mixed,Male,,Property,Medium,2022-12-19,
P202200482,,8,FAC008,Mixed,Male,,Other,Minimum,,
P202200483,2022.0,8,FAC008,Mixed,Male,,Property,Medium,2022-10-10,
P202200484,2022.0,8,FAC008,Mixed,Male,Hispanic,PublicOrder,Minimum,2022-06-19,
P202200485,2022.0,8,FAC008,Mixed,Male,,Property,Medium,2022-03-22,
P202200486,2022.0,8,FAC008,,Male,White,Violent,Medium,,
P202200487,2022.0,8,FAC008,Mixed,Male,Black,Drug,Medium,2022-03-20,2022-06-04
P202200488,2022.0,8,FAC008,Mixed,Male,Hispanic,PublicOrder,Minimum,2022-04-01,
P202200489,2022.0,8,FAC008,Mixed,Male,White,Violent,Medium,2022-07-11,2024-10-01
P202200490,2022.0,8,FAC008,Mixed,Male,Asian,Other,Minimum,2022-09-10,
P202200491,,8,FAC008,Mixed,Male,Black,Property,,,2025-01-17
P202200492,2022.0,8,FAC008,Mixed,,Black,Property,Medium,2022-02-15,2022-08-30
P202200493,2022.0,8,FAC008,Mixed,Male,White,Violent,,2022-05-23,2025-06-15
P202200494,2022.0,8,FAC008,,Female,White,,Medium,2022-08-21,
P202200495,2022.0,8,FAC008,Mixed,Male,White,Violent,Medium,2022-05-15,
P202200496,,8,FAC008,Mixed,Male,Black,Property,Medium,2022-08-23,2022-10-05
P202200497,2022.0,8,FAC008,Mixed,Male,Black,Property,Medium,2022-05-03,
P202200498,2022.0,8,FAC008,Mixed,Male,Black,Drug,Minimum,2022-11-19,2023-04-21
P202200499,2022.0,8,,,Male,Black,Property,Medium,2022-02-27,2025-02-08
P202200500,,8,FAC008,Mixed,Male,Hispanic,Other,Minimum,,
P202200501,2022.0,9,FAC009,Mixed,Male,Hispanic,PublicOrder,Minimum,2022-11-12,
P202200502,2022.0,9,FAC009,,Female,Hispanic,Drug,Minimum,2022-03-13,2023-04-27
P202200503,2022.0,9,FAC009,Mixed,Male,Hispanic,PublicOrder,Minimum,2022-12-18,
P202200504,2022.0,9,,Mixed,,White,Property,Medium,2022-03-31,
P202200505,2022.0,9,FAC009,Mixed,Male,,Violent,Maximum,2022-05-12,2025-05-20
P202200506,2022.0,9,FAC009,,Female,Black,Property,Medium,2022-02-10,2025-03-23
P202200507,,9,FAC009,Mixed,Male,White,Violent,Maximum,2022-12-13,
P202200508,2022.0,9,FAC009,Mixed,Male,Black,Drug,Medium,2022-03-07,2023-04-23
P202200509,2022.0,9,FAC009,Mixed,Male,White,Violent,Maximum,,
P202200510,2022.0,9,FAC009,Mixed,Male,,Drug,Medium,2022-05-24,2022-07-01
P202200511,2022.0,9,FAC009,Mixed,Male,White,Violent,,2022-11-22,2025-05-24
P202200512,2022.0,9,FAC009,Mixed,Male,White,Violent,Medium,2022-12-04,
P202200513,2022.0,9,FAC009,Mixed,Male,Black,Drug,Minimum,2022-04-01,2023-05-10
P202200514,2022.0,9,,Mixed,Male,Hispanic,PublicOrder,Minimum,,
P202200515,2022.0,9,FAC009,Mixed,Male,White,Violent,Medium,2022-04-16,2022-06-30
P202200516,2022.0,9,FAC009,Mixed,Male,Black,Property,Medium,2022-08-09,2024-03-06
P202200517,2022.0,9,FAC009,Mixed,Female,Black,Drug,Minimum,2022-02-09,
P202200518,2022.0,9,FAC009,Mixed,Male,Hispanic,PublicOrder,Minimum,2022-07-10,
P202200519,2022.0,9,FAC009,Mixed,Male,Black,Drug,Medium,2022-07-14,
P202200520,2022.0,9,FAC009,Mixed,Male,White,Violent,Medium,2022-08-27,
P202200521,2022.0,9,FAC009,Mixed,Female,Black,Drug,Minimum,2022-04-27,2024-10-21
P202200522,2022.0,9,,,,Hispanic,Other,Minimum,2022-03-28,2022-08-12
P202200523,2022.0,9,FAC009,Mixed,Female,Hispanic,PublicOrder,Minimum,2022-09-28,2025-01-09
P202200524,2022.0,9,FAC009,Mixed,,Black,Property,,2022-10-06,2025-02-15
P202200525,2022.0,9,FAC009,Mixed,,Black,Drug,Minimum,,2023-11-27
P202200526,2022.0,9,FAC009,Mixed,Male,,Drug,Medium,2022-12-06,2023-03-06
P202200527,2022.0,9,FAC009,,Male,Hispanic,PublicOrder,Minimum,2022-09-20,2023-12-19
P202200528,2022.0,9,FAC009,Mixed,Male,Hispanic,PublicOrder,Minimum,,
P202200529,2022.0,9,FAC009,Mixed,Male,,Other,Minimum,2022-01-09,
P202200530,2022.0,9,FAC009,Mixed,Male,Hispanic,PublicOrder,Minimum,2022-11-23,2023-09-16
P202200531,2022.0,9,FAC009,Mixed,Male,Black,Property,Medium,,
P202200532,2022.0,9,FAC009,Mixed,Male,,Violent,Medium,2022-09-25,
P202200533,2022.0,9,FAC009,Mixed,Male,White,Violent,Medium,2022-06-20,
P202200534,2022.0,9,FAC009,Mixed,Male,Black,Drug,Minimum,2022-09-26,2023-11-10
P202200535,2022.0,9,FAC009,Mixed,Male,White,Violent,Medium,2022-03-10,2025-02-24
P202200536,2022.0,9,FAC009,Mixed,,White,Violent,Medium,2022-11-10,
P202200537,2022.0,9,FAC009,,Male,Black,Property,Medium,2022-10-03,2025-01-05
P202200538,,9,FAC009,Mixed,Male,Black,,Minimum,2022-09-16,
P202200539,2022.0,9,FAC009,Mixed,Male,Black,Property,Medium,2022-06-15,
P202200540,2022.0,9,FAC009,Mixed,,White,,Maximum,2022-03-15,
P202200541,2022.0,9,FAC009,Mixed,Male,White,Violent,Maximum,2022-08-31,2024-04-05
P202200542,2022.0,9,FAC009,Mixed,Male,,Property,,2022-07-23,2023-02-08
P202200543,2022.0,9,FAC009,Mixed,Male,,PublicOrder,,2022-10-16,
P202200544,2022.0,9,FAC009,,Male,Hispanic,PublicOrder,,2022-04-27,
P202200545,2022.0,9,FAC009,Mixed,,White,Violent,Medium,2022-03-08,
P202200546,2022.0,9,FAC009,Mixed,Male,White,Property,Medium,2022-03-13,2024-09-26
P202200547,2022.0,9,,Mixed,Male,White,Property,Medium,2022-02-12,2022-11-30
P202200548,2022.0,9,,Mixed,Male,Black,Property,Medium,2022-04-25,2022-08-03
P202200549,2022.0,9,FAC009,Mixed,,White,Violent,Maximum,2022-01-22,
P202200550,2022.0,9,FAC009,Mixed,Male,Black,Drug,Minimum,2022-06-10,2023-02-07
P202200551,2022.0,9,FAC009,Mixed,Female,Hispanic,PublicOrder,Minimum,2022-12-27,2023-09-09
P202200552,2022.0,9,FAC009,Mixed,Male,,Violent,Medium,2022-08-29,
P202200553,2022.0,9,FAC009,Mixed,Male,Hispanic,Drug,Minimum,2022-12-24,2025-07-10
P202200554,2022.0,9,FAC009,Mixed,Male,,Property,,2022-12-08,2025-02-22
P202200555,2022.0,9,FAC009,Mixed,Male,Black,Drug,Minimum,2022-11-08,2025-04-20
P202200556,2022.0,9,FAC009,Mixed,Male,Hispanic,PublicOrder,Minimum,2022-02-12,
P202200557,2022.0,9,FAC009,Mixed,Male,Black,,Medium,2022-10-11,2023-11-20
P202200558,2022.0,9,FAC009,Mixed,Male,Black,Property,Medium,2022-01-09,2022-03-15
P202200559,2022.0,9,FAC009,Mixed,Male,Black,Drug,Minimum,2022-08-07,2025-02-28
P202200560,2022.0,9,FAC009,Mixed,Male,Hispanic,PublicOrder,,2022-01-22,2024-01-30
P202200561,2022.0,9,FAC009,Mixed,Male,White,Violent,Medium,2022-01-06,2025-04-14
P202200562,2022.0,9,,Mixed,,Black,Drug,Minimum,2022-11-06,
P202200563,2022.0,9,FAC009,Mixed,Male,Black,,Minimum,2022-11-14,2025-05-16
P202200564,2022.0,9,FAC009,Mixed,Male,White,Property,Medium,2022-01-19,
P202200565,2022.0,9,FAC009,Mixed,Female,White,Violent,Maximum,2022-08-29,
P202200566,2022.0,9,FAC009,Mixed,Male,Black,,Medium,2022-04-29,2023-12-11
P202200567,2022.0,9,FAC009,Mixed,Male,White,,Maximum,2022-02-19,
P202200568,2022.0,9,,Mixed,Male,Black,Property,,2022-09-29,
P202200569,2022.0,9,FAC009,Mixed,Male,Black,Drug,Minimum,2022-09-21,
P202200570,2022.0,9,FAC009,,Male,Black,Drug,Minimum,2022-10-27,
P202200571,2022.0,9,FAC009,Mixed,Female,Hispanic,PublicOrder,Minimum,2022-08-20,
P202200572,2022.0,9,FAC009,Mixed,Male,Black,Property,Medium,2022-06-27,
P202200573,2022.0,9,FAC009,Mixed,Male,Black,Drug,Minimum,,
P202200574,2022.0,9,FAC009,Mixed,Male,Black,Property,Medium,2022-06-12,
P202200575,2022.0,9,FAC009,,Male,White,Violent,Medium,2022-03-27,
P202200576,2022.0,9,FAC009,Mixed,Male,Black,,,2022-07-09,
P202200577,2022.0,9,FAC009,Mixed,Male,White,Violent,Maximum,,
P202200578,2022.0,9,FAC009,Mixed,Male,White,Violent,Medium,2022-02-27,2022-09-03
P202200579,2022.0,9,,Mixed,Male,White,Violent,Maximum,2022-12-31,2023-10-05
P202200580,2022.0,9,FAC009,Mixed,Male,White,Violent,Maximum,2022-07-01,
P202200581,2022.0,9,FAC009,Mixed,Male,White,Violent,Medium,2022-11-24,2023-06-13
P202200582,2022.0,9,FAC009,Mixed,Male,Black,Property,Medium,2022-11-25,
P202200583,2022.0,9,FAC009,Mixed,Male,Black,Property,Medium,2022-01-14,2022-06-04
P202200584,2022.0,9,FAC009,Mixed,Male,White,Violent,Maximum,2022-09-12,2025-06-10
P202200585,2022.0,9,FAC009,Mixed,Male,Black,Property,Medium,,
P202200586,2022.0,9,FAC009,Mixed,Male,White,Violent,,2022-04-02,2024-05-11
P202200587,2022.0,9,FAC009,Mixed,Male,Black,,,2022-07-18,
P202200588,2022.0,9,FAC009,Mixed,Male,White,Violent,Medium,2022-12-08,
P202200589,2022.0,9,FAC009,Mixed,Male,,Violent,Maximum,2022-06-26,
P202200590,2022.0,9,FAC009,Mixed,Male,Black,Drug,Minimum,2022-09-02,2025-02-21
P202200591,2022.0,9,FAC009,Mixed,Male,Black,Drug,Medium,2022-03-22,2024-05-24
P202200592,,9,,,Male,Black,,Minimum,2022-05-06,2024-11-18
P202200593,2022.0,9,FAC009,Mixed,Male,Black,Property,Medium,2022-07-18,2025-03-11
P202200594,2022.0,9,FAC009,Mixed,Male,Native American,Other,Minimum,2022-03-25,2023-10-07
P202200595,2022.0,9,FAC009,Mixed,Male,White,,Medium,,2023-01-19
P202200596,2022.0,9,FAC009,Mixed,Male,White,Violent,Maximum,2022-10-18,
P202200597,2022.0,9,FAC009,Mixed,Male,Black,Drug,Minimum,2022-06-04,
P202200598,2022.0,9,FAC009,Mixed,Male,White,Violent,Maximum,2022-09-26,
P202200599,2022.0,9,FAC009,Mixed,Male,Black,Property,Medium,2022-08-25,
P202200600,2022.0,9,,Mixed,Male,Black,Drug,Minimum,2022-10-12,2023-11-01
P202200601,2022.0,10,FAC010,Mixed,,White,Violent,Maximum,2022-10-23,
P202200602,2022.0,10,FAC010,Mixed,Male,,,Minimum,2022-01-08,2024-12-28
P202200603,,10,FAC010,Mixed,Male,Black,Drug,Minimum,,
P202200604,2022.0,10,FAC010,Mixed,Male,Black,Property,Medium,2022-03-27,
P202200605,2022.0,10,FAC010,Mixed,Female,White,Property,,2022-01-22,2023-07-04
P202200606,,10,FAC010,Mixed,Male,Hispanic,PublicOrder,,2022-09-25,
P202200607,2022.0,10,FAC010,Mixed,,Black,Drug,Minimum,2022-02-04,2023-04-10
P202200608,2022.0,10,FAC010,Mixed,Female,White,,Maximum,2022-02-20,
P202200609,2022.0,10,,Mixed,Male,Black,Property,Medium,2022-08-16,2022-12-04
P202200610,2022.0,10,FAC010,Mixed,Male,White,,Medium,2022-08-22,2023-06-05
P202200611,2022.0,10,FAC010,Mixed,Male,Hispanic,PublicOrder,Minimum,2022-04-18,2023-12-21
P202200612,2022.0,10,FAC010,Mixed,,Black,Property,Medium,,2023-05-08
P202200613,,10,FAC010,Mixed,Male,Black,,Medium,2022-09-13,2023-03-09
P202200614,2022.0,10,FAC010,Mixed,Male,White,Violent,Medium,2022-08-20,2024-10-02
P202200615,2022.0,10,,Mixed,Male,Black,Drug,Medium,2022-05-22,2023-08-16
P202200616,2022.0,10,FAC010,,Male,White,Property,,2022-11-28,
