person_id,facility_id,facility_name,facility_gender_policy,gender,race,offense_type,security_level,admission_date,parole_date
P003178,6,FAC006,Mixed,Male,Black,Violent,Minimum,2025-02-18,
P003179,6,FAC006,Mixed,Female,White,Property,Minimum,2014-12-15,
P003180,6,FAC006,Mixed,Male,White,Violent,Medium,2024-08-20,2024-09-21
P003181,6,FAC006,Mixed,Male,White,Violent,Medium,2012-01-23,
P003182,6,FAC006,Mixed,Male,White,Violent,Medium,2010-10-26,
P003183,6,FAC006,Mixed,Male,Black,Drug,Medium,2016-01-26,
P003184,6,FAC006,Mixed,Male,White,Drug,Maximum,2022-07-21,
P003185,6,FAC006,Mixed,Male,White,Drug,Medium,2011-05-22,2019-11-12
P003186,6,FAC006,Mixed,Male,White,Violent,Minimum,2024-09-06,2025-01-07
P003187,6,FAC006,Mixed,Male,Hispanic,Violent,Minimum,2011-09-25,2021-06-09
P003188,6,FAC006,Mixed,Male,White,PublicOrder,Maximum,2017-11-17,2020-08-04
P003189,6,FAC006,Mixed,Male,Black,Violent,Maximum,2020-06-04,
P003190,6,FAC006,Mixed,Male,Black,Drug,Medium,2017-07-16,
P003191,6,FAC006,Mixed,Male,Black,Violent,Maximum,2021-07-27,2023-01-21
P003192,6,FAC006,Mixed,Male,Black,Property,Medium,2024-10-17,2025-04-07
P003193,6,FAC006,Mixed,Female,White,Violent,Medium,2015-12-09,2022-07-31
P003194,6,FAC006,Mixed,Male,White,Other,Maximum,2014-10-04,2024-09-02
P003195,6,FAC006,Mixed,Female,Hispanic,Drug,Minimum,2011-12-12,2015-03-12
P003196,6,FAC006,Mixed,Male,White,Drug,Minimum,2011-05-08,2013-01-09
P003197,6,FAC006,Mixed,Male,White,Property,Medium,2011-11-14,
P003198,6,FAC006,Mixed,Male,White,Drug,Maximum,2013-07-10,2022-07-21
P003199,6,FAC006,Mixed,Male,White,Drug,Medium,2016-11-08,2024-06-10
P003200,6,FAC006,Mixed,Male,Hispanic,PublicOrder,Medium,2024-11-22,
P003201,6,FAC006,Mixed,Female,White,Property,Minimum,2013-08-10,
P003202,6,FAC006,Mixed,Male,Black,Drug,Minimum,2016-07-04,2018-12-06
P003203,6,FAC006,Mixed,Male,Hispanic,Property,Minimum,2024-09-08,2025-01-06
P003204,6,FAC006,Mixed,Male,White,Property,Minimum,2025-04-26,2025-06-04
P003205,6,FAC006,Mixed,Female,White,Violent,Medium,2019-07-17,
P003206,6,FAC006,Mixed,Male,Hispanic,Violent,Minimum,2011-03-06,2019-02-27
P003207,6,FAC006,Mixed,Male,White,Violent,Medium,2017-02-26,2018-02-11
P003208,6,FAC006,Mixed,Male,Hispanic,Drug,Medium,2017-01-11,2021-12-24
P003209,6,FAC006,Mixed,Male,Hispanic,Property,Medium,2020-12-17,2022-08-27
P003210,6,FAC006,Mixed,Male,Hispanic,Property,Minimum,2016-12-06,
P003211,6,FAC006,Mixed,Male,Black,Violent,Minimum,2013-01-18,2018-04-22
P003212,6,FAC006,Mixed,Male,Black,Violent,Medium,2017-01-30,
P003213,6,FAC006,Mixed,Male,White,Violent,Minimum,2015-12-28,
P003214,6,FAC006,Mixed,Male,White,PublicOrder,Maximum,2013-02-25,2018-12-20
P003215,6,FAC006,Mixed,Male,White,Violent,Medium,2025-06-02,
P003216,6,FAC006,Mixed,Female,Hispanic,Property,Medium,2022-03-26,
P003217,6,FAC006,Mixed,Male,White,Violent,Minimum,2022-03-03,2022-07-08
P003218,6,FAC006,Mixed,Male,Black,Violent,Maximum,2019-04-02,2024-08-02
P003219,6,FAC006,Mixed,Female,Black,Drug,Minimum,2024-03-29,
P003220,6,FAC006,Mixed,Male,White,Other,Maximum,2024-06-20,
P003221,6,FAC006,Mixed,Male,White,Violent,Medium,2024-08-17,
P003222,6,FAC006,Mixed,Male,Hispanic,Property,Medium,2024-06-11,2024-09-13
P003223,6,FAC006,Mixed,Male,White,Violent,Minimum,2018-02-26,
P003224,6,FAC006,Mixed,Male,White,Property,Medium,2015-04-29,2025-02-19
P003225,6,FAC006,Mixed,Male,White,Drug,Minimum,2017-12-10,2022-12-15
P003226,6,FAC006,Mixed,Male,Black,PublicOrder,Maximum,2018-02-14,
P003227,6,FAC006,Mixed,Male,White,Other,Medium,2013-04-07,2017-09-05
P003228,6,FAC006,Mixed,Male,Black,Property,Minimum,2025-04-05,
P003229,6,FAC006,Mixed,Male,Black,Violent,Maximum,2018-12-25,2024-05-04
P003230,6,FAC006,Mixed,Male,Hispanic,Drug,Medium,2016-06-14,
P003231,6,FAC006,Mixed,Male,Black,Property,Minimum,2023-10-18,
P003232,6,FAC006,Mixed,Male,Black,Violent,Maximum,2023-11-14,2024-05-17
P003233,6,FAC006,Mixed,Male,Other,Property,Medium,2020-01-18,2021-12-14
P003234,6,FAC006,Mixed,Male,Black,Property,Medium,2013-09-07,2023-02-14
P003235,6,FAC006,Mixed,Male,Black,Drug,Medium,2017-10-18,2022-03-21
P003236,6,FAC006,Mixed,Male,White,Property,Minimum,2015-04-22,2018-03-16
P003237,6,FAC006,Mixed,Male,White,Property,Medium,2024-04-30,2024-09-09
P003238,6,FAC006,Mixed,Male,Black,Violent,Minimum,2017-11-08,2022-09-05
P003239,6,FAC006,Mixed,Male,White,Other,Medium,2021-11-22,
P003240,6,FAC006,Mixed,Male,Black,Other,Medium,2020-09-04,2020-10-14
P003241,6,FAC006,Mixed,Male,Black,Property,Maximum,2017-08-13,2019-09-23
P003242,6,FAC006,Mixed,Male,Black,Drug,Medium,2020-04-10,2024-05-16
P003243,6,FAC006,Mixed,Male,White,Drug,Medium,2015-05-26,2017-08-06
P003244,6,FAC006,Mixed,Male,White,Property,Medium,2018-01-08,2023-07-01
P003245,6,FAC006,Mixed,Male,White,Violent,Medium,2011-06-30,
P003246,6,FAC006,Mixed,Male,White,PublicOrder,Minimum,2011-09-30,2014-12-22
P003247,6,FAC006,Mixed,Male,Black,Violent,Maximum,2022-02-22,
P003248,6,FAC006,Mixed,Male,Black,Drug,Medium,2022-06-07,2024-06-01
P003249,6,FAC006,Mixed,Female,Hispanic,Violent,Minimum,2023-05-07,2024-04-10
P003250,6,FAC006,Mixed,Male,Black,Property,Maximum,2021-02-12,
P003251,6,FAC006,Mixed,Male,White,PublicOrder,Maximum,2013-07-31,2019-01-07
P003252,6,FAC006,Mixed,Male,Black,Property,Medium,2015-11-16,
P003253,6,FAC006,Mixed,Male,Black,Property,Medium,2011-05-11,2016-12-22
P003254,6,FAC006,Mixed,Male,Black,Violent,Maximum,2012-07-06,2021-06-05
P003255,6,FAC006,Mixed,Male,Hispanic,Violent,Medium,2025-06-19,2025-07-25
P003256,6,FAC006,Mixed,Male,Black,PublicOrder,Medium,2012-11-29,2020-12-11
P003257,6,FAC006,Mixed,Male,Black,Property,Maximum,2021-06-10,2025-04-03
P003258,6,FAC006,Mixed,Male,White,Violent,Maximum,2021-12-09,2023-06-13
P003259,6,FAC006,Mixed,Female,Black,Violent,Minimum,2020-07-31,2025-05-06
P003260,6,FAC006,Mixed,Male,White,PublicOrder,Minimum,2013-04-09,
P003261,6,FAC006,Mixed,Male,White,Drug,Medium,2018-06-22,
P003262,6,FAC006,Mixed,Male,White,Property,Minimum,2018-05-12,2021-03-04
P003263,6,FAC006,Mixed,Male,Hispanic,Drug,Minimum,2021-12-26,
P003264,6,FAC006,Mixed,Male,Black,Violent,Medium,2019-07-19,
P003265,6,FAC006,Mixed,Male,Black,Property,Minimum,2014-06-06,2023-01-28
P003266,6,FAC006,Mixed,Male,Black,Violent,Minimum,2010-08-10,
P003267,6,FAC006,Mixed,Male,Hispanic,Drug,Medium,2018-03-12,2021-09-13
P003268,6,FAC006,Mixed,Male,Hispanic,Drug,Maximum,2012-06-15,2016-09-17
P003269,6,FAC006,Mixed,Female,Black,Other,Medium,2014-06-30,
P003270,6,FAC006,Mixed,Male,White,Violent,Minimum,2017-08-26,2021-09-19
P003271,6,FAC006,Mixed,Male,Black,Violent,Maximum,2017-09-07,2018-09-13
P003272,6,FAC006,Mixed,Male,White,Drug,Medium,2015-10-17,2023-10-16
P003273,6,FAC006,Mixed,Male,Hispanic,Property,Minimum,2014-07-09,
P003274,6,FAC006,Mixed,Female,White,Violent,Medium,2016-07-04,2017-08-05
P003275,6,FAC006,Mixed,Male,Black,Violent,Medium,2017-05-01,
P003276,6,FAC006,Mixed,Female,Hispanic,Property,Maximum,2019-07-25,
P003277,6,FAC006,Mixed,Male,Black,Drug,Maximum,2011-03-17,2020-07-28
P003278,6,FAC006,Mixed,Male,White,Drug,Medium,2019-11-22,
P003279,6,FAC006,Mixed,Male,Black,PublicOrder,Maximum,2013-04-28,
P003280,6,FAC006,Mixed,Male,Black,Property,Minimum,2018-08-18,2022-06-22
P003281,6,FAC006,Mixed,Male,Hispanic,Property,Medium,2017-07-23,2021-05-13
P003282,6,FAC006,Mixed,Male,White,Property,Medium,2019-02-11,
P003283,6,FAC006,Mixed,Male,Black,Violent,Medium,2015-06-01,
P003284,6,FAC006,Mixed,Male,Black,Drug,Medium,2025-02-08,
P003285,6,FAC006,Mixed,Male,White,Drug,Maximum,2010-06-01,2013-05-19
P003286,6,FAC006,Mixed,Male,Black,Violent,Maximum,2020-01-04,
P003287,6,FAC006,Mixed,Male,Black,Violent,Minimum,2022-05-29,
P003288,6,FAC006,Mixed,Male,White,Violent,Medium,2013-01-01,2015-06-17
P003289,6,FAC006,Mixed,Male,Black,PublicOrder,Medium,2020-12-02,2021-08-28
P003290,6,FAC006,Mixed,Male,White,Property,Medium,2021-02-05,
P003291,6,FAC006,Mixed,Male,White,Violent,Minimum,2015-08-27,2023-10-22
P003292,6,FAC006,Mixed,Male,Black,Property,Medium,2024-05-17,2025-06-27
P003293,6,FAC006,Mixed,Male,Black,Property,Maximum,2022-10-25,2024-12-16
P003294,6,FAC006,Mixed,Female,White,Property,Medium,2023-08-19,2023-10-09
P003295,6,FAC006,Mixed,Male,Black,Violent,Medium,2024-10-20,
P003296,6,FAC006,Mixed,Male,Black,Violent,Minimum,2010-04-11,
P003297,6,FAC006,Mixed,Male,Hispanic,Violent,Medium,2017-12-04,2020-01-16
P003298,6,FAC006,Mixed,Male,White,Drug,Maximum,2024-04-06,2024-05-08
P003299,6,FAC006,Mixed,Male,White,Property,Medium,2020-08-06,
P003300,6,FAC006,Mixed,Female,Black,Violent,Minimum,2020-09-01,2022-07-29
P003301,6,FAC006,Mixed,Male,Hispanic,Violent,Medium,2016-07-30,2023-06-22
P003302,6,FAC006,Mixed,Male,White,Drug,Minimum,2014-06-02,2021-10-24
P003303,6,FAC006,Mixed,Male,White,Violent,Medium,2018-01-09,2020-03-20
P003304,6,FAC006,Mixed,Female,White,Property,Minimum,2012-04-14,
P003305,6,FAC006,Mixed,Male,Hispanic,Property,Minimum,2014-01-18,2022-12-20
P003306,6,FAC006,Mixed,Male,Hispanic,Property,Medium,2013-12-28,
P003307,6,FAC006,Mixed,Male,Black,Violent,Medium,2017-01-02,
P003308,6,FAC006,Mixed,Male,Black,Other,Minimum,2017-05-20,2017-11-12
P003309,6,FAC006,Mixed,Male,White,Violent,Medium,2019-10-18,2022-07-15
P003310,6,FAC006,Mixed,Male,Other,Property,Minimum,2014-10-03,
P003311,6,FAC006,Mixed,Male,Hispanic,Property,Minimum,2021-08-07,2022-01-07
P003312,6,FAC006,Mixed,Male,White,Property,Maximum,2021-09-24,2025-02-11
P003313,6,FAC006,Mixed,Male,White,Property,Minimum,2012-02-27,2012-09-06
P003314,6,FAC006,Mixed,Male,Black,Violent,Medium,2017-10-24,
P003315,6,FAC006,Mixed,Male,White,Property,Minimum,2019-10-07,2025-07-05
P003316,6,FAC006,Mixed,Male,Hispanic,PublicOrder,Maximum,2024-01-29,2024-08-15
P003317,6,FAC006,Mixed,Female,White,Property,Medium,2016-06-10,2022-06-21
P003318,6,FAC006,Mixed,Male,Black,Violent,Medium,2014-07-08,
P003319,6,FAC006,Mixed,Male,White,Property,Maximum,2024-07-27,2024-10-09
P003320,6,FAC006,Mixed,Male,Black,PublicOrder,Minimum,2021-07-07,2023-03-24
P003321,6,FAC006,Mixed,Male,Black,Violent,Medium,2015-08-01,
P003322,6,FAC006,Mixed,Male,Black,Violent,Medium,2024-10-15,2025-02-14
P003323,6,FAC006,Mixed,Male,White,PublicOrder,Maximum,2019-02-24,2024-04-30
P003324,6,FAC006,Mixed,Male,Hispanic,Violent,Maximum,2016-05-10,2017-06-05
P003325,6,FAC006,Mixed,Male,White,Violent,Medium,2018-02-02,2025-05-31
P003326,6,FAC006,Mixed,Female,Black,Property,Medium,2010-06-19,
P003327,6,FAC006,Mixed,Male,White,Violent,Medium,2012-09-11,2018-11-29
P003328,6,FAC006,Mixed,Male,Hispanic,Violent,Minimum,2023-07-29,2025-02-10
P003329,6,FAC006,Mixed,Male,Asian,PublicOrder,Minimum,2014-02-25,
P003330,6,FAC006,Mixed,Male,Hispanic,Violent,Medium,2011-12-04,2018-11-06
P003331,6,FAC006,Mixed,Male,White,PublicOrder,Minimum,2017-05-08,
P003332,6,FAC006,Mixed,Male,Hispanic,Violent,Minimum,2011-12-22,2020-06-06
P003333,6,FAC006,Mixed,Male,Black,Property,Minimum,2024-05-19,2025-06-13
P003334,6,FAC006,Mixed,Male,Black,Violent,Medium,2021-11-07,2022-02-05
P003335,6,FAC006,Mixed,Male,White,Violent,Maximum,2021-08-22,
P003336,6,FAC006,Mixed,Male,Hispanic,PublicOrder,Medium,2011-06-18,
P003337,6,FAC006,Mixed,Male,Black,Violent,Maximum,2016-03-05,
P003338,6,FAC006,Mixed,Male,Black,Violent,Medium,2023-09-24,2024-10-27
P003339,6,FAC006,Mixed,Male,Black,Violent,Maximum,2013-12-03,
P003340,6,FAC006,Mixed,Male,White,Drug,Minimum,2025-04-03,2025-05-25
P003341,6,FAC006,Mixed,Male,White,Property,Maximum,2010-04-14,
P003342,6,FAC006,Mixed,Male,Black,Property,Medium,2023-08-17,
P003343,6,FAC006,Mixed,Male,White,Property,Medium,2024-05-19,2025-06-29
P003344,6,FAC006,Mixed,Male,White,Violent,Medium,2014-12-26,2020-09-27
P003345,6,FAC006,Mixed,Male,Black,Property,Medium,2018-09-09,2025-04-27
P003346,6,FAC006,Mixed,Male,Hispanic,Property,Minimum,2020-03-14,2025-05-30
P003347,6,FAC006,Mixed,Male,Hispanic,Violent,Medium,2021-06-20,
P003348,6,FAC006,Mixed,Male,White,Property,Medium,2022-12-02,
P003349,6,FAC006,Mixed,Male,Hispanic,Other,Maximum,2020-12-30,2021-07-18
P003350,6,FAC006,Mixed,Female,Black,Drug,Minimum,2024-01-26,2024-06-18
P003351,6,FAC006,Mixed,Male,Hispanic,Drug,Medium,2013-01-20,
P003352,6,FAC006,Mixed,Male,Black,Drug,Medium,2018-11-21,2020-08-07
P003353,6,FAC006,Mixed,Male,White,PublicOrder,Medium,2019-12-09,2024-06-19
P003354,6,FAC006,Mixed,Male,White,Property,Medium,2022-09-28,2024-09-22
P003355,6,FAC006,Mixed,Male,Black,Property,Medium,2011-10-16,2016-08-05
P003356,6,FAC006,Mixed,Male,Black,Violent,Medium,2024-08-15,
P003357,6,FAC006,Mixed,Male,White,Property,Minimum,2012-03-30,2013-03-24
P003358,6,FAC006,Mixed,Male,White,Drug,Medium,2018-07-30,
P003359,6,FAC006,Mixed,Female,White,Property,Medium,2020-11-05,
P003360,6,FAC006,Mixed,Male,Black,PublicOrder,Minimum,2010-02-03,2016-02-28
P003361,6,FAC006,Mixed,Male,Hispanic,PublicOrder,Medium,2015-01-15,
P003362,6,FAC006,Mixed,Male,Black,Other,Maximum,2014-09-11,2022-01-03
P003363,6,FAC006,Mixed,Male,White,Violent,Minimum,2024-10-26,2025-05-07
P003364,6,FAC006,Mixed,Male,Black,Property,Medium,2013-02-12,2014-11-04
P003365,6,FAC006,Mixed,Male,Hispanic,Property,Minimum,2017-06-09,2019-05-04
P003366,6,FAC006,Mixed,Male,White,Violent,Minimum,2012-01-03,2013-04-21
P003367,6,FAC006,Mixed,Male,Hispanic,Property,Minimum,2022-04-14,2023-10-21
P003368,6,FAC006,Mixed,Male,White,Violent,Minimum,2023-05-20,2025-02-17
P003369,6,FAC006,Mixed,Male,White,Property,Medium,2017-09-30,2018-02-05
P003370,6,FAC006,Mixed,Male,Hispanic,Violent,Medium,2024-03-31,
P003371,6,FAC006,Mixed,Male,Hispanic,Drug,Medium,2023-11-25,
P003372,6,FAC006,Mixed,Male,Black,Violent,Medium,2011-02-08,
P003373,6,FAC006,Mixed,Male,Black,Property,Minimum,2025-02-06,2025-06-19
P003374,6,FAC006,Mixed,Male,White,Drug,Medium,2021-10-13,2022-04-08
P003375,6,FAC006,Mixed,Male,White,Violent,Minimum,2010-06-12,2015-09-28
P003376,6,FAC006,Mixed,Male,White,Property,Minimum,2010-06-17,2014-11-27
P003377,6,FAC006,Mixed,Male,Black,Property,Medium,2017-08-24,2020-05-30
P003378,6,FAC006,Mixed,Female,White,Property,Medium,2019-09-21,2024-09-25
P003379,6,FAC006,Mixed,Male,Black,PublicOrder,Medium,2016-07-20,2023-10-21
P003380,6,FAC006,Mixed,Male,White,Other,Minimum,2019-05-09,
P003381,6,FAC006,Mixed,Male,Black,Other,Maximum,2025-02-16,
P003382,6,FAC006,Mixed,Male,White,Property,Minimum,2011-05-16,2014-05-01
P003383,6,FAC006,Mixed,Male,Black,Violent,Medium,2019-07-15,
P003384,6,FAC006,Mixed,Male,White,Property,Minimum,2023-06-22,
P003385,6,FAC006,Mixed,Male,Hispanic,PublicOrder,Maximum,2020-02-25,
P003386,6,FAC006,Mixed,Male,Black,Drug,Minimum,2011-08-03,
P003387,6,FAC006,Mixed,Male,White,PublicOrder,Medium,2011-07-18,2021-06-11
P003388,6,FAC006,Mixed,Female,Black,Violent,Medium,2024-12-27,2025-07-16
P003389,6,FAC006,Mixed,Male,White,Property,Minimum,2021-01-24,
P003390,6,FAC006,Mixed,Female,Black,PublicOrder,Minimum,2010-08-10,
P003391,6,FAC006,Mixed,Male,White,Property,Maximum,2018-11-13,2021-10-02
P003392,6,FAC006,Mixed,Male,Black,Property,Minimum,2021-06-24,2025-06-26
P003393,6,FAC006,Mixed,Male,Black,Violent,Medium,2010-03-03,
P003394,6,FAC006,Mixed,Male,White,PublicOrder,Minimum,2024-07-21,2024-09-28
P003395,6,FAC006,Mixed,Male,White,Other,Minimum,2024-03-21,2025-03-15
P003396,6,FAC006,Mixed,Male,Hispanic,Property,Maximum,2024-08-27,2025-08-04
P003397,6,FAC006,Mixed,Male,White,Drug,Medium,2015-09-15,2015-12-24
P003398,6,FAC006,Mixed,Male,White,Violent,Medium,2016-10-30,2018-07-19
P003399,6,FAC006,Mixed,Male,White,Other,Minimum,2015-12-30,2023-11-30
P003400,6,FAC006,Mixed,Male,White,Property,Minimum,2013-10-24,2014-06-17
P003401,6,FAC006,Mixed,Male,Hispanic,Violent,Medium,2017-12-15,2019-01-21
P003402,6,FAC006,Mixed,Male,Hispanic,Violent,Medium,2012-11-10,2016-01-10
P003403,6,FAC006,Mixed,Male,White,Violent,Minimum,2019-03-12,2021-06-24
P003404,6,FAC006,Mixed,Male,Native American,Drug,Minimum,2020-11-03,2021-10-22
P003405,6,FAC006,Mixed,Male,Black,Violent,Minimum,2017-07-12,2017-11-18
P003406,6,FAC006,Mixed,Male,Black,Violent,Medium,2023-11-29,
P003407,6,FAC006,Mixed,Male,White,Violent,Minimum,2022-08-14,2024-08-25
P003408,6,FAC006,Mixed,Male,White,Drug,Minimum,2020-06-14,
P003409,6,FAC006,Mixed,Male,White,Violent,Medium,2011-11-30,
P003410,6,FAC006,Mixed,Male,White,Drug,Minimum,2017-09-07,2019-08-24
P003411,6,FAC006,Mixed,Female,White,PublicOrder,Medium,2012-06-22,2021-02-11
P003412,6,FAC006,Mixed,Male,White,PublicOrder,Medium,2018-08-09,2023-02-01
P003413,6,FAC006,Mixed,Male,Hispanic,Property,Minimum,2012-10-25,
P003414,6,FAC006,Mixed,Female,Black,Drug,Maximum,2019-05-10,2022-11-05
P003415,6,FAC006,Mixed,Male,White,Violent,Minimum,2017-07-24,2024-04-05
P003416,6,FAC006,Mixed,Male,White,PublicOrder,Medium,2014-11-10,2022-02-07
P003417,6,FAC006,Mixed,Male,Hispanic,Violent,Medium,2017-01-16,2022-08-11
P003418,6,FAC006,Mixed,Male,Hispanic,Violent,Medium,2018-11-27,2019-09-21
P003419,6,FAC006,Mixed,Male,White,PublicOrder,Medium,2012-08-30,
P003420,6,FAC006,Mixed,Male,Black,Violent,Minimum,2024-05-23,2025-04-19
P003421,6,FAC006,Mixed,Male,Black,PublicOrder,Medium,2015-08-02,
P003422,6,FAC006,Mixed,Male,Black,Violent,Minimum,2017-10-18,2020-08-29
P003423,6,FAC006,Mixed,Male,White,PublicOrder,Medium,2024-03-28,2024-08-01
P003424,6,FAC006,Mixed,Male,White,PublicOrder,Minimum,2022-12-18,
P003425,6,FAC006,Mixed,Male,White,PublicOrder,Minimum,2024-04-17,2024-07-16
P003426,6,FAC006,Mixed,Male,White,Violent,Maximum,2021-06-22,
P003427,6,FAC006,Mixed,Male,Black,PublicOrder,Medium,2024-05-25,2024-09-13
P003428,6,FAC006,Mixed,Male,Hispanic,Property,Minimum,2017-04-27,2020-12-31
P003429,6,FAC006,Mixed,Male,White,Drug,Minimum,2017-11-12,2020-03-12
P003430,6,FAC006,Mixed,Male,Native American,Drug,Maximum,2010-02-28,
P003431,6,FAC006,Mixed,Male,Black,Property,Medium,2011-01-12,2013-02-20
P003432,6,FAC006,Mixed,Male,White,Violent,Medium,2011-07-12,
P003433,6,FAC006,Mixed,Male,White,PublicOrder,Minimum,2023-12-21,
P003434,6,FAC006,Mixed,Male,White,Property,Maximum,2024-04-24,2024-07-07
P003435,6,FAC006,Mixed,Female,White,Other,Maximum,2020-12-17,2023-04-23
P003436,6,FAC006,Mixed,Female,White,Other,Maximum,2021-03-05,
P003437,6,FAC006,Mixed,Male,Black,Violent,Minimum,2021-12-31,
P003438,6,FAC006,Mixed,Male,Black,PublicOrder,Medium,2011-09-24,2021-06-16
P003439,6,FAC006,Mixed,Male,White,Violent,Minimum,2019-12-16,2022-02-14
P003440,6,FAC006,Mixed,Male,Black,PublicOrder,Medium,2014-07-15,2020-09-14
P003441,6,FAC006,Mixed,Male,Black,Property,Medium,2019-05-20,
P003442,6,FAC006,Mixed,Male,Black,Violent,Medium,2020-02-01,
P003443,6,FAC006,Mixed,Male,Black,Violent,Medium,2020-10-26,2021-07-01
P003444,6,FAC006,Mixed,Male,Black,Drug,Medium,2014-01-17,2019-12-17
P003445,6,FAC006,Mixed,Male,White,Violent,Medium,2022-10-04,
P003446,6,FAC006,Mixed,Male,White,Property,Medium,2019-02-13,
P003447,6,FAC006,Mixed,Male,Black,Drug,Medium,2011-11-03,
P003448,6,FAC006,Mixed,Male,Black,Property,Maximum,2025-03-28,
P003449,6,FAC006,Mixed,Male,Black,Drug,Minimum,2016-01-14,2024-06-04
P003450,6,FAC006,Mixed,Male,Other,Violent,Medium,2015-01-13,2018-09-03
P003451,6,FAC006,Mixed,Male,Black,Drug,Minimum,2018-06-08,2019-04-05
P003452,6,FAC006,Mixed,Female,Black,Drug,Medium,2020-02-09,
P003453,6,FAC006,Mixed,Male,White,Drug,Minimum,2023-02-28,2025-02-16
P003454,6,FAC006,Mixed,Male,Hispanic,PublicOrder,Medium,2024-09-08,2025-07-08
P003455,6,FAC006,Mixed,Male,White,Violent,Medium,2014-01-20,2022-01-19
P003456,6,FAC006,Mixed,Male,Black,Drug,Medium,2021-08-04,2024-03-12
P003457,6,FAC006,Mixed,Male,Black,PublicOrder,Medium,2020-02-04,
P003458,6,FAC006,Mixed,Male,Hispanic,Violent,Minimum,2024-03-13,2024-11-04
P003459,6,FAC006,Mixed,Female,Black,Property,Medium,2012-07-22,2020-05-27
P003460,6,FAC006,Mixed,Male,Black,Property,Medium,2024-08-31,2025-04-05
P003461,6,FAC006,Mixed,Male,White,Other,Medium,2021-11-11,2022-01-20
P003462,6,FAC006,Mixed,Male,Hispanic,Violent,Minimum,2020-06-23,2024-12-23
P003463,6,FAC006,Mixed,Male,White,Violent,Maximum,2016-08-12,
P003464,6,FAC006,Mixed,Male,Black,Violent,Medium,2020-12-07,
P003465,6,FAC006,Mixed,Male,White,Violent,Medium,2017-03-25,2019-02-12
P003466,6,FAC006,Mixed,Male,Black,Drug,Minimum,2011-09-21,
P003467,6,FAC006,Mixed,Male,Hispanic,PublicOrder,Medium,2021-02-18,
P003468,6,FAC006,Mixed,Male,Hispanic,Violent,Medium,2010-10-24,2020-09-17
P003469,6,FAC006,Mixed,Male,White,Drug,Medium,2018-11-04,
P003470,6,FAC006,Mixed,Male,White,Drug,Medium,2022-03-06,2024-02-16
P003471,6,FAC006,Mixed,Male,Native American,Property,Maximum,2023-06-20,2023-12-14
P003472,6,FAC006,Mixed,Male,White,Property,Medium,2012-10-03,
P003473,6,FAC006,Mixed,Male,Black,Other,Minimum,2011-04-04,
P003474,6,FAC006,Mixed,Male,Hispanic,Violent,Minimum,2015-01-22,2023-12-31
P003475,6,FAC006,Mixed,Female,Black,Drug,Maximum,2019-09-13,
P003476,6,FAC006,Mixed,Male,White,Property,Minimum,2023-11-19,2024-02-14
P003477,6,FAC006,Mixed,Male,White,Violent,Medium,2013-03-03,
P003478,6,FAC006,Mixed,Female,White,PublicOrder,Medium,2022-06-06,2025-07-14
P003479,6,FAC006,Mixed,Male,Black,Property,Medium,2014-05-17,
P003480,6,FAC006,Mixed,Male,White,Violent,Medium,2019-03-26,2020-04-23
P003481,6,FAC006,Mixed,Male,White,Violent,Medium,2017-12-23,
P003482,6,FAC006,Mixed,Male,Black,PublicOrder,Maximum,2022-08-30,
P003483,6,FAC006,Mixed,Male,Black,Other,Minimum,2015-12-31,2020-03-08
P003484,6,FAC006,Mixed,Male,Asian,Property,Minimum,2020-09-08,
P003485,6,FAC006,Mixed,Female,White,PublicOrder,Medium,2022-03-23,
P003486,6,FAC006,Mixed,Male,Hispanic,PublicOrder,Minimum,2018-11-26,
P003487,6,FAC006,Mixed,Male,Black,PublicOrder,Medium,2016-02-10,
P003488,6,FAC006,Mixed,Male,Black,Property,Minimum,2024-07-26,2025-07-04
P003489,6,FAC006,Mixed,Male,Hispanic,Drug,Minimum,2015-12-04,
P003490,6,FAC006,Mixed,Male,Black,Violent,Maximum,2023-01-27,
P003491,6,FAC006,Mixed,Male,Native American,Violent,Minimum,2020-10-23,2022-06-08
P003492,6,FAC006,Mixed,Male,White,Violent,Medium,2012-07-22,2021-08-20
P003493,6,FAC006,Mixed,Male,Black,Violent,Minimum,2021-04-06,
P003494,6,FAC006,Mixed,Female,Black,PublicOrder,Medium,2023-08-12,2024-07-19
P003495,6,FAC006,Mixed,Male,White,Drug,Medium,2024-05-12,
P003496,6,FAC006,Mixed,Female,Black,PublicOrder,Medium,2011-05-30,
P003497,6,FAC006,Mixed,Male,White,Violent,Medium,2019-11-10,2024-03-08
P003498,6,FAC006,Mixed,Male,Hispanic,Violent,Minimum,2014-09-25,
P003499,6,FAC006,Mixed,Male,Black,Violent,Medium,2014-02-05,2019-02-15
P003500,6,FAC006,Mixed,Male,Black,Violent,Medium,2023-12-15,2024-12-16
P003501,6,FAC006,Mixed,Male,Hispanic,Drug,Medium,2025-06-02,
P003502,6,FAC006,Mixed,Male,White,PublicOrder,Medium,2013-10-24,
P003503,6,FAC006,Mixed,Male,Black,Other,Maximum,2025-03-07,2025-05-21
P003504,6,FAC006,Mixed,Male,Black,Violent,Minimum,2023-12-29,2025-07-10
P003505,6,FAC006,Mixed,Male,White,Other,Minimum,2011-08-04,2015-02-17
P003506,6,FAC006,Mixed,Male,Black,PublicOrder,Medium,2021-01-07,2021-10-12
