person_id,year,facility_id,facility_name,facility_gender_policy,gender,race,offense_type,security_level,admission_date,parole_date
P202100309,2021.0,7,FAC007,Mixed,Male,White,Violent,Maximum,2021-11-06,2023-01-03
P202100310,2021.0,7,FAC007,Mixed,Male,White,Violent,Maximum,2021-03-29,
P202100311,2021.0,7,,Mixed,Male,,Violent,Maximum,2021-08-24,
P202100312,2021.0,7,FAC007,Mixed,Male,Hispanic,PublicOrder,Minimum,2021-09-05,2022-12-02
P202100313,2021.0,7,FAC007,Mixed,,Black,Property,Medium,2021-03-06,
P202100314,2021.0,7,FAC007,Mixed,Male,Black,Property,Medium,2021-09-07,2024-08-16
P202100315,2021.0,7,FAC007,Mixed,Male,White,Violent,Maximum,2021-05-18,
P202100316,2021.0,7,FAC007,Mixed,Male,,PublicOrder,Minimum,2021-12-06,
P202100317,2021.0,7,FAC007,Mixed,Male,Black,Property,Medium,2021-04-22,
P202100318,2021.0,7,FAC007,Mixed,Male,Hispanic,PublicOrder,Minimum,2021-12-31,
P202100319,2021.0,7,FAC007,Mixed,,White,Violent,Maximum,2021-08-26,
P202100320,2021.0,7,FAC007,Mixed,Male,Black,Property,Medium,2021-02-05,
P202100321,2021.0,7,FAC007,,Male,White,,Medium,2021-04-02,2022-08-15
P202100322,2021.0,7,FAC007,Mixed,Male,Black,Property,Medium,2021-08-11,
P202100323,2021.0,7,FAC007,Mixed,Male,White,Violent,Maximum,2021-08-04,2023-09-28
P202100324,2021.0,7,FAC007,Mixed,Male,Hispanic,PublicOrder,Minimum,2021-08-30,
P202100325,2021.0,7,FAC007,Mixed,Male,Black,Drug,Minimum,2021-08-16,
P202100326,2021.0,7,FAC007,Mixed,Male,Hispanic,Drug,Minimum,2021-01-24,2025-06-20
P202100327,,7,FAC007,Mixed,Male,White,Violent,Maximum,2021-01-04,2023-06-01
P202100328,2021.0,7,FAC007,Mixed,Female,Black,Property,Medium,2021-12-19,2022-12-11
P202100329,2021.0,7,FAC007,Mixed,Male,Black,Property,Medium,2021-08-29,
P202100330,2021.0,7,,,Male,Black,Drug,Minimum,2021-09-29,2024-03-31
P202100331,,7,FAC007,Mixed,Male,White,Violent,Maximum,2021-05-14,2023-02-27
P202100332,2021.0,7,,,Female,White,Violent,Medium,2021-06-04,
P202100333,2021.0,7,,Mixed,Male,Hispanic,PublicOrder,Minimum,2021-05-06,
P202100334,2021.0,7,FAC007,Mixed,,Hispanic,PublicOrder,Minimum,2021-02-10,2022-11-08
P202100335,2021.0,7,FAC007,Mixed,Male,Hispanic,,Minimum,2021-04-23,2025-06-14
P202100336,2021.0,7,,Mixed,Male,Black,Property,Medium,2021-08-07,
P202100337,2021.0,7,FAC007,Mixed,Male,Black,Property,Medium,2021-03-29,
P202100338,,7,FAC007,Mixed,Male,White,Violent,Maximum,,
P202100339,2021.0,7,FAC007,Mixed,Male,Hispanic,PublicOrder,Minimum,2021-01-20,2022-02-24
P202100340,2021.0,7,FAC007,Mixed,Male,Black,Property,Medium,2021-11-04,
P202100341,2021.0,7,FAC007,,Male,Hispanic,PublicOrder,Minimum,2021-01-01,2024-11-30
P202100342,2021.0,7,FAC007,Mixed,Male,,Violent,Medium,,2025-07-17
P202100343,2021.0,7,,Mixed,Male,Hispanic,PublicOrder,Minimum,2021-04-06,
P202100344,2021.0,7,FAC007,Mixed,Male,,Violent,Medium,,2022-12-31
P202100345,2021.0,7,FAC007,Mixed,Male,Hispanic,PublicOrder,Minimum,2021-02-08,2022-03-12
P202100346,2021.0,7,,Mixed,,Black,Drug,Minimum,,
P202100347,2021.0,7,FAC007,Mixed,Male,White,Violent,,2021-03-17,
P202100348,2021.0,7,,Mixed,,Black,Property,Medium,2021-02-03,2023-03-21
P202100349,2021.0,7,FAC007,Mixed,Male,Hispanic,Drug,Minimum,2021-02-25,2023-09-26
P202100350,,7,FAC007,Mixed,Female,,PublicOrder,,2021-02-05,
P202100351,,7,FAC007,Mixed,Male,Black,Property,Medium,2021-11-03,
P202100352,2021.0,7,FAC007,,,Black,Property,Medium,,2021-11-24
P202100353,,7,FAC007,Mixed,,Black,Property,Medium,2021-06-10,2023-11-30
P202100354,2021.0,7,FAC007,Mixed,Male,Asian,,,2021-03-03,
P202100355,2021.0,7,FAC007,Mixed,Male,Black,Property,,2021-10-31,2023-12-05
P202100356,2021.0,7,FAC007,Mixed,Male,White,Violent,Maximum,2021-03-31,2025-05-03
P202100357,,7,FAC007,,Male,Black,Property,Medium,,2025-07-18
P202100358,2021.0,7,FAC007,Mixed,Male,Hispanic,PublicOrder,,2021-12-29,
P202100359,2021.0,7,FAC007,Mixed,Male,Black,Property,,2021-12-12,2025-07-21
P202100360,2021.0,7,FAC007,Mixed,Male,Black,Drug,Minimum,2021-07-08,
P202100361,2021.0,7,FAC007,Mixed,,White,Violent,Medium,2021-04-02,
P202100362,2021.0,7,FAC007,Mixed,Male,Hispanic,PublicOrder,Minimum,2021-05-23,2022-01-25
P202100363,2021.0,7,FAC007,Mixed,,White,Property,Medium,2021-10-25,
P202100364,2021.0,7,FAC007,Mixed,,Black,Property,,,2024-06-17
P202100365,2021.0,7,,Mixed,,Hispanic,Other,Minimum,2021-09-08,2025-04-16
P202100366,2021.0,7,FAC007,,Female,Hispanic,Drug,Minimum,2021-03-16,
P202100367,2021.0,7,FAC007,Mixed,Female,Black,Property,Medium,2021-07-18,2021-12-07
P202100368,2021.0,7,FAC007,Mixed,Male,,Drug,Minimum,2021-06-23,
P202100369,2021.0,7,FAC007,Mixed,Male,,,Medium,2021-02-23,2024-11-13
P202100370,2021.0,7,FAC007,Mixed,Male,White,Violent,Maximum,2021-04-30,2021-06-20
P202100371,2021.0,7,FAC007,Mixed,Female,White,Violent,Maximum,2021-04-15,2021-09-29
P202100372,2021.0,7,FAC007,,Male,White,,Medium,2021-08-16,2022-05-25
P202100373,2021.0,7,FAC007,Mixed,Male,Black,Drug,Minimum,2021-11-19,
P202100374,2021.0,7,FAC007,Mixed,Male,,Drug,Medium,2021-11-03,2024-11-21
P202100375,2021.0,7,FAC007,Mixed,Male,Black,Drug,Minimum,2021-08-22,
P202100376,2021.0,7,,Mixed,Male,,PublicOrder,Minimum,2021-07-15,
P202100377,,7,FAC007,Mixed,Male,White,Property,Medium,2021-04-17,
P202100378,2021.0,7,FAC007,,Female,Black,Drug,Minimum,2021-07-14,2022-10-30
P202100379,2021.0,7,FAC007,Mixed,Male,Native American,Other,Minimum,2021-09-15,2024-07-26
P202100380,2021.0,7,FAC007,Mixed,Male,White,,Medium,2021-05-16,
P202100381,2021.0,7,FAC007,Mixed,Male,White,Violent,Maximum,2021-08-20,2025-07-16
P202100382,2021.0,7,FAC007,Mixed,Male,Black,Property,Medium,2021-06-22,2023-02-11
P202100383,2021.0,7,FAC007,Mixed,Female,White,Violent,Medium,2021-01-07,2023-06-28
P202100384,2021.0,7,FAC007,Mixed,Male,White,Violent,Maximum,,
P202100385,2021.0,7,FAC007,,,Hispanic,PublicOrder,Minimum,2021-10-17,2024-09-11
P202100386,2021.0,7,FAC007,,Male,Black,Drug,Minimum,2021-07-18,
P202100387,2021.0,7,FAC007,Mixed,Male,White,Violent,,2021-11-12,
P202100388,2021.0,7,FAC007,Mixed,Male,White,Violent,Medium,2021-05-21,2024-07-25
P202100389,2021.0,7,FAC007,Mixed,Male,Hispanic,PublicOrder,Minimum,,
P202100390,2021.0,7,FAC007,Mixed,Male,White,Violent,,2021-06-24,
P202100391,2021.0,7,FAC007,Mixed,Male,Black,Property,Medium,2021-03-05,
P202100392,,7,FAC007,Mixed,Male,White,Violent,Maximum,2021-06-07,2024-05-19
P202100393,2021.0,7,FAC007,Mixed,Male,Black,Property,Medium,2021-03-27,
P202100394,,7,FAC007,Mixed,Male,Hispanic,PublicOrder,Minimum,2021-01-15,2023-10-21
P202100395,2021.0,7,FAC007,Mixed,Male,,PublicOrder,Minimum,2021-02-15,2022-01-10
P202100396,2021.0,7,FAC007,Mixed,Male,Black,,,2021-04-18,2023-10-02
P202100397,2021.0,7,FAC007,Mixed,Male,Hispanic,PublicOrder,Minimum,2021-11-25,
P202100398,2021.0,7,FAC007,Mixed,Male,Hispanic,PublicOrder,Minimum,2021-01-24,2021-07-14
P202100399,2021.0,7,FAC007,Mixed,Male,Hispanic,PublicOrder,Minimum,2021-04-21,
P202100400,,7,FAC007,Mixed,Male,Other,,Minimum,2021-03-23,
P202100401,2021.0,8,,Mixed,Male,Black,Drug,Minimum,2021-06-09,
P202100402,2021.0,8,FAC008,Mixed,Male,Hispanic,PublicOrder,Minimum,2021-11-19,2023-01-23
P202100403,2021.0,8,FAC008,Mixed,Male,Black,Property,Medium,,
P202100404,2021.0,8,FAC008,Mixed,Male,Other,,Minimum,2021-02-26,2024-03-17
P202100405,2021.0,8,FAC008,Mixed,Male,Black,Drug,Minimum,2021-06-18,
P202100406,2021.0,8,,Mixed,Male,,Property,Medium,2021-04-21,2023-03-01
P202100407,2021.0,8,,Mixed,Male,White,Violent,Medium,2021-12-20,
P202100408,2021.0,8,FAC008,Mixed,,White,Violent,Maximum,2021-05-29,
P202100409,2021.0,8,FAC008,Mixed,Male,Black,Drug,Minimum,2021-07-12,2022-11-19
P202100410,2021.0,8,FAC008,Mixed,Male,White,Violent,Maximum,2021-01-07,2023-02-24
P202100411,2021.0,8,FAC008,Mixed,Male,White,Violent,,,2022-03-02
P202100412,2021.0,8,FAC008,Mixed,Male,White,,Medium,2021-03-06,2021-11-17
P202100413,,8,FAC008,Mixed,Male,White,Violent,Maximum,2021-05-27,
P202100414,2021.0,8,FAC008,Mixed,Male,Black,Drug,Minimum,2021-01-10,2024-05-15
P202100415,2021.0,8,FAC008,Mixed,,White,Violent,Medium,2021-05-27,
P202100416,2021.0,8,FAC008,Mixed,Male,White,Violent,Medium,2021-02-25,2021-11-16
P202100417,2021.0,8,FAC008,Mixed,Male,Black,Property,Medium,2021-11-12,2023-09-27
P202100418,,8,FAC008,Mixed,Male,White,Violent,Maximum,2021-07-19,
P202100419,2021.0,8,FAC008,Mixed,,Other,Other,Minimum,2021-03-19,2022-04-17
P202100420,2021.0,8,FAC008,Mixed,,,Property,Medium,2021-06-16,2023-09-07
P202100421,2021.0,8,FAC008,Mixed,Male,Hispanic,PublicOrder,Minimum,2021-08-10,2024-12-17
P202100422,2021.0,8,FAC008,Mixed,Male,,Other,Minimum,2021-10-04,
P202100423,,8,FAC008,Mixed,Male,Black,Drug,Minimum,2021-04-13,2022-04-19
P202100424,2021.0,8,FAC008,Mixed,,White,Violent,Medium,2021-10-06,2022-12-20
P202100425,2021.0,8,,Mixed,Male,Hispanic,PublicOrder,Minimum,2021-06-28,2024-06-20
P202100426,2021.0,8,,Mixed,Male,Hispanic,PublicOrder,Minimum,2021-02-05,
P202100427,2021.0,8,FAC008,Mixed,Male,White,Violent,Medium,2021-10-02,2025-05-10
P202100428,2021.0,8,FAC008,Mixed,Male,,,Minimum,2021-02-01,2025-03-23
P202100429,2021.0,8,FAC008,Mixed,Male,Hispanic,Other,Minimum,2021-12-04,
P202100430,2021.0,8,FAC008,Mixed,Male,Black,Drug,Minimum,2021-11-17,
P202100431,2021.0,8,FAC008,Mixed,Male,Hispanic,PublicOrder,Minimum,2021-01-28,2024-05-25
P202100432,,8,FAC008,Mixed,Male,Black,Drug,Minimum,2021-07-31,
P202100433,2021.0,8,FAC008,Mixed,Male,,Violent,Medium,2021-06-02,
P202100434,,8,FAC008,Mixed,Female,,PublicOrder,Minimum,,
P202100435,2021.0,8,FAC008,Mixed,Male,Black,Drug,Medium,2021-11-17,
P202100436,2021.0,8,FAC008,Mixed,Male,White,Violent,Medium,2021-10-27,2025-05-20
P202100437,2021.0,8,FAC008,,Male,Hispanic,PublicOrder,Minimum,2021-06-09,2021-11-06
P202100438,2021.0,8,FAC008,Mixed,Male,Hispanic,PublicOrder,Minimum,2021-12-31,2025-01-05
P202100439,2021.0,8,FAC008,Mixed,Male,Hispanic,PublicOrder,Minimum,2021-08-13,2025-05-09
P202100440,2021.0,8,,Mixed,Male,White,Violent,,2021-05-19,2023-11-01
P202100441,,8,FAC008,Mixed,Male,Black,Property,Medium,2021-05-07,
P202100442,,8,,Mixed,Male,Black,Property,Medium,,
P202100443,2021.0,8,FAC008,Mixed,Female,Black,Drug,Medium,2021-08-23,
P202100444,2021.0,8,FAC008,,Male,White,,Medium,,2025-02-22
P202100445,,8,FAC008,Mixed,Male,Black,Drug,Minimum,2021-04-03,2024-03-16
P202100446,2021.0,8,FAC008,Mixed,Male,Black,Property,Medium,2021-12-18,
P202100447,2021.0,8,FAC008,Mixed,Female,,Property,,2021-04-06,
P202100448,2021.0,8,FAC008,Mixed,Male,Hispanic,Other,Minimum,2021-04-06,
P202100449,2021.0,8,FAC008,Mixed,Female,White,Violent,Maximum,2021-09-28,2023-08-30
P202100450,2021.0,8,FAC008,Mixed,Male,White,Violent,Medium,2021-09-11,
P202100451,2021.0,8,FAC008,Mixed,Male,White,Violent,Medium,2021-08-27,
P202100452,2021.0,8,FAC008,Mixed,Female,Black,Property,Medium,2021-08-12,
P202100453,2021.0,8,FAC008,Mixed,Male,Hispanic,PublicOrder,Minimum,2021-09-04,2022-12-30
P202100454,2021.0,8,,Mixed,Male,,Drug,Minimum,2021-09-06,2022-06-07
P202100455,2021.0,8,FAC008,Mixed,Male,Black,Drug,Minimum,2021-03-24,2021-04-27
P202100456,2021.0,8,FAC008,Mixed,,White,Violent,Medium,2021-04-25,
P202100457,2021.0,8,,Mixed,Female,White,Violent,Medium,2021-03-20,2023-02-25
P202100458,2021.0,8,FAC008,,Male,White,Violent,,2021-04-15,2023-11-27
P202100459,2021.0,8,FAC008,Mixed,Male,Black,Property,Medium,2021-06-26,
P202100460,2021.0,8,FAC008,Mixed,Male,Black,Property,,,2024-10-13
P202100461,2021.0,8,FAC008,Mixed,Male,,Property,,2021-01-30,2022-01-26
P202100462,2021.0,8,FAC008,Mixed,Male,Black,,Minimum,2021-01-30,2024-02-04
P202100463,2021.0,8,FAC008,Mixed,Male,Hispanic,PublicOrder,Minimum,2021-06-23,2025-05-20
P202100464,2021.0,8,FAC008,Mixed,Male,Black,Drug,Medium,2021-06-26,2023-07-02
P202100465,2021.0,8,FAC008,Mixed,Male,Black,Property,Medium,2021-01-11,
P202100466,2021.0,8,FAC008,Mixed,Male,,Violent,Maximum,2021-12-24,2024-06-16
P202100467,2021.0,8,FAC008,Mixed,Male,Black,Property,Medium,2021-09-04,
P202100468,2021.0,8,,Mixed,Male,Black,Drug,Minimum,2021-10-01,
P202100469,2021.0,8,FAC008,Mixed,Male,White,Property,Medium,2021-08-25,2022-10-12
P202100470,2021.0,8,FAC008,Mixed,Male,White,Violent,Maximum,2021-08-19,2021-09-28
P202100471,2021.0,8,FAC008,,Male,White,Violent,,2021-07-11,
P202100472,2021.0,8,FAC008,Mixed,Male,White,Violent,Maximum,,2024-12-13
P202100473,2021.0,8,FAC008,Mixed,Male,Hispanic,PublicOrder,Minimum,2021-02-28,2022-12-09
P202100474,2021.0,8,,Mixed,Male,White,Violent,Medium,2021-07-07,2022-07-04
P202100475,2021.0,8,FAC008,Mixed,,Black,Drug,Minimum,2021-01-23,2023-08-07
P202100476,2021.0,8,FAC008,Mixed,Male,White,Violent,Medium,2021-04-07,
P202100477,2021.0,8,FAC008,Mixed,Male,White,Violent,Medium,2021-12-09,2024-12-06
P202100478,,8,FAC008,Mixed,,,PublicOrder,Minimum,,
P202100479,2021.0,8,FAC008,Mixed,Male,Hispanic,PublicOrder,Minimum,2021-09-21,2024-07-19
P202100480,2021.0,8,FAC008,Mixed,,Black,Property,,2021-09-27,2022-12-07
P202100481,2021.0,8,FAC008,Mixed,Male,Black,,Medium,2021-12-28,2023-05-20
P202100482,2021.0,8,FAC008,Mixed,Male,Hispanic,Other,Minimum,2021-01-24,2023-11-21
P202100483,2021.0,8,FAC008,Mixed,Male,Black,Property,Medium,2021-05-08,2021-09-13
P202100484,2021.0,8,FAC008,Mixed,Male,Hispanic,,Minimum,,2023-05-25
P202100485,2021.0,8,FAC008,Mixed,Male,Black,Property,Medium,2021-09-22,2025-01-08
P202100486,2021.0,8,FAC008,Mixed,Male,White,Violent,Medium,2021-02-23,2025-05-02
P202100487,2021.0,8,FAC008,,Male,Black,Drug,Medium,2021-10-04,2022-01-25
P202100488,2021.0,8,FAC008,Mixed,Female,Hispanic,,,2021-11-26,2024-02-22
P202100489,2021.0,8,FAC008,Mixed,Male,White,Violent,Medium,2021-09-06,2022-01-18
P202100490,2021.0,8,FAC008,Mixed,Male,Asian,,Minimum,2021-02-12,
P202100491,2021.0,8,FAC008,,Male,Black,Property,,2021-01-28,
P202100492,2021.0,8,FAC008,Mixed,Male,Black,Property,Medium,2021-04-29,
P202100493,2021.0,8,FAC008,Mixed,Male,White,Violent,Medium,2021-06-05,
P202100494,2021.0,8,FAC008,Mixed,Male,White,Violent,Medium,2021-05-04,2023-02-02
P202100495,,8,FAC008,Mixed,,White,Violent,Medium,2021-09-10,
P202100496,,8,FAC008,Mixed,Male,Black,Property,,2021-11-16,
P202100497,2021.0,8,FAC008,Mixed,Male,Black,Property,Medium,2021-06-08,
P202100498,,8,FAC008,Mixed,Female,Black,Drug,Minimum,2021-05-10,2022-10-21
P202100499,,8,FAC008,Mixed,Male,Black,Property,Medium,2021-10-30,
P202100500,2021.0,8,FAC008,Mixed,Male,Hispanic,Other,Minimum,2021-04-21,
P202100501,2021.0,9,FAC009,Mixed,Male,Hispanic,PublicOrder,Minimum,2021-07-25,2022-06-16
P202100502,2021.0,9,FAC009,Mixed,Male,Hispanic,Drug,Minimum,,
P202100503,2021.0,9,FAC009,Mixed,Male,Hispanic,PublicOrder,Minimum,2021-08-28,2024-08-14
P202100504,2021.0,9,,Mixed,,White,Property,Medium,2021-07-03,2023-12-09
P202100505,2021.0,9,,Mixed,Male,White,Violent,,2021-05-24,2022-06-15
P202100506,2021.0,9,FAC009,Mixed,Male,Black,Property,,2021-04-22,2021-11-07
P202100507,2021.0,9,FAC009,Mixed,Male,White,Violent,Maximum,2021-09-13,2024-03-23
P202100508,2021.0,9,FAC009,Mixed,Male,Black,Drug,Medium,2021-12-21,2022-05-01
P202100509,2021.0,9,FAC009,,,White,,Maximum,2021-03-24,2022-10-27
P202100510,2021.0,9,FAC009,Mixed,Male,,Drug,Medium,2021-08-14,2025-06-04
P202100511,2021.0,9,FAC009,Mixed,Male,White,Violent,Maximum,,2024-09-03
P202100512,2021.0,9,FAC009,Mixed,Male,,,,2021-08-23,
P202100513,2021.0,9,FAC009,Mixed,Female,Black,Drug,Minimum,2021-04-07,2022-12-01
P202100514,2021.0,9,FAC009,Mixed,Male,Hispanic,PublicOrder,Minimum,2021-11-06,
P202100515,2021.0,9,FAC009,Mixed,Male,White,Violent,Medium,,
P202100516,2021.0,9,FAC009,Mixed,Male,Black,Property,Medium,2021-05-03,2025-03-06
P202100517,2021.0,9,FAC009,,Male,Black,Drug,Minimum,2021-06-09,2025-03-26
P202100518,2021.0,9,FAC009,Mixed,Male,Hispanic,PublicOrder,Minimum,2021-12-24,2023-10-07
P202100519,2021.0,9,,Mixed,Male,Black,Drug,Medium,2021-03-21,2022-05-26
P202100520,2021.0,9,FAC009,Mixed,Male,White,Violent,Medium,2021-03-12,2021-11-21
P202100521,2021.0,9,FAC009,Mixed,Male,Black,Drug,Minimum,2021-08-03,
P202100522,2021.0,9,FAC009,,Male,Hispanic,Other,Minimum,2021-02-18,2025-03-09
P202100523,2021.0,9,,Mixed,Male,Hispanic,PublicOrder,,2021-03-14,
P202100524,2021.0,9,FAC009,,Male,Black,Property,Medium,2021-11-21,2023-11-10
P202100525,2021.0,9,,Mixed,Male,Black,Drug,Minimum,2021-07-04,2022-10-07
P202100526,,9,FAC009,Mixed,Female,Black,Drug,,2021-06-08,
P202100527,2021.0,9,FAC009,Mixed,Male,Hispanic,PublicOrder,Minimum,2021-06-14,
P202100528,,9,FAC009,Mixed,Male,Hispanic,PublicOrder,Minimum,2021-05-17,2022-05-12
P202100529,2021.0,9,FAC009,Mixed,Male,Native American,Other,Minimum,2021-06-29,
P202100530,2021.0,9,FAC009,Mixed,Male,Hispanic,PublicOrder,Minimum,2021-04-09,
P202100531,2021.0,9,FAC009,Mixed,Male,Black,,Medium,2021-09-09,2025-06-03
P202100532,2021.0,9,FAC009,Mixed,Male,White,Violent,Medium,2021-08-03,
P202100533,2021.0,9,FAC009,Mixed,Male,,Violent,Medium,2021-10-31,2024-07-08
P202100534,2021.0,9,FAC009,Mixed,Male,Black,Drug,Minimum,,
P202100535,2021.0,9,FAC009,Mixed,Male,White,Violent,Medium,2021-03-08,2023-12-24
P202100536,2021.0,9,FAC009,Mixed,Male,White,,Medium,,
P202100537,2021.0,9,FAC009,Mixed,Male,Black,Property,Medium,2021-01-03,
P202100538,2021.0,9,FAC009,Mixed,Male,Black,Drug,Minimum,,
P202100539,2021.0,9,FAC009,Mixed,Male,,Property,Medium,2021-12-22,
P202100540,2021.0,9,FAC009,,Male,White,,Maximum,2021-02-27,
P202100541,2021.0,9,FAC009,Mixed,Male,White,Violent,Maximum,2021-06-17,
P202100542,2021.0,9,,Mixed,Female,,Property,Medium,2021-12-31,
P202100543,2021.0,9,,Mixed,,Hispanic,PublicOrder,Minimum,2021-05-14,
P202100544,2021.0,9,FAC009,Mixed,Male,Hispanic,PublicOrder,Minimum,2021-05-21,2021-10-15
P202100545,,9,FAC009,Mixed,Female,White,Violent,Medium,2021-12-14,2022-10-25
P202100546,2021.0,9,FAC009,Mixed,Male,White,Property,Medium,2021-02-13,2022-04-07
P202100547,2021.0,9,,Mixed,Male,White,Property,Medium,2021-07-14,2023-06-15
P202100548,2021.0,9,FAC009,Mixed,Male,Black,Property,Medium,2021-11-28,2022-09-13
P202100549,2021.0,9,FAC009,,,White,Violent,Maximum,,
P202100550,2021.0,9,FAC009,Mixed,Male,Black,Drug,Minimum,,2024-01-22
P202100551,2021.0,9,FAC009,Mixed,,Hispanic,PublicOrder,Minimum,2021-10-20,2022-07-23
P202100552,2021.0,9,FAC009,Mixed,Male,White,Violent,,2021-05-29,2025-07-11
P202100553,2021.0,9,FAC009,,Male,Hispanic,Drug,Minimum,2021-11-28,
P202100554,2021.0,9,FAC009,,Male,Black,Property,Medium,2021-06-05,2023-05-07
P202100555,2021.0,9,FAC009,,Male,,Drug,Minimum,2021-12-20,
P202100556,2021.0,9,FAC009,Mixed,Male,Hispanic,PublicOrder,,2021-08-19,2023-08-13
P202100557,2021.0,9,FAC009,Mixed,,,,Medium,2021-10-10,2022-06-04
P202100558,2021.0,9,FAC009,Mixed,Male,Black,Property,Medium,2021-10-12,
P202100559,2021.0,9,FAC009,,Male,Black,Drug,Minimum,2021-02-26,2021-08-09
P202100560,2021.0,9,FAC009,Mixed,Male,Hispanic,PublicOrder,Minimum,2021-04-16,
P202100561,2021.0,9,FAC009,Mixed,Female,White,Violent,Medium,2021-02-16,
P202100562,2021.0,9,FAC009,Mixed,Male,Black,Drug,Minimum,2021-08-23,2025-03-11
P202100563,2021.0,9,FAC009,Mixed,Male,Black,Drug,Minimum,2021-04-28,2022-10-08
P202100564,,9,FAC009,Mixed,Female,White,Property,Medium,2021-12-08,2023-03-16
P202100565,2021.0,9,FAC009,Mixed,Male,White,Violent,Maximum,2021-08-12,
P202100566,2021.0,9,FAC009,Mixed,Male,Black,Property,Medium,2021-12-24,
P202100567,2021.0,9,FAC009,Mixed,Male,White,Violent,Maximum,2021-02-26,2023-04-26
P202100568,2021.0,9,FAC009,Mixed,Male,Black,Property,Medium,2021-01-18,
P202100569,,9,FAC009,Mixed,Male,Black,Drug,Minimum,2021-06-22,
P202100570,2021.0,9,,Mixed,Male,Black,Drug,Minimum,2021-08-19,2022-11-16
P202100571,,9,FAC009,Mixed,,Hispanic,PublicOrder,Minimum,2021-01-01,2022-11-15
P202100572,2021.0,9,FAC009,Mixed,Male,Black,Property,Medium,2021-02-28,2024-12-25
P202100573,2021.0,9,,Mixed,Male,Black,,Minimum,2021-06-18,2021-12-25
P202100574,2021.0,9,FAC009,Mixed,Male,,Property,Medium,,2023-08-31
P202100575,2021.0,9,,Mixed,,White,Violent,Medium,2021-02-16,2022-06-02
P202100576,2021.0,9,,Mixed,Male,Black,Property,Medium,2021-12-20,
P202100577,2021.0,9,FAC009,Mixed,Female,White,Violent,Maximum,2021-11-19,2024-12-04
P202100578,2021.0,9,FAC009,Mixed,Male,White,Violent,Medium,2021-02-05,
P202100579,2021.0,9,FAC009,Mixed,Male,White,Violent,Maximum,,
P202100580,2021.0,9,,Mixed,Male,White,Violent,Maximum,2021-07-02,
P202100581,2021.0,9,FAC009,Mixed,Male,White,Violent,,2021-10-10,
P202100582,2021.0,9,FAC009,Mixed,,Black,,Medium,2021-02-05,
P202100583,2021.0,9,FAC009,,Male,Black,Property,Medium,2021-08-30,2022-05-22
P202100584,2021.0,9,FAC009,,Male,White,Violent,Maximum,2021-07-25,
P202100585,2021.0,9,FAC009,Mixed,Male,Black,Property,Medium,2021-09-04,
P202100586,2021.0,9,FAC009,Mixed,Male,White,Violent,Maximum,2021-01-25,2024-07-07
P202100587,2021.0,9,FAC009,Mixed,Male,Black,Property,Medium,2021-01-04,
P202100588,2021.0,9,FAC009,Mixed,Male,White,Violent,Medium,2021-11-08,2023-06-06
P202100589,2021.0,9,FAC009,Mixed,Male,White,Violent,Maximum,2021-01-02,
P202100590,2021.0,9,,Mixed,Male,Black,Drug,Minimum,2021-08-21,2023-11-03
P202100591,2021.0,9,FAC009,Mixed,Male,Black,Drug,Medium,2021-02-08,
P202100592,2021.0,9,FAC009,Mixed,Male,Black,Drug,Minimum,2021-06-24,2022-01-23
P202100593,2021.0,9,FAC009,Mixed,Male,Black,Property,Medium,2021-11-04,2023-08-05
P202100594,2021.0,9,FAC009,Mixed,Male,Native American,Other,Minimum,2021-06-20,2022-05-18
P202100595,,9,FAC009,Mixed,Male,White,Property,Medium,2021-12-04,2023-07-14
P202100596,2021.0,9,FAC009,,Male,White,Violent,Maximum,2021-05-06,2021-06-24
P202100597,,9,FAC009,,Male,Black,Drug,Minimum,2021-02-04,2023-07-27
P202100598,2021.0,9,FAC009,Mixed,Male,White,Violent,Maximum,2021-03-07,
P202100599,2021.0,9,FAC009,,,,Property,Medium,2021-03-14,2023-06-08
P202100600,2021.0,9,FAC009,Mixed,Male,Black,Drug,Minimum,2021-11-23,2022-02-07
P202100601,,10,FAC010,Mixed,Male,White,Violent,Maximum,2021-09-17,2024-04-03
P202100602,,10,FAC010,Mixed,Female,Black,Drug,Minimum,2021-08-23,2022-08-04
P202100603,2021.0,10,FAC010,Mixed,Male,Black,,Minimum,2021-01-27,
P202100604,2021.0,10,FAC010,Mixed,Male,,Property,Medium,2021-05-29,2021-12-21
P202100605,,10,FAC010,,Male,,Property,,2021-02-11,2023-10-16
P202100606,2021.0,10,FAC010,Mixed,Male,,PublicOrder,Minimum,2021-12-23,
P202100607,2021.0,10,FAC010,Mixed,Male,Black,Drug,Minimum,2021-03-27,2024-04-01
P202100608,2021.0,10,FAC010,Mixed,Male,White,Violent,Maximum,2021-03-04,2021-07-27
P202100609,2021.0,10,FAC010,Mixed,,Black,Property,,2021-08-24,2023-03-14
P202100610,,10,FAC010,,Male,White,Violent,Medium,2021-02-18,
P202100611,2021.0,10,FAC010,Mixed,Male,Hispanic,,Minimum,2021-12-06,
P202100612,2021.0,10,FAC010,,Male,Black,Property,Medium,2021-06-19,
P202100613,,10,,Mixed,Male,Black,Property,,2021-03-27,
P202100614,2021.0,10,FAC010,Mixed,Female,White,,Medium,2021-09-04,2024-01-08
P202100615,2021.0,10,,,Male,Black,Drug,Medium,,2022-04-06
